PERM2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
93,0.177396953,0.176020816,0.174655354,0.173300485,0.171956126,0.170622195,0.169298612,0.167985297,0.16668217,0.165389151,0.164106163,0.162833128,0.161569968,0.160316607,0.159072969,0.157838978,0.156614559,0.155399639,0.154194144,0.152998,0.151811135,0.150633477,0.149464954,0.148305497,0.147155033,0.146013494,0.144880811,0.143756914,0.142641736,0.141535208,0.140437265,0.139347838,0.138266863,0.137194273,0.136130004,0.13507399,0.134026169,0.132986476,0.131954848,0.130931223,0.129915538,0.128907733,0.127907746,0.126915515,0.125930982,0.124954087,0.123984769,0.123022971,0.122068634,0.1211217,0.120182112,0.119249813,0.118324746,0.117406855,0.116496084,0.115592378,0.114695683,0.113805944,0.112923107,0.112047119,0.111177926,0.110315475,0.109459715,0.108610594,0.107768059,0.10693206,0.106102547,0.105279468,0.104462774,0.103652416,0.102848344,0.102050509,0.101258864,0.100473359,0.099693948,0.098920584,0.098153218,0.097391805,0.096636299,0.095886654,0.095142824,0.094404764,0.09367243,0.092945776,0.09222476,0.091509336,0.090799463,0.090095096,0.089396193,0.088702712,0.088014611,0.087331847,0.08665438,0.085982168,0.085315171,0.084653348,0.083996659,0.083345065,0.082698524,0.082057,0.081420452,0.080788842,0.080162131,0.079540282,0.078923257,0.078311019,0.07770353,0.077100753,0.076502653,0.075909192,0.075320335,0.074736046,0.074156289,0.07358103,0.073010233,0.072443865,0.071881889,0.071324274,0.070770983,0.070221985,0.069677246,0.069136733,0.068600412,0.068068252,0.06754022,0.067016284,0.066496413,0.065980574,0.065468737,0.064960871,0.064456944,0.063956927,0.063460788,0.062968498,0.062480027,0.061995345,0.061514423,0.061037232,0.060563742,0.060093926,0.059627754,0.059165198,0.05870623,0.058250823,0.057798949,0.05735058,0.056905689,0.05646425,0.056026235,0.055591617
94,0.188552926,0.187241976,0.185940141,0.184647358,0.183363562,0.182088693,0.180822687,0.179565483,0.178317021,0.177077238,0.175846076,0.174623473,0.17340937,0.172203709,0.171006431,0.169817477,0.168636789,0.16746431,0.166299983,0.165143751,0.163995558,0.162855348,0.161723066,0.160598656,0.159482064,0.158373235,0.157272116,0.156178652,0.15509279,0.154014479,0.152943664,0.151880295,0.150824319,0.149775684,0.148734341,0.147700237,0.146673324,0.14565355,0.144640866,0.143635224,0.142636573,0.141644866,0.140660053,0.139682088,0.138710922,0.137746508,0.1367888,0.13583775,0.134893313,0.133955442,0.133024091,0.132099216,0.131180772,0.130268713,0.129362995,0.128463575,0.127570408,0.126683451,0.12580266,0.124927994,0.124059408,0.123196862,0.122340313,0.121489719,0.120645039,0.119806232,0.118973256,0.118146073,0.11732464,0.116508918,0.115698868,0.11489445,0.114095625,0.113302354,0.112514598,0.111732319,0.110955479,0.110184041,0.109417965,0.108657217,0.107901757,0.10715155,0.106406559,0.105666747,0.104932079,0.104202519,0.103478032,0.102758581,0.102044133,0.101334652,0.100630104,0.099930454,0.099235669,0.098545715,0.097860557,0.097180163,0.0965045,0.095833534,0.095167234,0.094505566,0.093848498,0.093195999,0.092548036,0.091904579,0.091265595,0.090631054,0.090000924,0.089375176,0.088753778,0.088136701,0.087523914,0.086915388,0.086311092,0.085710998,0.085115076,0.084523298,0.083935634,0.083352056,0.082772535,0.082197043,0.081625553,0.081058036,0.080494465,0.079934812,0.07937905,0.078827153,0.078279092,0.077734842,0.077194376,0.076657668,0.076124691,0.07559542,0.075069828,0.074547891,0.074029583,0.073514879,0.073003753,0.07249618,0.071992137,0.071491598,0.07099454,0.070500937,0.070010766,0.069524003,0.069040624,0.068560606,0.068083926,0.06761056,0.067140484,0.066673678
95,0.198820089,0.197589494,0.196366516,0.195151108,0.193943222,0.192742813,0.191549834,0.190364238,0.189185981,0.188015017,0.1868513,0.185694786,0.18454543,0.183403189,0.182268017,0.181139871,0.180018708,0.178904484,0.177797157,0.176696684,0.175603022,0.174516129,0.173435963,0.172362484,0.171295648,0.170235416,0.169181746,0.168134597,0.16709393,0.166059704,0.16503188,0.164010417,0.162995276,0.161986419,0.160983806,0.159987398,0.158997158,0.158013047,0.157035027,0.156063061,0.15509711,0.154137139,0.153183109,0.152234984,0.151292727,0.150356302,0.149425674,0.148500806,0.147581662,0.146668207,0.145760405,0.144858223,0.143961625,0.143070576,0.142185042,0.14130499,0.140430384,0.139561192,0.13869738,0.137838914,0.136985762,0.13613789,0.135295266,0.134457858,0.133625632,0.132798558,0.131976603,0.131159735,0.130347924,0.129541137,0.128739343,0.127942513,0.127150614,0.126363617,0.125581491,0.124804206,0.124031731,0.123264038,0.122501097,0.121742878,0.120989352,0.12024049,0.119496263,0.118756642,0.118021599,0.117291106,0.116565134,0.115843655,0.115126642,0.114414067,0.113705903,0.113002122,0.112302696,0.1116076,0.110916806,0.110230288,0.109548019,0.108869973,0.108196123,0.107526445,0.106860911,0.106199497,0.105542176,0.104888924,0.104239715,0.103594525,0.102953328,0.102316099,0.101682815,0.10105345,0.100427981,0.099806384,0.099188633,0.098574706,0.097964579,0.097358229,0.096755631,0.096156763,0.095561602,0.094970125,0.094382308,0.09379813,0.093217568,0.092640599,0.092067201,0.091497352,0.09093103,0.090368214,0.089808881,0.08925301,0.088700579,0.088151568,0.087605955,0.087063719,0.086524839,0.085989294,0.085457065,0.084928129,0.084402468,0.08388006,0.083360885,0.082844924,0.082332156,0.081822562,0.081316122,0.080812817,0.080312627,0.079815533,0.079321516,0.078830556
96,0.210045575,0.208897393,0.207755488,0.206619824,0.205490369,0.204367087,0.203249946,0.202138912,0.20103395,0.199935029,0.198842115,0.197755175,0.196674177,0.195599088,0.194529875,0.193466508,0.192408953,0.191357179,0.190311154,0.189270848,0.188236228,0.187207263,0.186183923,0.185166178,0.184153995,0.183147346,0.182146199,0.181150525,0.180160293,0.179175475,0.178196039,0.177221958,0.176253202,0.175289741,0.174331546,0.17337859,0.172430842,0.171488275,0.170550861,0.169618571,0.168691377,0.167769252,0.166852167,0.165940095,0.165033009,0.164130882,0.163233685,0.162341393,0.161453979,0.160571416,0.159693677,0.158820736,0.157952567,0.157089143,0.15623044,0.15537643,0.154527089,0.15368239,0.152842309,0.15200682,0.151175898,0.150349518,0.149527656,0.148710286,0.147897384,0.147088926,0.146284887,0.145485243,0.14468997,0.143899044,0.143112442,0.14233014,0.141552114,0.140778342,0.140008798,0.139243462,0.138482309,0.137725317,0.136972462,0.136223723,0.135479077,0.134738502,0.134001975,0.133269473,0.132540976,0.131816461,0.131095907,0.130379291,0.129666593,0.12895779,0.128252863,0.127551788,0.126854546,0.126161115,0.125471474,0.124785604,0.124103483,0.12342509,0.122750406,0.12207941,0.121412081,0.120748401,0.120088348,0.119431904,0.118779048,0.11812976,0.117484022,0.116841814,0.116203116,0.115567909,0.114936175,0.114307894,0.113683048,0.113061617,0.112443583,0.111828927,0.111217632,0.110609677,0.110005047,0.109403721,0.108805682,0.108210913,0.107619395,0.10703111,0.106446041,0.10586417,0.105285479,0.104709953,0.104137572,0.10356832,0.103002179,0.102439134,0.101879166,0.101322259,0.100768397,0.100217562,0.099669738,0.099124908,0.098583057,0.098044168,0.097508225,0.096975211,0.096445111,0.095917909,0.095393588,0.094872134,0.09435353,0.093837761,0.093324811,0.092814665
97,0.222962015,0.221854127,0.220751744,0.219654838,0.218563383,0.217477351,0.216396716,0.215321451,0.214251528,0.213186922,0.212127606,0.211073553,0.210024738,0.208981134,0.207942717,0.206909459,0.205881335,0.20485832,0.203840388,0.202827514,0.201819673,0.20081684,0.199818991,0.198826099,0.197838141,0.196855092,0.195876928,0.194903624,0.193935157,0.192971502,0.192012635,0.191058533,0.190109172,0.189164528,0.188224578,0.187289298,0.186358666,0.185432658,0.184511252,0.183594424,0.182682151,0.181774412,0.180871183,0.179972442,0.179078167,0.178188336,0.177302926,0.176421916,0.175545283,0.174673006,0.173805064,0.172941434,0.172082096,0.171227028,0.170376209,0.169529617,0.168687232,0.167849033,0.167014998,0.166185108,0.165359342,0.164537679,0.163720098,0.162906581,0.162097105,0.161291652,0.160490201,0.159692732,0.158899226,0.158109663,0.157324023,0.156542287,0.155764436,0.154990449,0.154220309,0.153453995,0.152691489,0.151932772,0.151177824,0.150426629,0.149679165,0.148935416,0.148195363,0.147458987,0.14672627,0.145997194,0.14527174,0.144549891,0.143831629,0.143116936,0.142405795,0.141698187,0.140994095,0.140293502,0.139596389,0.138902741,0.13821254,0.137525768,0.136842408,0.136162445,0.13548586,0.134812636,0.134142759,0.133476209,0.132812972,0.13215303,0.131496368,0.130842968,0.130192815,0.129545893,0.128902185,0.128261676,0.12762435,0.12699019,0.126359181,0.125731308,0.125106555,0.124484906,0.123866346,0.12325086,0.122638432,0.122029047,0.12142269,0.120819346,0.120219,0.119621638,0.119027243,0.118435802,0.1178473,0.117261722,0.116679054,0.116099281,0.115522389,0.114948363,0.11437719,0.113808855,0.113243344,0.112680643,0.112120737,0.111563615,0.11100926,0.11045766,0.109908801,0.109362669,0.108819251,0.108278533,0.107740502,0.107205144,0.106672446,0.106142396
98,0.236923398,0.235864039,0.234809416,0.233759509,0.232714297,0.231673758,0.230637872,0.229606617,0.228579973,0.22755792,0.226540437,0.225527503,0.224519099,0.223515203,0.222515796,0.221520858,0.220530368,0.219544308,0.218562656,0.217585393,0.2166125,0.215643958,0.214679746,0.213719845,0.212764236,0.2118129,0.210865818,0.20992297,0.208984338,0.208049904,0.207119647,0.20619355,0.205271593,0.204353759,0.203440029,0.202530385,0.201624808,0.200723279,0.199825782,0.198932298,0.198042809,0.197157298,0.196275745,0.195398134,0.194524448,0.193654668,0.192788777,0.191926757,0.191068592,0.190214264,0.189363756,0.188517051,0.187674132,0.186834982,0.185999584,0.185167921,0.184339977,0.183515735,0.182695178,0.18187829,0.181065055,0.180255456,0.179449477,0.178647102,0.177848315,0.177053099,0.176261439,0.175473318,0.174688722,0.173907633,0.173130037,0.172355918,0.171585261,0.170818049,0.170054268,0.169293901,0.168536935,0.167783353,0.167033141,0.166286283,0.165542765,0.164802571,0.164065687,0.163332097,0.162601788,0.161874744,0.161150951,0.160430394,0.15971306,0.158998932,0.158287998,0.157580242,0.156875651,0.156174211,0.155475907,0.154780725,0.154088652,0.153399673,0.152713774,0.152030943,0.151351165,0.150674426,0.150000713,0.149330013,0.148662311,0.147997595,0.147335851,0.146677066,0.146021227,0.14536832,0.144718332,0.144071251,0.143427063,0.142785755,0.142147315,0.14151173,0.140878986,0.140249072,0.139621974,0.13899768,0.138376178,0.137757454,0.137141497,0.136528294,0.135917833,0.135310102,0.134705088,0.134102779,0.133503163,0.132906228,0.132311963,0.131720354,0.131131391,0.130545061,0.129961353,0.129380255,0.128801755,0.128225842,0.127652504,0.127081729,0.126513507,0.125947825,0.125384672,0.124824038,0.12426591,0.123710278,0.123157131,0.122606456,0.122058244,0.121512483
99,0.252068442,0.251066867,0.250069271,0.249075639,0.248085956,0.247100204,0.24611837,0.245140437,0.244166389,0.243196212,0.24222989,0.241267407,0.240308749,0.2393539,0.238402845,0.237455568,0.236512056,0.235572293,0.234636264,0.233703954,0.232775348,0.231850433,0.230929192,0.230011612,0.229097678,0.228187375,0.227280689,0.226377606,0.225478111,0.224582191,0.22368983,0.222801015,0.221915731,0.221033966,0.220155703,0.219280931,0.218409634,0.2175418,0.216677413,0.215816462,0.214958931,0.214104807,0.213254078,0.212406728,0.211562746,0.210722117,0.209884828,0.209050866,0.208220218,0.20739287,0.20656881,0.205748024,0.204930499,0.204116223,0.203305182,0.202497364,0.201692756,0.200891344,0.200093117,0.199298062,0.198506166,0.197717416,0.196931801,0.196149307,0.195369922,0.194593634,0.19382043,0.193050299,0.192283228,0.191519205,0.190758217,0.190000253,0.189245301,0.188493349,0.187744385,0.186998396,0.186255372,0.1855153,0.184778168,0.184043966,0.183312681,0.182584301,0.181858816,0.181136213,0.180416482,0.17969961,0.178985587,0.178274401,0.177566041,0.176860495,0.176157753,0.175457803,0.174760635,0.174066236,0.173374597,0.172685706,0.171999552,0.171316124,0.170635412,0.169957405,0.169282092,0.168609462,0.167939504,0.167272209,0.166607565,0.165945562,0.16528619,0.164629437,0.163975294,0.163323751,0.162674796,0.162028419,0.161384611,0.160743362,0.16010466,0.159468496,0.158834859,0.158203741,0.15757513,0.156949017,0.156325391,0.155704244,0.155085564,0.154469343,0.153855571,0.153244237,0.152635332,0.152028847,0.151424772,0.150823096,0.150223812,0.149626909,0.149032377,0.148440208,0.147850392,0.147262919,0.146677781,0.146094967,0.14551447,0.144936279,0.144360385,0.14378678,0.143215454,0.142646397,0.142079603,0.14151506,0.14095276,0.140392695,0.139834855,0.139279231
100,0.26855688,0.267623567,0.266693498,0.265766661,0.264843045,0.263922639,0.263005432,0.262091412,0.261180569,0.260272891,0.259368368,0.258466988,0.25756874,0.256673615,0.2557816,0.254892685,0.254006859,0.253124112,0.252244433,0.251367811,0.250494235,0.249623695,0.248756181,0.247891681,0.247030186,0.246171685,0.245316167,0.244463623,0.243614041,0.242767412,0.241923725,0.241082971,0.240245138,0.239410216,0.238578197,0.237749069,0.236922822,0.236099447,0.235278933,0.234461271,0.23364645,0.232834462,0.232025295,0.23121894,0.230415387,0.229614627,0.22881665,0.228021446,0.227229006,0.22643932,0.225652378,0.224868171,0.224086689,0.223307923,0.222531863,0.221758501,0.220987826,0.22021983,0.219454502,0.218691834,0.217931817,0.217174441,0.216419697,0.215667576,0.214918069,0.214171167,0.21342686,0.212685141,0.211945998,0.211209425,0.210475411,0.209743948,0.209015028,0.20828864,0.207564777,0.206843429,0.206124589,0.205408246,0.204694393,0.203983021,0.203274121,0.202567685,0.201863704,0.201162169,0.200463073,0.199766406,0.19907216,0.198380327,0.197690898,0.197003865,0.19631922,0.195636954,0.194957059,0.194279527,0.193604349,0.192931518,0.192261026,0.191592863,0.190927023,0.190263496,0.189602276,0.188943353,0.18828672,0.18763237,0.186980293,0.186330482,0.18568293,0.185037628,0.184394569,0.183753745,0.183115148,0.18247877,0.181844603,0.181212641,0.180582875,0.179955297,0.1793299,0.178706677,0.17808562,0.177466721,0.176849973,0.176235368,0.1756229,0.175012559,0.17440434,0.173798235,0.173194236,0.172592336,0.171992528,0.171394804,0.170799158,0.170205581,0.169614068,0.16902461,0.168437201,0.167851833,0.167268499,0.166687193,0.166107907,0.165530634,0.164955367,0.1643821,0.163810824,0.163241534,0.162674223,0.162108883,0.161545508,0.160984091,0.160424625,0.159867103
101,0.286573474,0.285720373,0.284869812,0.284021783,0.283176278,0.28233329,0.281492811,0.280654835,0.279819353,0.278986358,0.278155843,0.277327801,0.276502223,0.275679103,0.274858434,0.274040207,0.273224416,0.272411054,0.271600113,0.270791586,0.269985467,0.269181746,0.268380419,0.267581477,0.266784913,0.26599072,0.265198892,0.264409421,0.2636223,0.262837523,0.262055081,0.261274969,0.260497179,0.259721705,0.258948539,0.258177674,0.257409105,0.256642823,0.255878823,0.255117097,0.254357638,0.253600441,0.252845497,0.252092801,0.251342345,0.250594124,0.24984813,0.249104357,0.248362797,0.247623446,0.246886295,0.246151339,0.245418571,0.244687984,0.243959572,0.243233328,0.242509246,0.24178732,0.241067543,0.240349909,0.239634411,0.238921043,0.238209798,0.237500671,0.236793655,0.236088743,0.23538593,0.23468521,0.233986575,0.23329002,0.232595538,0.231903124,0.231212772,0.230524474,0.229838225,0.229154019,0.22847185,0.227791712,0.227113599,0.226437504,0.225763422,0.225091346,0.224421271,0.223753191,0.2230871,0.222422992,0.22176086,0.2211007,0.220442505,0.219786269,0.219131987,0.218479653,0.21782926,0.217180804,0.216534278,0.215889677,0.215246995,0.214606226,0.213967364,0.213330404,0.212695341,0.212062167,0.211430879,0.21080147,0.210173935,0.209548268,0.208924463,0.208302516,0.20768242,0.207064169,0.20644776,0.205833185,0.20522044,0.204609519,0.204000417,0.203393127,0.202787646,0.202183967,0.201582085,0.200981995,0.200383692,0.199787169,0.199192422,0.198599446,0.198008235,0.197418784,0.196831088,0.196245141,0.195660939,0.195078475,0.194497746,0.193918745,0.193341468,0.192765909,0.192192064,0.191619927,0.191049494,0.190480758,0.189913716,0.189348361,0.18878469,0.188222696,0.187662376,0.187103724,0.186546734,0.185991403,0.185437725,0.184885695,0.184335308,0.18378656
102,0.306332863,0.305573689,0.304816396,0.30406098,0.303307436,0.30255576,0.301805946,0.301057991,0.300311889,0.299567637,0.298825229,0.29808466,0.297345928,0.296609025,0.29587395,0.295140695,0.294409258,0.293679634,0.292951818,0.292225806,0.291501592,0.290779174,0.290058546,0.289339704,0.288622644,0.28790736,0.287193849,0.286482107,0.285772128,0.285063909,0.284357445,0.283652731,0.282949765,0.28224854,0.281549053,0.2808513,0.280155276,0.279460977,0.278768398,0.278077536,0.277388386,0.276700944,0.276015206,0.275331167,0.274648823,0.27396817,0.273289205,0.272611921,0.271936317,0.271262386,0.270590126,0.269919532,0.2692506,0.268583325,0.267917704,0.267253733,0.266591408,0.265930723,0.265271676,0.264614263,0.263958478,0.263304319,0.262651781,0.26200086,0.261351553,0.260703854,0.260057761,0.259413269,0.258770374,0.258129072,0.25748936,0.256851233,0.256214687,0.255579719,0.254946325,0.2543145,0.253684241,0.253055544,0.252428406,0.251802821,0.251178787,0.250556299,0.249935354,0.249315948,0.248698077,0.248081737,0.247466924,0.246853636,0.246241867,0.245631614,0.245022874,0.244415642,0.243809915,0.24320569,0.242602961,0.242001727,0.241401982,0.240803724,0.240206949,0.239611652,0.239017831,0.238425481,0.237834599,0.237245182,0.236657226,0.236070726,0.23548568,0.234902084,0.234319935,0.233739228,0.23315996,0.232582127,0.232005727,0.231430755,0.230857209,0.230285083,0.229714376,0.229145082,0.2285772,0.228010725,0.227445654,0.226881983,0.226319709,0.225758829,0.225199339,0.224641235,0.224084514,0.223529174,0.222975209,0.222422617,0.221871395,0.221321539,0.220773045,0.220225911,0.219680133,0.219135707,0.218592631,0.2180509,0.217510512,0.216971463,0.21643375,0.21589737,0.215362319,0.214828594,0.214296192,0.213765109,0.213235342,0.212706888,0.212179744,0.211653907
103,0.328085355,0.32743595,0.32678783,0.326140992,0.325495436,0.324851156,0.324208153,0.323566422,0.322925961,0.322286767,0.32164884,0.321012174,0.320376769,0.319742622,0.31910973,0.31847809,0.317847701,0.31721856,0.316590664,0.315964011,0.315338598,0.314714423,0.314091484,0.313469777,0.312849302,0.312230054,0.311612032,0.310995234,0.310379656,0.309765297,0.309152153,0.308540224,0.307929506,0.307319996,0.306711693,0.306104594,0.305498697,0.304893999,0.304290498,0.303688191,0.303087077,0.302487153,0.301888416,0.301290864,0.300694495,0.300099306,0.299505296,0.298912461,0.298320799,0.297730309,0.297140988,0.296552833,0.295965842,0.295380013,0.294795344,0.294211832,0.293629475,0.293048271,0.292468217,0.291889311,0.291311552,0.290734935,0.290159461,0.289585125,0.289011926,0.288439861,0.287868929,0.287299127,0.286730453,0.286162905,0.28559648,0.285031176,0.284466991,0.283903923,0.283341969,0.282781127,0.282221396,0.281662773,0.281105255,0.280548841,0.279993528,0.279439315,0.278886198,0.278334177,0.277783248,0.277233409,0.276684659,0.276136995,0.275590415,0.275044917,0.274500498,0.273957157,0.273414892,0.2728737,0.272333579,0.271794528,0.271256543,0.270719624,0.270183767,0.26964897,0.269115233,0.268582551,0.268050924,0.26752035,0.266990825,0.266462349,0.265934919,0.265408533,0.264883188,0.264358884,0.263835617,0.263313386,0.262792189,0.262272024,0.261752888,0.261234779,0.260717696,0.260201637,0.259686599,0.259172581,0.25865958,0.258147594,0.257636622,0.257126661,0.25661771,0.256109766,0.255602827,0.255096892,0.254591959,0.254088024,0.253585088,0.253083147,0.252582199,0.252082243,0.251583276,0.251085297,0.250588304,0.250092295,0.249597267,0.249103219,0.248610149,0.248118055,0.247626936,0.247136788,0.24664761,0.246159401,0.245672158,0.245185879,0.244700563,0.244216208
104,0.352123826,0.351602596,0.351082138,0.350562451,0.350043533,0.349525382,0.349007999,0.348491382,0.34797553,0.347460441,0.346946114,0.346432549,0.345919744,0.345407698,0.34489641,0.344385879,0.343876104,0.343367083,0.342858815,0.3423513,0.341844537,0.341338523,0.340833259,0.340328742,0.339824972,0.339321948,0.338819668,0.338318132,0.337817339,0.337317286,0.336817974,0.336319401,0.335821566,0.335324468,0.334828106,0.334332478,0.333837584,0.333343423,0.332849993,0.332357294,0.331865323,0.331374081,0.330883567,0.330393778,0.329904714,0.329416375,0.328928758,0.328441863,0.327955688,0.327470234,0.326985498,0.326501479,0.326018177,0.32553559,0.325053718,0.324572559,0.324092112,0.323612376,0.323133351,0.322655034,0.322177426,0.321700524,0.321224329,0.320748838,0.320274051,0.319799967,0.319326585,0.318853904,0.318381922,0.317910639,0.317440053,0.316970164,0.316500971,0.316032472,0.315564666,0.315097553,0.314631132,0.314165401,0.313700359,0.313236006,0.31277234,0.31230936,0.311847066,0.311385456,0.310924529,0.310464285,0.310004722,0.309545839,0.309087635,0.30863011,0.308173262,0.30771709,0.307261593,0.306806771,0.306352622,0.305899145,0.305446339,0.304994204,0.304542738,0.30409194,0.303641809,0.303192345,0.302743546,0.302295412,0.301847941,0.301401132,0.300954984,0.300509497,0.30006467,0.2996205,0.299176989,0.298734134,0.298291934,0.297850389,0.297409497,0.296969259,0.296529671,0.296090735,0.295652448,0.29521481,0.29477782,0.294341477,0.293905779,0.293470727,0.293036318,0.292602553,0.292169429,0.291736947,0.291305105,0.290873902,0.290443337,0.29001341,0.289584119,0.289155464,0.288727443,0.288300056,0.287873301,0.287447178,0.287021686,0.286596824,0.28617259,0.285748985,0.285326006,0.284903654,0.284481927,0.284060824,0.283640344,0.283220487,0.282801252,0.282382637
105,0.378791736,0.378420194,0.378049017,0.377678204,0.377307755,0.376937668,0.376567945,0.376198585,0.375829587,0.37546095,0.375092676,0.374724762,0.37435721,0.373990018,0.373623186,0.373256714,0.372890601,0.372524848,0.372159453,0.371794417,0.371429738,0.371065418,0.370701455,0.370337848,0.369974599,0.369611705,0.369249168,0.368886986,0.36852516,0.368163688,0.367802571,0.367441808,0.367081399,0.366721344,0.366361641,0.366002292,0.365643295,0.36528465,0.364926357,0.364568415,0.364210824,0.363853585,0.363496695,0.363140156,0.362783966,0.362428126,0.362072635,0.361717492,0.361362698,0.361008251,0.360654153,0.360300402,0.359946997,0.35959394,0.359241228,0.358888863,0.358536843,0.358185169,0.357833839,0.357482854,0.357132214,0.356781917,0.356431964,0.356082354,0.355733087,0.355384163,0.35503558,0.35468734,0.354339442,0.353991884,0.353644668,0.353297792,0.352951256,0.35260506,0.352259204,0.351913687,0.351568509,0.351223669,0.350879168,0.350535005,0.350191179,0.34984769,0.349504539,0.349161724,0.348819245,0.348477102,0.348135295,0.347793823,0.347452686,0.347111883,0.346771415,0.346431281,0.34609148,0.345752013,0.345412879,0.345074077,0.344735607,0.34439747,0.344059664,0.34372219,0.343385047,0.343048234,0.342711752,0.342375599,0.342039777,0.341704284,0.34136912,0.341034284,0.340699777,0.340365598,0.340031747,0.339698224,0.339365027,0.339032158,0.338699615,0.338367398,0.338035507,0.337703941,0.337372701,0.337041786,0.336711195,0.336380928,0.336050985,0.335721366,0.335392071,0.335063098,0.334734448,0.33440612,0.334078115,0.333750431,0.333423068,0.333096027,0.332769307,0.332442906,0.332116826,0.331791066,0.331465626,0.331140504,0.330815702,0.330491218,0.330167052,0.329843205,0.329519675,0.329196462,0.328873566,0.328550987,0.328228725,0.327906778,0.327585148,0.327263832
106,0.408492156,0.408295579,0.408099097,0.407902709,0.407706416,0.407510217,0.407314113,0.407118103,0.406922187,0.406726366,0.406530639,0.406335006,0.406139467,0.405944022,0.405748672,0.405553415,0.405358252,0.405163184,0.404968209,0.404773328,0.40457854,0.404383847,0.404189247,0.403994741,0.403800328,0.403606009,0.403411784,0.403217651,0.403023613,0.402829668,0.402635816,0.402442057,0.402248392,0.402054819,0.40186134,0.401667954,0.401474661,0.401281461,0.401088355,0.400895341,0.400702419,0.400509591,0.400316856,0.400124213,0.399931663,0.399739206,0.399546841,0.399354569,0.399162389,0.398970302,0.398778307,0.398586405,0.398394595,0.398202877,0.398011252,0.397819719,0.397628278,0.397436929,0.397245672,0.397054507,0.396863434,0.396672453,0.396481564,0.396290767,0.396100062,0.395909449,0.395718927,0.395528497,0.395338158,0.395147911,0.394957756,0.394767692,0.39457772,0.394387839,0.39419805,0.394008351,0.393818745,0.393629229,0.393439804,0.393250471,0.393061229,0.392872078,0.392683018,0.392494049,0.39230517,0.392116383,0.391927687,0.391739081,0.391550566,0.391362142,0.391173809,0.390985566,0.390797413,0.390609352,0.39042138,0.3902335,0.390045709,0.389858009,0.3896704,0.38948288,0.389295451,0.389108112,0.388920863,0.388733705,0.388546636,0.388359658,0.388172769,0.38798597,0.387799262,0.387612643,0.387426113,0.387239674,0.387053324,0.386867065,0.386680894,0.386494813,0.386308822,0.386122921,0.385937108,0.385751385,0.385565752,0.385380208,0.385194753,0.385009388,0.384824111,0.384638924,0.384453826,0.384268817,0.384083897,0.383899066,0.383714324,0.383529671,0.383345106,0.383160631,0.382976244,0.382791946,0.382607737,0.382423616,0.382239584,0.382055641,0.381871786,0.381688019,0.381504341,0.381320752,0.38113725,0.380953837,0.380770513,0.380587276,0.380404128,0.380221067
107,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369,0.441738369
