PERM2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
27,0.005955245,0.005750417,0.005552634,0.005361654,0.005177242,0.004999173,0.004827228,0.004661198,0.004500878,0.004346072,0.004196591,0.004052251,0.003912875,0.003778293,0.003648341,0.003522857,0.00340169,0.00328469,0.003171715,0.003062625,0.002957287,0.002855573,0.002757356,0.002662518,0.002570942,0.002482516,0.002397131,0.002314682,0.00223507,0.002158195,0.002083965,0.002012288,0.001943076,0.001876245,0.001811712,0.001749399,0.001689229,0.001631129,0.001575027,0.001520855,0.001468545,0.001418035,0.001369263,0.001322167,0.001276692,0.001232781,0.00119038,0.001149437,0.001109903,0.001071728,0.001034866,0.000999273,0.000964903,0.000931716,0.00089967,0.000868726,0.000838846,0.000809995,0.000782135,0.000755234,0.000729258,0.000704176,0.000679956,0.000656569,0.000633987,0.000612181,0.000591125,0.000570794,0.000551161,0.000532204,0.000513899,0.000496224,0.000479157,0.000462676,0.000446763,0.000431397,0.000416559,0.000402231,0.000388397,0.000375038,0.000362139,0.000349683,0.000337656,0.000326042,0.000314828,0.000304,0.000293544,0.000283448,0.000273699,0.000264285,0.000255195,0.000246418,0.000237942,0.000229758,0.000221856,0.000214225,0.000206857,0.000199742,0.000192872,0.000186238,0.000179833,0.000173648,0.000167675,0.000161908,0.000156339,0.000150962,0.00014577,0.000140756,0.000135915,0.00013124,0.000126726,0.000122367,0.000118159,0.000114095,0.00011017,0.000106381,0.000102722,9.91891E-05,9.57775E-05,9.24833E-05,8.93023E-05,8.62308E-05,8.3265E-05,8.04011E-05,7.76357E-05,7.49655E-05,7.23871E-05,6.98973E-05,6.74933E-05,6.51719E-05,6.29303E-05,6.07658E-05,5.86758E-05,5.66577E-05,5.4709E-05,5.28273E-05,5.10103E-05,4.92558E-05,4.75617E-05,4.59258E-05,4.43462E-05,4.2821E-05,4.13482E-05,3.9926E-05,3.85528E-05,3.72268E-05,3.59464E-05,3.471E-05,3.35162E-05,3.23634E-05
28,0.005939576,0.005735287,0.005538024,0.005347546,0.005163619,0.004986019,0.004814527,0.004648933,0.004489035,0.004334636,0.004185548,0.004041588,0.003902579,0.003768352,0.003638741,0.003513588,0.003392739,0.003276048,0.003163369,0.003054567,0.002949506,0.002848059,0.002750101,0.002655513,0.002564177,0.002475984,0.002390823,0.002308592,0.002229189,0.002152517,0.002078482,0.002006993,0.001937964,0.001871308,0.001806945,0.001744796,0.001684785,0.001626837,0.001570883,0.001516853,0.001464681,0.001414304,0.00136566,0.001318689,0.001273333,0.001229537,0.001187248,0.001146413,0.001106982,0.001068908,0.001032143,0.000996643,0.000962364,0.000929264,0.000897302,0.00086644,0.000836639,0.000807863,0.000780077,0.000753247,0.000727339,0.000702323,0.000678167,0.000654841,0.000632318,0.00061057,0.00058957,0.000569292,0.000549711,0.000530804,0.000512547,0.000494918,0.000477896,0.000461459,0.000445587,0.000430261,0.000415463,0.000401173,0.000387375,0.000374051,0.000361186,0.000348763,0.000336768,0.000325185,0.000314,0.0003032,0.000292772,0.000282702,0.000272978,0.00026359,0.000254523,0.000245769,0.000237316,0.000229154,0.000221272,0.000213661,0.000206313,0.000199217,0.000192365,0.000185748,0.00017936,0.000173191,0.000167234,0.000161482,0.000155928,0.000150565,0.000145386,0.000140386,0.000135557,0.000130895,0.000126393,0.000122045,0.000117848,0.000113794,0.00010988,0.000106101,0.000102452,9.89281E-05,9.55255E-05,9.22399E-05,8.90674E-05,8.60039E-05,8.30459E-05,8.01895E-05,7.74314E-05,7.47682E-05,7.21966E-05,6.97134E-05,6.73157E-05,6.50004E-05,6.27647E-05,6.06059E-05,5.85214E-05,5.65086E-05,5.4565E-05,5.26883E-05,5.08761E-05,4.91262E-05,4.74365E-05,4.5805E-05,4.42295E-05,4.27083E-05,4.12394E-05,3.98209E-05,3.84513E-05,3.71288E-05,3.58518E-05,3.46187E-05,3.3428E-05,3.22782E-05
29,0.005954469,0.005749668,0.00555191,0.005360955,0.005176567,0.004998521,0.004826599,0.00466059,0.004500291,0.004345506,0.004196044,0.004051723,0.003912365,0.003777801,0.003647865,0.003522398,0.003401247,0.003284262,0.003171302,0.003062226,0.002956902,0.002855201,0.002756997,0.002662171,0.002570607,0.002482192,0.002396818,0.002314381,0.002234778,0.002157914,0.002083694,0.002012026,0.001942823,0.001876,0.001811476,0.001749171,0.001689009,0.001630916,0.001574822,0.001520656,0.001468354,0.001417851,0.001369084,0.001321995,0.001276526,0.00123262,0.001190225,0.001149287,0.001109758,0.001071588,0.001034732,0.000999142,0.000964777,0.000931594,0.000899552,0.000868613,0.000838737,0.000809889,0.000782033,0.000755136,0.000729163,0.000704084,0.000679867,0.000656483,0.000633904,0.000612101,0.000591048,0.000570719,0.00055109,0.000532135,0.000513833,0.000496159,0.000479094,0.000462616,0.000446705,0.00043134,0.000416505,0.000402179,0.000388346,0.000374989,0.000362092,0.000349638,0.000337612,0.000326,0.000314787,0.00030396,0.000293506,0.000283411,0.000273663,0.00026425,0.000255162,0.000246385,0.000237911,0.000229728,0.000221827,0.000214197,0.00020683,0.000199716,0.000192847,0.000186214,0.000179809,0.000173625,0.000167653,0.000161887,0.000156319,0.000150942,0.000145751,0.000140738,0.000135897,0.000131223,0.00012671,0.000122351,0.000118143,0.00011408,0.000110156,0.000106367,0.000102709,9.91761E-05,9.5765E-05,9.24712E-05,8.92907E-05,8.62196E-05,8.32541E-05,8.03906E-05,7.76256E-05,7.49557E-05,7.23776E-05,6.98882E-05,6.74845E-05,6.51634E-05,6.29221E-05,6.07579E-05,5.86682E-05,5.66503E-05,5.47018E-05,5.28204E-05,5.10037E-05,4.92494E-05,4.75555E-05,4.59198E-05,4.43405E-05,4.28154E-05,4.13428E-05,3.99208E-05,3.85477E-05,3.72219E-05,3.59417E-05,3.47055E-05,3.35118E-05,3.23592E-05
30,0.005996586,0.005790336,0.00559118,0.005398874,0.005213182,0.005033876,0.004860738,0.004693555,0.004532122,0.004376242,0.004225723,0.004080381,0.003940038,0.003804522,0.003673667,0.003547313,0.003425304,0.003307492,0.003193733,0.003083886,0.002977817,0.002875396,0.002776498,0.002681001,0.002588789,0.002499749,0.002413771,0.002330751,0.002250585,0.002173177,0.002098432,0.002026257,0.001956565,0.00188927,0.001824289,0.001761543,0.001700956,0.001642452,0.001585961,0.001531412,0.00147874,0.001427879,0.001378768,0.001331346,0.001285555,0.001241339,0.001198643,0.001157416,0.001117608,0.001079168,0.00104205,0.00100621,0.000971601,0.000938184,0.000905915,0.000874757,0.00084467,0.000815618,0.000787565,0.000760477,0.000734321,0.000709064,0.000684676,0.000661127,0.000638388,0.000616431,0.000595229,0.000574756,0.000554988,0.000535899,0.000517467,0.000499669,0.000482483,0.000465888,0.000449864,0.000434391,0.000419451,0.000405024,0.000391093,0.000377642,0.000364653,0.000352111,0.00034,0.000328306,0.000317014,0.00030611,0.000295582,0.000285415,0.000275599,0.00026612,0.000256966,0.000248128,0.000239594,0.000231353,0.000223396,0.000215712,0.000208293,0.000201129,0.000194211,0.000187531,0.000181081,0.000174853,0.000168839,0.000163032,0.000157424,0.00015201,0.000146782,0.000141733,0.000136858,0.000132151,0.000127606,0.000123217,0.000118979,0.000114887,0.000110935,0.00010712,0.000103435,9.98776E-05,9.64424E-05,9.31253E-05,8.99223E-05,8.68294E-05,8.3843E-05,8.09592E-05,7.81747E-05,7.54859E-05,7.28896E-05,7.03826E-05,6.79618E-05,6.56243E-05,6.33672E-05,6.11877E-05,5.90831E-05,5.7051E-05,5.50888E-05,5.3194E-05,5.13644E-05,4.95978E-05,4.78919E-05,4.62446E-05,4.46541E-05,4.31182E-05,4.16352E-05,4.02032E-05,3.88204E-05,3.74852E-05,3.61959E-05,3.49509E-05,3.37488E-05,3.2588E-05
31,0.006079853,0.005870739,0.005668817,0.005473841,0.00528557,0.005103775,0.004928233,0.004758728,0.004595054,0.004437009,0.0042844,0.00413704,0.003994748,0.00385735,0.003724678,0.00359657,0.003472867,0.003353419,0.00323808,0.003126707,0.003019166,0.002915323,0.002815051,0.002718229,0.002624736,0.00253446,0.002447288,0.002363115,0.002281836,0.002203353,0.00212757,0.002054393,0.001983733,0.001915503,0.001849621,0.001786004,0.001724575,0.001665259,0.001607983,0.001552677,0.001499273,0.001447706,0.001397913,0.001349832,0.001303406,0.001258575,0.001215287,0.001173488,0.001133126,0.001094153,0.00105652,0.001020181,0.000985093,0.000951211,0.000918494,0.000886903,0.000856398,0.000826943,0.000798501,0.000771037,0.000744517,0.00071891,0.000694183,0.000670307,0.000647252,0.00062499,0.000603494,0.000582737,0.000562694,0.00054334,0.000524652,0.000506607,0.000489183,0.000472357,0.000456111,0.000440423,0.000425275,0.000410648,0.000396524,0.000382885,0.000369716,0.000357,0.000344721,0.000332865,0.000321416,0.000310361,0.000299686,0.000289379,0.000279426,0.000269815,0.000260535,0.000251574,0.000242921,0.000234566,0.000226498,0.000218708,0.000211185,0.000203922,0.000196908,0.000190135,0.000183596,0.000177281,0.000171183,0.000165296,0.00015961,0.000154121,0.00014882,0.000143701,0.000138759,0.000133986,0.000129378,0.000124928,0.000120631,0.000116482,0.000112476,0.000108607,0.000104871,0.000101264,9.77815E-05,9.44184E-05,9.11709E-05,8.80351E-05,8.50072E-05,8.20834E-05,7.92602E-05,7.65341E-05,7.39017E-05,7.13599E-05,6.89055E-05,6.65355E-05,6.4247E-05,6.20373E-05,5.99036E-05,5.78432E-05,5.58537E-05,5.39326E-05,5.20776E-05,5.02865E-05,4.85569E-05,4.68868E-05,4.52741E-05,4.37169E-05,4.22133E-05,4.07614E-05,3.93594E-05,3.80057E-05,3.66985E-05,3.54363E-05,3.42175E-05,3.30406E-05
32,0.006183187,0.005970519,0.005765166,0.005566875,0.005375405,0.00519052,0.005011994,0.004839609,0.004673152,0.004512421,0.004357218,0.004207354,0.004062643,0.003922911,0.003787984,0.003657698,0.003531893,0.003410415,0.003293115,0.003179849,0.00307048,0.002964872,0.002862896,0.002764428,0.002669347,0.002577536,0.002488883,0.002403279,0.002320619,0.002240802,0.002163731,0.00208931,0.002017449,0.00194806,0.001881057,0.001816359,0.001753886,0.001693562,0.001635312,0.001579067,0.001524755,0.001472312,0.001421672,0.001372774,0.001325558,0.001279966,0.001235943,0.001193433,0.001152385,0.001112749,0.001074477,0.001037521,0.001001836,0.000967378,0.000934105,0.000901977,0.000870954,0.000840998,0.000812072,0.000784141,0.000757171,0.000731128,0.000705982,0.0006817,0.000658253,0.000635613,0.000613751,0.000592641,0.000572258,0.000552575,0.000533569,0.000515218,0.000497497,0.000480386,0.000463863,0.000447909,0.000432503,0.000417627,0.000403263,0.000389393,0.000376,0.000363068,0.00035058,0.000338522,0.000326879,0.000315636,0.00030478,0.000294297,0.000284175,0.000274401,0.000264963,0.000255849,0.00024705,0.000238552,0.000230348,0.000222425,0.000214775,0.000207388,0.000200255,0.000193367,0.000186716,0.000180294,0.000174093,0.000168105,0.000162323,0.00015674,0.000151349,0.000146144,0.000141117,0.000136263,0.000131577,0.000127051,0.000122681,0.000118462,0.000114387,0.000110453,0.000106654,0.000102986,9.94435E-05,9.60231E-05,9.27205E-05,8.95314E-05,8.6452E-05,8.34785E-05,8.06073E-05,7.78348E-05,7.51577E-05,7.25727E-05,7.00766E-05,6.76664E-05,6.5339E-05,6.30917E-05,6.09217E-05,5.88263E-05,5.6803E-05,5.48493E-05,5.29628E-05,5.11411E-05,4.93822E-05,4.76837E-05,4.60436E-05,4.446E-05,4.29308E-05,4.14542E-05,4.00284E-05,3.86516E-05,3.73222E-05,3.60385E-05,3.4799E-05,3.36021E-05
33,0.006319858,0.006102489,0.005892596,0.005689923,0.005494221,0.005305249,0.005122777,0.004946581,0.004776446,0.004612162,0.004453529,0.004300351,0.004152443,0.004009621,0.003871712,0.003738546,0.00360996,0.003485797,0.003365905,0.003250136,0.003138349,0.003030406,0.002926177,0.002825532,0.002728349,0.002634509,0.002543896,0.0024564,0.002371913,0.002290332,0.002211557,0.002135491,0.002062042,0.001991119,0.001922635,0.001856507,0.001792653,0.001730996,0.001671459,0.00161397,0.001558458,0.001504855,0.001453096,0.001403118,0.001354858,0.001308258,0.001263261,0.001219812,0.001177857,0.001137345,0.001098227,0.001060454,0.00102398,0.00098876,0.000954752,0.000921914,0.000890205,0.000859587,0.000830022,0.000801474,0.000773907,0.000747289,0.000721586,0.000696768,0.000672803,0.000649662,0.000627317,0.000605741,0.000584906,0.000564789,0.000545363,0.000526606,0.000508493,0.000491004,0.000474116,0.000457809,0.000442063,0.000426858,0.000412177,0.000398,0.000384311,0.000371093,0.000358329,0.000346005,0.000334104,0.000322613,0.000311516,0.000300802,0.000290456,0.000280466,0.000270819,0.000261505,0.00025251,0.000243825,0.000235439,0.000227341,0.000219522,0.000211972,0.000204681,0.000197641,0.000190843,0.000184279,0.000177941,0.000171821,0.000165911,0.000160205,0.000154694,0.000149374,0.000144236,0.000139275,0.000134485,0.000129859,0.000125393,0.00012108,0.000116916,0.000112894,0.000109011,0.000105262,0.000101642,9.81456E-05,9.47699E-05,9.15103E-05,8.83629E-05,8.53237E-05,8.2389E-05,7.95553E-05,7.6819E-05,7.41768E-05,7.16256E-05,6.9162E-05,6.67832E-05,6.44862E-05,6.22683E-05,6.01266E-05,5.80586E-05,5.60617E-05,5.41334E-05,5.22715E-05,5.04737E-05,4.87377E-05,4.70613E-05,4.54427E-05,4.38797E-05,4.23705E-05,4.09132E-05,3.9506E-05,3.81472E-05,3.68351E-05,3.55682E-05,3.43448E-05
34,0.006516477,0.006292345,0.006075923,0.005866944,0.005665153,0.005470302,0.005282154,0.005100476,0.004925047,0.004755652,0.004592084,0.004434141,0.00428163,0.004134366,0.003992166,0.003854857,0.003722271,0.003594245,0.003470622,0.003351252,0.003235987,0.003124686,0.003017214,0.002913438,0.002813232,0.002716472,0.00262304,0.002532821,0.002445706,0.002361587,0.002280361,0.002201929,0.002126195,0.002053065,0.001982451,0.001914265,0.001848425,0.001784849,0.00172346,0.001664182,0.001606943,0.001551673,0.001498304,0.001446771,0.00139701,0.00134896,0.001302563,0.001257762,0.001214502,0.001172729,0.001132394,0.001093446,0.001055837,0.001019522,0.000984456,0.000950596,0.000917901,0.00088633,0.000855845,0.000826408,0.000797984,0.000770538,0.000744036,0.000718445,0.000693734,0.000669874,0.000646834,0.000624586,0.000603104,0.00058236,0.00056233,0.000542989,0.000524313,0.00050628,0.000488866,0.000472052,0.000455816,0.000440138,0.000425,0.000410382,0.000396267,0.000382638,0.000369477,0.000356769,0.000344498,0.000332649,0.000321208,0.00031016,0.000299492,0.000289192,0.000279245,0.00026964,0.000260366,0.000251411,0.000242764,0.000234414,0.000226352,0.000218566,0.000211049,0.00020379,0.000196781,0.000190012,0.000183477,0.000177166,0.000171073,0.000165189,0.000159507,0.000154021,0.000148724,0.000143608,0.000138669,0.000133899,0.000129294,0.000124847,0.000120553,0.000116407,0.000112403,0.000108537,0.000104804,0.000101199,9.77183E-05,9.43573E-05,9.1112E-05,8.79782E-05,8.49522E-05,8.20303E-05,7.92089E-05,7.64846E-05,7.38539E-05,7.13138E-05,6.88609E-05,6.64925E-05,6.42055E-05,6.19972E-05,5.98648E-05,5.78058E-05,5.58176E-05,5.38978E-05,5.2044E-05,5.0254E-05,4.85255E-05,4.68565E-05,4.52449E-05,4.36887E-05,4.2186E-05,4.07351E-05,3.9334E-05,3.79811E-05,3.66748E-05,3.54134E-05
35,0.006766122,0.006533404,0.00630869,0.006091706,0.005882184,0.005679869,0.005484512,0.005295874,0.005113725,0.004937841,0.004768006,0.004604012,0.004445659,0.004292752,0.004145105,0.004002536,0.00386487,0.00373194,0.003603581,0.003479637,0.003359957,0.003244392,0.003132803,0.003025051,0.002921006,0.002820539,0.002723528,0.002629853,0.002539401,0.002452059,0.002367722,0.002286285,0.002207649,0.002131718,0.002058398,0.0019876,0.001919238,0.001853226,0.001789485,0.001727937,0.001668505,0.001611118,0.001555704,0.001502196,0.001450529,0.001400638,0.001352464,0.001305947,0.001261029,0.001217657,0.001175776,0.001135335,0.001096286,0.00105858,0.00102217,0.000987013,0.000953065,0.000920285,0.000888632,0.000858068,0.000828555,0.000800057,0.00077254,0.000745969,0.000720311,0.000695536,0.000671614,0.000648514,0.000626209,0.00060467,0.000583873,0.000563791,0.0005444,0.000525675,0.000507595,0.000490136,0.000473278,0.000457,0.000441282,0.000426104,0.000411448,0.000397297,0.000383632,0.000370437,0.000357696,0.000345393,0.000333514,0.000322042,0.000310966,0.00030027,0.000289943,0.00027997,0.000270341,0.000261043,0.000252064,0.000243394,0.000235023,0.000226939,0.000219134,0.000211597,0.000204319,0.000197292,0.000190506,0.000183954,0.000177627,0.000171517,0.000165618,0.000159922,0.000154421,0.00014911,0.000143981,0.000139029,0.000134247,0.00012963,0.000125171,0.000120866,0.000116709,0.000112695,0.000108819,0.000105076,0.000101462,9.79722E-05,9.46025E-05,9.13486E-05,8.82067E-05,8.51729E-05,8.22434E-05,7.94147E-05,7.66833E-05,7.40458E-05,7.1499E-05,6.90398E-05,6.66652E-05,6.43723E-05,6.21582E-05,6.00203E-05,5.7956E-05,5.59626E-05,5.40378E-05,5.21792E-05,5.03845E-05,4.86515E-05,4.69782E-05,4.53624E-05,4.38022E-05,4.22956E-05,4.08409E-05,3.94362E-05,3.80798E-05,3.677E-05
36,0.007090959,0.006847069,0.006611567,0.006384165,0.006164584,0.005952556,0.00574782,0.005550126,0.005359232,0.005174903,0.004996915,0.004825048,0.004659092,0.004498845,0.004344109,0.004194695,0.00405042,0.003911108,0.003776587,0.003646693,0.003521266,0.003400154,0.003283207,0.003170282,0.003061242,0.002955952,0.002854283,0.002756111,0.002661316,0.002569781,0.002481394,0.002396048,0.002313637,0.00223406,0.002157221,0.002083024,0.002011379,0.001942199,0.001875398,0.001810894,0.001748609,0.001688466,0.001630392,0.001574316,0.001520168,0.001467882,0.001417395,0.001368644,0.00132157,0.001276115,0.001232224,0.001189842,0.001148918,0.001109401,0.001071244,0.001034399,0.000998821,0.000964467,0.000931295,0.000899263,0.000868334,0.000838468,0.000809629,0.000781782,0.000754893,0.000728929,0.000703858,0.000679649,0.000656272,0.0006337,0.000611904,0.000590858,0.000570536,0.000550912,0.000531964,0.000513667,0.000496,0.00047894,0.000462467,0.000446561,0.000431202,0.000416371,0.00040205,0.000388221,0.000374869,0.000361975,0.000349525,0.000337504,0.000325895,0.000314686,0.000303863,0.000293411,0.00028332,0.000273575,0.000264166,0.00025508,0.000246306,0.000237835,0.000229654,0.000221756,0.000214128,0.000206764,0.000199652,0.000192785,0.000186154,0.000179752,0.000173569,0.000167599,0.000161835,0.000156269,0.000150894,0.000145704,0.000140692,0.000135853,0.000131181,0.000126669,0.000122312,0.000118105,0.000114043,0.000110121,0.000106333,0.000102676,9.91443E-05,9.57342E-05,9.24415E-05,8.9262E-05,8.61919E-05,8.32273E-05,8.03648E-05,7.76007E-05,7.49316E-05,7.23544E-05,6.98658E-05,6.74628E-05,6.51424E-05,6.29019E-05,6.07384E-05,5.86493E-05,5.66321E-05,5.46843E-05,5.28034E-05,5.09873E-05,4.92336E-05,4.75402E-05,4.59051E-05,4.43262E-05,4.28016E-05,4.13295E-05,3.9908E-05,3.85353E-05
37,0.007509688,0.007251396,0.007001987,0.006761157,0.006528609,0.006304061,0.006087235,0.005877867,0.0056757,0.005480487,0.005291988,0.005109972,0.004934217,0.004764507,0.004600633,0.004442396,0.004289602,0.004142063,0.003999598,0.003862034,0.003729201,0.003600937,0.003477084,0.003357491,0.003242011,0.003130504,0.003022831,0.002918862,0.002818469,0.002721529,0.002627923,0.002537537,0.00245026,0.002365984,0.002284607,0.002206029,0.002130153,0.002056888,0.001986142,0.001917829,0.001851866,0.001788172,0.001726669,0.001667281,0.001609935,0.001554562,0.001501094,0.001449464,0.00139961,0.001351471,0.001304988,0.001260104,0.001216763,0.001174913,0.001134502,0.001095481,0.001057803,0.00102142,0.000986289,0.000952366,0.00091961,0.00088798,0.000857438,0.000827947,0.00079947,0.000771973,0.000745421,0.000719783,0.000695026,0.000671121,0.000648038,0.000625749,0.000604227,0.000583444,0.000563377,0.000544,0.000525289,0.000507222,0.000489777,0.000472931,0.000456665,0.000440958,0.000425791,0.000411146,0.000397005,0.00038335,0.000370165,0.000357433,0.00034514,0.000333269,0.000321806,0.000310738,0.00030005,0.00028973,0.000279765,0.000270142,0.000260851,0.000251879,0.000243216,0.000234851,0.000226773,0.000218973,0.000211442,0.000204169,0.000197147,0.000190366,0.000183819,0.000177496,0.000171391,0.000165496,0.000159804,0.000154308,0.000149,0.000143876,0.000138927,0.000134149,0.000129535,0.000125079,0.000120777,0.000116623,0.000112612,0.000108739,0.000104999,0.000101387,9.79003E-05,9.4533E-05,9.12816E-05,8.8142E-05,8.51104E-05,8.21831E-05,7.93564E-05,7.6627E-05,7.39914E-05,7.14465E-05,6.89892E-05,6.66163E-05,6.43251E-05,6.21126E-05,5.99763E-05,5.79134E-05,5.59215E-05,5.39981E-05,5.21409E-05,5.03475E-05,4.86158E-05,4.69437E-05,4.53291E-05,4.377E-05,4.22646E-05,4.08109E-05
38,0.008051182,0.007774265,0.007506872,0.007248677,0.006999361,0.006758621,0.006526161,0.006301697,0.006084952,0.005875663,0.005673572,0.005478432,0.005290004,0.005108056,0.004932367,0.00476272,0.004598908,0.004440731,0.004287994,0.00414051,0.003998099,0.003860586,0.003727803,0.003599586,0.00347578,0.003356232,0.003240796,0.00312933,0.003021698,0.002917768,0.002817413,0.002720509,0.002626938,0.002536586,0.002449341,0.002365097,0.00228375,0.002205202,0.002129355,0.002056116,0.001985397,0.00191711,0.001851172,0.001787502,0.001726021,0.001666655,0.001609332,0.001553979,0.001500531,0.001448921,0.001399086,0.001350965,0.001304499,0.001259631,0.001216307,0.001174472,0.001134077,0.001095071,0.001057406,0.001021037,0.000985919,0.000952009,0.000919265,0.000887647,0.000857117,0.000827637,0.00079917,0.000771683,0.000745142,0.000719513,0.000694765,0.000670869,0.000647795,0.000625514,0.000604,0.000583226,0.000563166,0.000543796,0.000525092,0.000507032,0.000489593,0.000472754,0.000456493,0.000440792,0.000425632,0.000410992,0.000396856,0.000383207,0.000370026,0.000357299,0.00034501,0.000333144,0.000321685,0.000310621,0.000299938,0.000289621,0.00027966,0.000270041,0.000260753,0.000251785,0.000243125,0.000234762,0.000226688,0.000218891,0.000211362,0.000204093,0.000197073,0.000190295,0.00018375,0.00017743,0.000171327,0.000165434,0.000159744,0.00015425,0.000148945,0.000143822,0.000138875,0.000134098,0.000129486,0.000125033,0.000120732,0.00011658,0.00011257,0.000108698,0.000104959,0.000101349,9.78636E-05,9.44976E-05,9.12474E-05,8.8109E-05,8.50785E-05,8.21522E-05,7.93267E-05,7.65982E-05,7.39637E-05,7.14197E-05,6.89633E-05,6.65913E-05,6.43009E-05,6.20893E-05,5.99538E-05,5.78917E-05,5.59005E-05,5.39779E-05,5.21213E-05,5.03286E-05,4.85976E-05,4.69261E-05,4.53121E-05,4.37536E-05
39,0.008700999,0.008401731,0.008112757,0.007833722,0.007564285,0.007304114,0.007052892,0.006810311,0.006576073,0.006349892,0.00613149,0.0059206,0.005716963,0.005520331,0.005330461,0.005147122,0.004970089,0.004799145,0.00463408,0.004474693,0.004320788,0.004172176,0.004028676,0.003890111,0.003756313,0.003627116,0.003502363,0.0033819,0.003265581,0.003153263,0.003044808,0.002940083,0.00283896,0.002741315,0.002647029,0.002555985,0.002468073,0.002383185,0.002301216,0.002222067,0.00214564,0.002071841,0.002000581,0.001931772,0.00186533,0.001801172,0.001739222,0.001679402,0.00162164,0.001565864,0.001512007,0.001460002,0.001409786,0.001361297,0.001314476,0.001269265,0.001225609,0.001183455,0.00114275,0.001103446,0.001065493,0.001028846,0.000993459,0.00095929,0.000926295,0.000894436,0.000863672,0.000833966,0.000805282,0.000777585,0.00075084,0.000725016,0.000700079,0.000676,0.000652749,0.000630298,0.000608619,0.000587686,0.000567473,0.000547955,0.000529108,0.00051091,0.000493337,0.000476369,0.000459985,0.000444164,0.000428887,0.000414135,0.000399891,0.000386137,0.000372856,0.000360032,0.000347649,0.000335692,0.000324146,0.000312997,0.000302231,0.000291836,0.000281799,0.000272106,0.000262747,0.00025371,0.000244984,0.000236558,0.000228422,0.000220565,0.000212979,0.000205654,0.00019858,0.00019175,0.000185155,0.000178787,0.000172637,0.0001667,0.000160966,0.00015543,0.000150084,0.000144922,0.000139937,0.000135124,0.000130476,0.000125989,0.000121655,0.000117471,0.000113431,0.000109529,0.000105762,0.000102125,9.8612E-05,9.52203E-05,9.19452E-05,8.87828E-05,8.57292E-05,8.27805E-05,7.99333E-05,7.71841E-05,7.45294E-05,7.19659E-05,6.94907E-05,6.71006E-05,6.47927E-05,6.25642E-05,6.04123E-05,5.83345E-05,5.63281E-05,5.43907E-05,5.25199E-05,5.07135E-05,4.89693E-05,4.7285E-05
40,0.009470591,0.009144854,0.00883032,0.008526605,0.008233336,0.007950154,0.007676712,0.007412674,0.007157718,0.006911532,0.006673812,0.006444269,0.006222621,0.006008597,0.005801934,0.005602379,0.005409687,0.005223623,0.005043959,0.004870474,0.004702956,0.0045412,0.004385007,0.004234187,0.004088554,0.00394793,0.003812142,0.003681025,0.003554418,0.003432165,0.003314117,0.003200129,0.003090062,0.002983781,0.002881155,0.002782059,0.002686371,0.002593975,0.002504756,0.002418606,0.002335419,0.002255093,0.00217753,0.002102635,0.002030316,0.001960484,0.001893054,0.001827943,0.001765072,0.001704363,0.001645742,0.001589137,0.00153448,0.001481702,0.001430739,0.00138153,0.001334012,0.00128813,0.001243825,0.001201044,0.001159735,0.001119846,0.001081329,0.001044138,0.001008225,0.000973547,0.000940063,0.00090773,0.000876509,0.000846361,0.000817251,0.000789142,0.000762,0.000735791,0.000710484,0.000686047,0.000662451,0.000639666,0.000617665,0.000596421,0.000575907,0.000556099,0.000536972,0.000518503,0.00050067,0.000483449,0.000466821,0.000450765,0.000435261,0.000420291,0.000405835,0.000391876,0.000378398,0.000365383,0.000352816,0.000340681,0.000328963,0.000317649,0.000306723,0.000296174,0.000285987,0.000276151,0.000266653,0.000257481,0.000248625,0.000240074,0.000231817,0.000223843,0.000216144,0.00020871,0.000201532,0.0001946,0.000187907,0.000181444,0.000175203,0.000169177,0.000163358,0.00015774,0.000152314,0.000147076,0.000142017,0.000137132,0.000132416,0.000127861,0.000123464,0.000119217,0.000115117,0.000111157,0.000107334,0.000103642,0.000100078,9.66355E-05,9.33118E-05,9.01024E-05,8.70033E-05,8.40109E-05,8.11214E-05,7.83312E-05,7.56371E-05,7.30356E-05,7.05235E-05,6.80979E-05,6.57557E-05,6.34941E-05,6.13102E-05,5.92015E-05,5.71653E-05,5.51991E-05,5.33005E-05,5.14673E-05
