PERM2020_Col_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
28,0.008158425,0.007838528,0.007531175,0.007235874,0.006952151,0.006679553,0.006417644,0.006166005,0.005924232,0.00569194,0.005468756,0.005254323,0.005048298,0.004850351,0.004660166,0.004477438,0.004301876,0.004133197,0.003971132,0.003815421,0.003665817,0.003522078,0.003383975,0.003251288,0.003123803,0.003001317,0.002883633,0.002770565,0.002661929,0.002557553,0.00245727,0.002360919,0.002268346,0.002179403,0.002093948,0.002011843,0.001932957,0.001857165,0.001784344,0.001714379,0.001647158,0.001582572,0.001520518,0.001460898,0.001403615,0.001348579,0.0012957,0.001244895,0.001196082,0.001149183,0.001104123,0.001060829,0.001019234,0.000979269,0.000940871,0.000903979,0.000868534,0.000834478,0.000801758,0.00077032,0.000740116,0.000711095,0.000683213,0.000656424,0.000630685,0.000605955,0.000582196,0.000559367,0.000537434,0.000516361,0.000496114,0.000476661,0.000457971,0.000440014,0.000422761,0.000406184,0.000390257,0.000374955,0.000360253,0.000346127,0.000332555,0.000319516,0.000306987,0.00029495,0.000283385,0.000272273,0.000261597,0.00025134,0.000241485,0.000232016,0.000222919,0.000214178,0.00020578,0.000197711,0.000189959,0.00018251,0.000175354,0.000168478,0.000161872,0.000155525,0.000149427,0.000143568,0.000137938,0.00013253,0.000127333,0.00012234,0.000117543,0.000112934,0.000108506,0.000104252,0.000100164,9.62363E-05,9.24628E-05,8.88373E-05,8.53539E-05,8.20071E-05,7.87916E-05,7.57021E-05,7.27338E-05,6.98819E-05,6.71418E-05,6.45091E-05,6.19797E-05,5.95494E-05,5.72144E-05,5.4971E-05,5.28156E-05,5.07447E-05,4.87549E-05,4.68432E-05,4.50065E-05,4.32417E-05,4.15462E-05,3.99172E-05,3.8352E-05,3.68482E-05,3.54033E-05,3.40152E-05,3.26814E-05,3.14E-05,3.01687E-05,2.89858E-05,2.78493E-05,2.67573E-05,2.57081E-05,2.47001E-05,2.37316E-05,2.2801E-05,2.1907E-05,2.1048E-05
29,0.00813809,0.007818991,0.007512404,0.007217838,0.006934823,0.006662905,0.006401648,0.006150636,0.005909466,0.005677753,0.005455125,0.005241226,0.005035715,0.004838262,0.004648551,0.004466279,0.004291153,0.004122895,0.003961234,0.003805911,0.00365668,0.003513299,0.003375541,0.003243184,0.003116017,0.002993836,0.002876446,0.002763659,0.002655294,0.002551179,0.002451146,0.002355035,0.002262693,0.002173971,0.002088729,0.002006828,0.001928139,0.001852536,0.001779897,0.001710106,0.001643052,0.001578627,0.001516728,0.001457256,0.001400117,0.001345217,0.001292471,0.001241792,0.001193101,0.001146319,0.001101371,0.001058185,0.001016693,0.000976828,0.000938526,0.000901726,0.000866369,0.000832398,0.000799759,0.0007684,0.000738271,0.000709323,0.00068151,0.000654788,0.000629113,0.000604445,0.000580744,0.000557973,0.000536095,0.000515074,0.000494878,0.000475473,0.00045683,0.000438917,0.000421707,0.000405172,0.000389285,0.000374021,0.000359355,0.000345265,0.000331726,0.000318719,0.000306222,0.000294215,0.000282679,0.000271595,0.000260945,0.000250713,0.000240883,0.000231438,0.000222363,0.000213644,0.000205267,0.000197218,0.000189485,0.000182055,0.000174917,0.000168058,0.000161469,0.000155137,0.000149054,0.00014321,0.000137594,0.000132199,0.000127016,0.000122035,0.00011725,0.000112653,0.000108236,0.000103992,9.99141E-05,9.59964E-05,9.22323E-05,8.86159E-05,8.51412E-05,8.18027E-05,7.85952E-05,7.55135E-05,7.25525E-05,6.97077E-05,6.69744E-05,6.43483E-05,6.18252E-05,5.9401E-05,5.70718E-05,5.4834E-05,5.26839E-05,5.06182E-05,4.86334E-05,4.67265E-05,4.48943E-05,4.3134E-05,4.14427E-05,3.98177E-05,3.82564E-05,3.67563E-05,3.53151E-05,3.39304E-05,3.26E-05,3.13217E-05,3.00935E-05,2.89136E-05,2.77798E-05,2.66906E-05,2.5644E-05,2.46385E-05,2.36724E-05,2.27442E-05,2.18524E-05,2.09956E-05
30,0.008154776,0.007835023,0.007527807,0.007232637,0.006949042,0.006676566,0.006414774,0.006163247,0.005921583,0.005689394,0.00546631,0.005251973,0.00504604,0.004848182,0.004658082,0.004475436,0.004299952,0.004131348,0.003969356,0.003813715,0.003664177,0.003520503,0.003382462,0.003249833,0.003122406,0.002999974,0.002882344,0.002769325,0.002660739,0.00255641,0.002456171,0.002359863,0.002267332,0.002178429,0.002093011,0.002010943,0.001932093,0.001856334,0.001783546,0.001713613,0.001646421,0.001581864,0.001519838,0.001460244,0.001402987,0.001347975,0.001295121,0.001244338,0.001195547,0.001148669,0.001103629,0.001060355,0.001018778,0.000978831,0.000940451,0.000903575,0.000868145,0.000834105,0.000801399,0.000769976,0.000739785,0.000710777,0.000682907,0.00065613,0.000630403,0.000605684,0.000581935,0.000559117,0.000537194,0.00051613,0.000495892,0.000476448,0.000457766,0.000439817,0.000422572,0.000406002,0.000390083,0.000374787,0.000360092,0.000345972,0.000332407,0.000319373,0.00030685,0.000294818,0.000283258,0.000272152,0.00026148,0.000251228,0.000241377,0.000231912,0.000222819,0.000214082,0.000205688,0.000197623,0.000189874,0.000182429,0.000175276,0.000168403,0.0001618,0.000155455,0.00014936,0.000143503,0.000137877,0.00013247,0.000127276,0.000122286,0.000117491,0.000112884,0.000108458,0.000104205,0.000100119,9.61932E-05,9.24214E-05,8.87975E-05,8.53157E-05,8.19705E-05,7.87564E-05,7.56683E-05,7.27013E-05,6.98506E-05,6.71117E-05,6.44803E-05,6.19519E-05,5.95228E-05,5.71889E-05,5.49464E-05,5.2792E-05,5.0722E-05,4.87331E-05,4.68223E-05,4.49863E-05,4.32224E-05,4.15276E-05,3.98993E-05,3.83348E-05,3.68317E-05,3.53875E-05,3.39999E-05,3.26668E-05,3.13859E-05,3.01552E-05,2.89728E-05,2.78368E-05,2.67453E-05,2.56966E-05,2.4689E-05,2.3721E-05,2.27908E-05,2.18972E-05,2.10386E-05
31,0.008226774,0.007904197,0.007594269,0.007296494,0.007010394,0.006735513,0.006471409,0.006217662,0.005973864,0.005739625,0.005514571,0.005298342,0.005090591,0.004890986,0.004699208,0.004514949,0.004337915,0.004167823,0.004004401,0.003847386,0.003696528,0.003551585,0.003412325,0.003278526,0.003149973,0.003026461,0.002907792,0.002793776,0.00268423,0.00257898,0.002477857,0.002380698,0.00228735,0.002197662,0.00211149,0.002028697,0.001949151,0.001872724,0.001799293,0.001728742,0.001660957,0.00159583,0.001533257,0.001473137,0.001415374,0.001359877,0.001306555,0.001255324,0.001206102,0.00115881,0.001113373,0.001069717,0.001027773,0.000987473,0.000948754,0.000911553,0.00087581,0.000841469,0.000808475,0.000776774,0.000746316,0.000717053,0.000688937,0.000661923,0.000635969,0.000611032,0.000587073,0.000564054,0.000541937,0.000520687,0.000500271,0.000480655,0.000461808,0.0004437,0.000426303,0.000409587,0.000393527,0.000378096,0.000363271,0.000349027,0.000335341,0.000322193,0.000309559,0.000297421,0.000285759,0.000274554,0.000263789,0.000253446,0.000243508,0.00023396,0.000224786,0.000215972,0.000207504,0.000199367,0.00019155,0.000184039,0.000176823,0.00016989,0.000163228,0.000156828,0.000150679,0.00014477,0.000139094,0.00013364,0.0001284,0.000123365,0.000118528,0.00011388,0.000109415,0.000105125,0.000101003,9.70425E-05,9.32374E-05,8.95815E-05,8.6069E-05,8.26942E-05,7.94517E-05,7.63363E-05,7.33432E-05,7.04673E-05,6.77043E-05,6.50495E-05,6.24989E-05,6.00483E-05,5.76938E-05,5.54316E-05,5.32581E-05,5.11698E-05,4.91634E-05,4.72357E-05,4.53835E-05,4.3604E-05,4.18943E-05,4.02516E-05,3.86733E-05,3.71569E-05,3.56999E-05,3.43001E-05,3.29552E-05,3.1663E-05,3.04215E-05,2.92286E-05,2.80826E-05,2.69814E-05,2.59235E-05,2.4907E-05,2.39304E-05,2.29921E-05,2.20905E-05,2.12244E-05
32,0.008324869,0.007998446,0.007684822,0.007383496,0.007093985,0.006815826,0.006548574,0.0062918,0.006045095,0.005808064,0.005580326,0.005361519,0.005151291,0.004949306,0.004755241,0.004568785,0.00438964,0.00421752,0.004052149,0.003893262,0.003740605,0.003593933,0.003453013,0.003317619,0.003187533,0.003062548,0.002942464,0.002827088,0.002716236,0.002609731,0.002507402,0.002409086,0.002314624,0.002223866,0.002136667,0.002052887,0.001972393,0.001895054,0.001820748,0.001749355,0.001680762,0.001614858,0.001551539,0.001490702,0.001432251,0.001376092,0.001322134,0.001270293,0.001220484,0.001172628,0.001126648,0.001082472,0.001040028,0.000999248,0.000960067,0.000922422,0.000886253,0.000851503,0.000818115,0.000786036,0.000755215,0.000725603,0.000697151,0.000669816,0.000643552,0.000618318,0.000594073,0.000570779,0.000548399,0.000526896,0.000506236,0.000486386,0.000467315,0.000448991,0.000431386,0.000414471,0.000398219,0.000382605,0.000367603,0.000353189,0.00033934,0.000326034,0.00031325,0.000300968,0.000289166,0.000277828,0.000266934,0.000256468,0.000246411,0.000236749,0.000227466,0.000218547,0.000209978,0.000201745,0.000193834,0.000186234,0.000178931,0.000171915,0.000165175,0.000158698,0.000152475,0.000146497,0.000140752,0.000135233,0.000129931,0.000124836,0.000119941,0.000115238,0.00011072,0.000106378,0.000102207,9.81996E-05,9.43492E-05,9.06497E-05,8.70953E-05,8.36802E-05,8.03991E-05,7.72466E-05,7.42177E-05,7.13076E-05,6.85116E-05,6.58252E-05,6.32441E-05,6.07643E-05,5.83817E-05,5.60925E-05,5.38931E-05,5.17799E-05,4.97496E-05,4.77989E-05,4.59247E-05,4.41239E-05,4.23938E-05,4.07315E-05,3.91344E-05,3.75999E-05,3.61256E-05,3.47091E-05,3.33482E-05,3.20406E-05,3.07842E-05,2.95772E-05,2.84174E-05,2.73032E-05,2.62326E-05,2.5204E-05,2.42157E-05,2.32662E-05,2.23539E-05,2.14774E-05
33,0.00846644,0.008134466,0.007815509,0.007509059,0.007214624,0.006931735,0.006659938,0.006398798,0.006147897,0.005906835,0.005675225,0.005452696,0.005238893,0.005033473,0.004836107,0.004646481,0.00446429,0.004289242,0.004121059,0.00395947,0.003804217,0.003655051,0.003511735,0.003374038,0.00324174,0.003114629,0.002992503,0.002875165,0.002762428,0.002654112,0.002550043,0.002450054,0.002353986,0.002261685,0.002173003,0.002087798,0.002005935,0.001927281,0.001851711,0.001779104,0.001709345,0.00164232,0.001577924,0.001516053,0.001456608,0.001399493,0.001344618,0.001291895,0.001241239,0.001192569,0.001145808,0.00110088,0.001057714,0.001016241,0.000976393,0.000938108,0.000901325,0.000865983,0.000832027,0.000799403,0.000768058,0.000737942,0.000709007,0.000681206,0.000654496,0.000628833,0.000604176,0.000580486,0.000557725,0.000535856,0.000514845,0.000494657,0.000475262,0.000456626,0.000438722,0.000421519,0.000404991,0.000389111,0.000373854,0.000359195,0.000345111,0.000331579,0.000318577,0.000306086,0.000294084,0.000282553,0.000271474,0.000260829,0.000250602,0.000240776,0.000231335,0.000222264,0.000213549,0.000205175,0.00019713,0.000189401,0.000181974,0.000174839,0.000167983,0.000161397,0.000155068,0.000148988,0.000143146,0.000137533,0.00013214,0.000126959,0.000121981,0.000117198,0.000112603,0.000108187,0.000103945,9.98696E-05,9.59537E-05,9.21913E-05,8.85764E-05,8.51033E-05,8.17663E-05,7.85602E-05,7.54798E-05,7.25202E-05,6.96767E-05,6.69446E-05,6.43197E-05,6.17977E-05,5.93745E-05,5.70464E-05,5.48096E-05,5.26605E-05,5.05956E-05,4.86118E-05,4.67057E-05,4.48743E-05,4.31148E-05,4.14242E-05,3.97999E-05,3.82394E-05,3.674E-05,3.52994E-05,3.39153E-05,3.25854E-05,3.13077E-05,3.00801E-05,2.89007E-05,2.77675E-05,2.66787E-05,2.56326E-05,2.46275E-05,2.36619E-05,2.27341E-05,2.18427E-05
34,0.008686302,0.008345707,0.008018467,0.007704059,0.007401978,0.007111743,0.006832887,0.006564966,0.00630755,0.006060227,0.005822602,0.005594295,0.005374939,0.005164185,0.004961694,0.004767144,0.004580221,0.004400628,0.004228077,0.004062292,0.003903007,0.003749968,0.00360293,0.003461657,0.003325923,0.003195512,0.003070214,0.002949829,0.002834165,0.002723036,0.002616264,0.002513679,0.002415116,0.002320418,0.002229433,0.002142016,0.002058026,0.00197733,0.001899797,0.001825305,0.001753734,0.001684969,0.001618901,0.001555423,0.001494434,0.001435836,0.001379536,0.001325444,0.001273472,0.001223539,0.001175563,0.001129469,0.001085182,0.001042631,0.001001749,0.00096247,0.000924731,0.000888472,0.000853634,0.000820163,0.000788004,0.000757105,0.000727419,0.000698896,0.000671492,0.000645163,0.000619866,0.00059556,0.000572208,0.000549771,0.000528215,0.000507503,0.000487604,0.000468484,0.000450115,0.000432466,0.000415508,0.000399216,0.000383563,0.000368523,0.000354073,0.000340189,0.00032685,0.000314034,0.000301721,0.00028989,0.000278524,0.000267602,0.00025711,0.000247028,0.000237342,0.000228036,0.000219094,0.000210504,0.00020225,0.000194319,0.0001867,0.000179379,0.000172346,0.000165588,0.000159095,0.000152857,0.000146863,0.000141105,0.000135572,0.000130256,0.000125149,0.000120242,0.000115527,0.000110997,0.000106645,0.000102463,9.84454E-05,9.45853E-05,9.08766E-05,8.73133E-05,8.38897E-05,8.06003E-05,7.74399E-05,7.44035E-05,7.14861E-05,6.86831E-05,6.599E-05,6.34025E-05,6.09164E-05,5.85278E-05,5.62329E-05,5.4028E-05,5.19095E-05,4.98741E-05,4.79185E-05,4.60396E-05,4.42344E-05,4.24999E-05,4.08335E-05,3.92324E-05,3.76941E-05,3.62161E-05,3.4796E-05,3.34316E-05,3.21208E-05,3.08613E-05,2.96512E-05,2.84886E-05,2.73715E-05,2.62983E-05,2.52671E-05,2.42763E-05,2.33245E-05,2.24099E-05
35,0.00897409,0.008622211,0.008284129,0.007959304,0.007647215,0.007347363,0.007059269,0.006782471,0.006516527,0.00626101,0.006015512,0.005779641,0.005553018,0.005335281,0.005126081,0.004925085,0.00473197,0.004546426,0.004368158,0.004196881,0.004032319,0.003874209,0.003722299,0.003576346,0.003436115,0.003301383,0.003171934,0.003047561,0.002928064,0.002813253,0.002702944,0.00259696,0.002495132,0.002397296,0.002303297,0.002212983,0.002126211,0.002042841,0.00196274,0.00188578,0.001811837,0.001740794,0.001672537,0.001606956,0.001543946,0.001483407,0.001425242,0.001369357,0.001315664,0.001264076,0.001214511,0.001166889,0.001121135,0.001077175,0.001034938,0.000994358,0.000955368,0.000917908,0.000881916,0.000847336,0.000814111,0.000782189,0.000751519,0.000722052,0.00069374,0.000666538,0.000640402,0.000615292,0.000591166,0.000567986,0.000545715,0.000524317,0.000503758,0.000484006,0.000465028,0.000446794,0.000429275,0.000412443,0.00039627,0.000380732,0.000365804,0.00035146,0.000337679,0.000324439,0.000311717,0.000299495,0.000287751,0.000276468,0.000265628,0.000255213,0.000245206,0.000235591,0.000226353,0.000217478,0.00020895,0.000200757,0.000192886,0.000185322,0.000178056,0.000171074,0.000164366,0.000157921,0.000151729,0.00014578,0.000140064,0.000134572,0.000129295,0.000124225,0.000119354,0.000114674,0.000110178,0.000105858,0.000101707,9.77191E-05,9.38875E-05,9.02061E-05,8.6669E-05,8.32707E-05,8.00056E-05,7.68685E-05,7.38545E-05,7.09586E-05,6.81763E-05,6.55031E-05,6.29346E-05,6.04669E-05,5.8096E-05,5.5818E-05,5.36294E-05,5.15265E-05,4.95061E-05,4.7565E-05,4.56999E-05,4.3908E-05,4.21864E-05,4.05322E-05,3.89429E-05,3.74159E-05,3.59488E-05,3.45393E-05,3.3185E-05,3.18838E-05,3.06336E-05,2.94324E-05,2.82784E-05,2.71695E-05,2.61042E-05,2.50807E-05,2.40972E-05,2.31524E-05
36,0.009358023,0.00899109,0.008638544,0.008299822,0.007974381,0.007661701,0.007361282,0.007072642,0.006795319,0.006528871,0.00627287,0.006026908,0.005790589,0.005563537,0.005345388,0.005135792,0.004934415,0.004740934,0.004555039,0.004376433,0.004204831,0.004039957,0.003881548,0.00372935,0.00358312,0.003442624,0.003307637,0.003177943,0.003053334,0.002933611,0.002818582,0.002708064,0.002601879,0.002499858,0.002401837,0.00230766,0.002217175,0.002130239,0.002046711,0.001966458,0.001889352,0.00181527,0.001744092,0.001675705,0.00161,0.001546871,0.001486217,0.001427942,0.001371951,0.001318156,0.001266471,0.001216812,0.0011691,0.001123259,0.001079215,0.001036899,0.000996241,0.000957178,0.000919646,0.000883587,0.000848941,0.000815653,0.000783671,0.000752943,0.00072342,0.000695054,0.0006678,0.000641616,0.000616457,0.000592286,0.000569062,0.000546749,0.00052531,0.000504713,0.000484923,0.000465909,0.00044764,0.000430088,0.000413224,0.000397021,0.000381454,0.000366497,0.000352126,0.000338319,0.000325053,0.000312308,0.000300062,0.000288296,0.000276992,0.000266131,0.000255696,0.00024567,0.000236037,0.000226782,0.00021789,0.000209346,0.000201138,0.000193251,0.000185673,0.000178393,0.000171398,0.000164678,0.00015822,0.000152017,0.000146056,0.000140329,0.000134827,0.00012954,0.000124461,0.00011958,0.000114892,0.000110387,0.000106058,0.0001019,9.79042E-05,9.40653E-05,9.0377E-05,8.68332E-05,8.34284E-05,8.01572E-05,7.70142E-05,7.39944E-05,7.1093E-05,6.83054E-05,6.56271E-05,6.30539E-05,6.05815E-05,5.82061E-05,5.59238E-05,5.3731E-05,5.16241E-05,4.95999E-05,4.76551E-05,4.57865E-05,4.39912E-05,4.22663E-05,4.0609E-05,3.90167E-05,3.74868E-05,3.60169E-05,3.46047E-05,3.32478E-05,3.19442E-05,3.06916E-05,2.94882E-05,2.83319E-05,2.7221E-05,2.61537E-05,2.51282E-05,2.41429E-05
37,0.009861195,0.009474532,0.00910303,0.008746096,0.008403156,0.008073664,0.007757091,0.007452931,0.007160697,0.006879922,0.006610157,0.006350969,0.006101944,0.005862683,0.005632804,0.005411939,0.005199734,0.004995849,0.004799959,0.00461175,0.004430921,0.004257182,0.004090255,0.003929874,0.003775781,0.003627731,0.003485486,0.003348818,0.003217509,0.003091348,0.002970135,0.002853674,0.00274178,0.002634273,0.002530982,0.002431741,0.002336391,0.00224478,0.002156761,0.002072193,0.001990941,0.001912875,0.00183787,0.001765806,0.001696568,0.001630045,0.00156613,0.001504721,0.00144572,0.001389032,0.001334568,0.001282239,0.001231961,0.001183655,0.001137244,0.001092652,0.001049808,0.001008645,0.000969095,0.000931096,0.000894587,0.00085951,0.000825808,0.000793428,0.000762317,0.000732426,0.000703707,0.000676115,0.000649604,0.000624132,0.00059966,0.000576147,0.000553556,0.000531851,0.000510996,0.00049096,0.000471709,0.000453213,0.000435442,0.000418369,0.000401964,0.000386203,0.00037106,0.00035651,0.000342531,0.0003291,0.000316196,0.000303798,0.000291886,0.000280441,0.000269445,0.000258879,0.000248729,0.000238976,0.000229606,0.000220603,0.000211953,0.000203642,0.000195657,0.000187985,0.000180614,0.000173532,0.000166728,0.00016019,0.000153909,0.000147874,0.000142076,0.000136505,0.000131153,0.00012601,0.000121069,0.000116322,0.000111761,0.000107379,0.000103168,9.91231E-05,9.52364E-05,9.15022E-05,8.79143E-05,8.44671E-05,8.11551E-05,7.7973E-05,7.49156E-05,7.19782E-05,6.91559E-05,6.64442E-05,6.38389E-05,6.13357E-05,5.89307E-05,5.662E-05,5.43999E-05,5.22669E-05,5.02175E-05,4.82484E-05,4.63566E-05,4.45389E-05,4.27925E-05,4.11146E-05,3.95024E-05,3.79535E-05,3.64654E-05,3.50355E-05,3.36618E-05,3.23419E-05,3.10737E-05,2.98553E-05,2.86847E-05,2.75599E-05,2.64793E-05,2.5441E-05
38,0.010519517,0.010107041,0.009710738,0.009329975,0.008964141,0.008612652,0.008274945,0.00795048,0.007638737,0.007339218,0.007051443,0.006774952,0.006509303,0.006254069,0.006008844,0.005773234,0.005546862,0.005329366,0.005120399,0.004919625,0.004726724,0.004541386,0.004363316,0.004192228,0.004027848,0.003869914,0.003718173,0.003572381,0.003432306,0.003297723,0.003168418,0.003044182,0.002924818,0.002810134,0.002699948,0.002594081,0.002492366,0.002394639,0.002300743,0.00221053,0.002123854,0.002040576,0.001960564,0.001883689,0.001809829,0.001738865,0.001670683,0.001605174,0.001542234,0.001481763,0.001423662,0.001367839,0.001314206,0.001262675,0.001213165,0.001165596,0.001119892,0.00107598,0.001033791,0.000993255,0.000954309,0.00091689,0.000880938,0.000846396,0.000813209,0.000781322,0.000750686,0.000721251,0.000692971,0.000665799,0.000639693,0.00061461,0.000590511,0.000567356,0.00054511,0.000523736,0.0005032,0.000483469,0.000464512,0.000446298,0.000428799,0.000411985,0.000395831,0.00038031,0.000365398,0.000351071,0.000337305,0.000324079,0.000311372,0.000299163,0.000287432,0.000276162,0.000265334,0.00025493,0.000244934,0.00023533,0.000226102,0.000217237,0.000208719,0.000200535,0.000192672,0.000185117,0.000177858,0.000170884,0.000164184,0.000157746,0.000151561,0.000145618,0.000139908,0.000134422,0.000129152,0.000124088,0.000119222,0.000114547,0.000110056,0.00010574,0.000101594,9.76107E-05,9.37834E-05,9.01061E-05,8.6573E-05,8.31784E-05,7.99169E-05,7.67833E-05,7.37726E-05,7.088E-05,6.81007E-05,6.54304E-05,6.28649E-05,6.03999E-05,5.80316E-05,5.57561E-05,5.35699E-05,5.14694E-05,4.94513E-05,4.75123E-05,4.56493E-05,4.38593E-05,4.21396E-05,4.04873E-05,3.88997E-05,3.73745E-05,3.5909E-05,3.4501E-05,3.31482E-05,3.18484E-05,3.05996E-05,2.93998E-05,2.8247E-05,2.71394E-05
39,0.011311854,0.01086831,0.010442157,0.010032715,0.009639326,0.009261363,0.00889822,0.008549315,0.008214092,0.007892013,0.007582563,0.007285246,0.006999587,0.00672513,0.006461434,0.006208077,0.005964655,0.005730777,0.00550607,0.005290174,0.005082744,0.004883446,0.004691964,0.004507989,0.004331228,0.004161399,0.003998228,0.003841455,0.003690829,0.00354611,0.003407065,0.003273472,0.003145117,0.003021796,0.002903309,0.002789469,0.002680092,0.002575004,0.002474037,0.002377029,0.002283824,0.002194274,0.002108235,0.00202557,0.001946146,0.001869837,0.00179652,0.001726077,0.001658397,0.00159337,0.001530893,0.001470866,0.001413192,0.00135778,0.001304541,0.001253389,0.001204243,0.001157024,0.001111656,0.001068068,0.001026188,0.000985951,0.000947291,0.000910147,0.00087446,0.000840172,0.000807228,0.000775576,0.000745166,0.000715947,0.000687875,0.000660903,0.000634988,0.00061009,0.000586168,0.000563184,0.000541101,0.000519884,0.000499499,0.000479914,0.000461096,0.000443016,0.000425645,0.000408956,0.00039292,0.000377514,0.000362711,0.000348489,0.000334824,0.000321696,0.000309082,0.000296963,0.000285319,0.000274131,0.000263382,0.000253055,0.000243132,0.000233599,0.00022444,0.000215639,0.000207184,0.00019906,0.000191255,0.000183756,0.00017655,0.000169628,0.000162977,0.000156586,0.000150446,0.000144547,0.000138879,0.000133434,0.000128202,0.000123175,0.000118345,0.000113705,0.000109246,0.000104963,0.000100847,9.68929E-05,9.30937E-05,8.94434E-05,8.59363E-05,8.25667E-05,7.93292E-05,7.62187E-05,7.32301E-05,7.03587E-05,6.75999E-05,6.49493E-05,6.24026E-05,5.99557E-05,5.76048E-05,5.53461E-05,5.3176E-05,5.10909E-05,4.90876E-05,4.71628E-05,4.53136E-05,4.35368E-05,4.18297E-05,4.01895E-05,3.86137E-05,3.70996E-05,3.56449E-05,3.42473E-05,3.29044E-05,3.16142E-05,3.03746E-05,2.91836E-05
40,0.012250965,0.011770598,0.011309066,0.010865631,0.010439584,0.010030242,0.00963695,0.00925908,0.008896026,0.008547208,0.008212067,0.007890067,0.007580694,0.00728345,0.006997862,0.006723472,0.006459841,0.006206547,0.005963185,0.005729365,0.005504713,0.00528887,0.005081491,0.004882243,0.004690807,0.004506878,0.004330161,0.004160373,0.003997242,0.003840508,0.00368992,0.003545236,0.003406225,0.003272665,0.003144342,0.003021051,0.002902594,0.002788781,0.002679432,0.00257437,0.002473427,0.002376443,0.002283261,0.002193733,0.002107716,0.002025071,0.001945667,0.001869376,0.001796077,0.001725652,0.001657988,0.001592977,0.001530516,0.001470503,0.001412844,0.001357446,0.001304219,0.00125308,0.001203946,0.001156739,0.001111382,0.001067805,0.001025935,0.000985708,0.000947058,0.000909923,0.000874244,0.000839965,0.000807029,0.000775385,0.000744982,0.000715771,0.000687705,0.00066074,0.000634832,0.00060994,0.000586024,0.000563045,0.000540968,0.000519756,0.000499376,0.000479795,0.000460982,0.000442907,0.00042554,0.000408855,0.000392823,0.000377421,0.000362622,0.000348403,0.000334742,0.000321617,0.000309006,0.000296889,0.000285248,0.000274064,0.000263317,0.000252993,0.000243073,0.000233542,0.000224384,0.000215586,0.000207133,0.000199011,0.000191208,0.00018371,0.000176507,0.000169586,0.000162936,0.000156548,0.000150409,0.000144512,0.000138845,0.000133401,0.00012817,0.000123145,0.000118316,0.000113677,0.00010922,0.000104937,0.000100822,9.6869E-05,9.30708E-05,8.94214E-05,8.59151E-05,8.25464E-05,7.93097E-05,7.61999E-05,7.3212E-05,7.03414E-05,6.75832E-05,6.49333E-05,6.23872E-05,5.9941E-05,5.75906E-05,5.53325E-05,5.31629E-05,5.10783E-05,4.90755E-05,4.71512E-05,4.53024E-05,4.35261E-05,4.18194E-05,4.01796E-05,3.86042E-05,3.70905E-05,3.56361E-05,3.42388E-05,3.28963E-05,3.16064E-05
