PERM2020_Col_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
89,0.150334762,0.148330088,0.146352146,0.14440058,0.142475037,0.140575171,0.138700638,0.136851103,0.13502623,0.133225692,0.131449163,0.129696324,0.127966858,0.126260454,0.124576805,0.122915607,0.121276561,0.11965937,0.118063745,0.116489396,0.114936042,0.1134034,0.111891197,0.110399158,0.108927015,0.107474502,0.106041359,0.104627326,0.103232148,0.101855575,0.100497359,0.099157253,0.097835018,0.096530414,0.095243207,0.093973165,0.092720058,0.091483661,0.090263751,0.089060108,0.087872515,0.086700759,0.085544628,0.084403913,0.08327841,0.082167915,0.081072227,0.079991151,0.078924491,0.077872054,0.076833651,0.075809095,0.074798201,0.073800787,0.072816673,0.071845683,0.07088764,0.069942372,0.069009709,0.068089484,0.067181529,0.066285681,0.065401779,0.064529664,0.063669178,0.062820167,0.061982477,0.061155957,0.060340459,0.059535835,0.058741941,0.057958633,0.05718577,0.056423213,0.055670825,0.05492847,0.054196013,0.053473324,0.052760272,0.052056727,0.051362565,0.050677659,0.050001886,0.049335124,0.048677254,0.048028156,0.047387713,0.046755811,0.046132335,0.045517172,0.044910213,0.044311347,0.043720468,0.043137467,0.04256224,0.041994684,0.041434697,0.040882176,0.040337023,0.03979914,0.039268429,0.038744795,0.038228144,0.037718382,0.037215417,0.03671916,0.036229519,0.035746409,0.03526974,0.034799427,0.034335386,0.033877533,0.033425785,0.032980062,0.032540281,0.032106365,0.031678236,0.031255815,0.030839027,0.030427797,0.03002205,0.029621714,0.029226717,0.028836986,0.028452453,0.028073047,0.027698701,0.027329346,0.026964916,0.026605347,0.026250571,0.025900527,0.025555151,0.025214379,0.024878152,0.024546409,0.024219089,0.023896134,0.023577486,0.023263086,0.022952879,0.022646809,0.02234482,0.022046858,0.021752869,0.0214628,0.021176599,0.020894215,0.020615596,0.020340693
90,0.154625486,0.152711732,0.150821665,0.14895499,0.147111418,0.145290664,0.143492444,0.141716481,0.139962498,0.138230224,0.136519389,0.134829729,0.133160982,0.131512888,0.129885192,0.128277641,0.126689987,0.125121983,0.123573385,0.122043954,0.120533452,0.119041645,0.117568302,0.116113194,0.114676096,0.113256784,0.111855038,0.110470642,0.109103379,0.107753039,0.106419412,0.10510229,0.10380147,0.10251675,0.101247931,0.099994816,0.098757209,0.097534921,0.09632776,0.09513554,0.093958076,0.092795184,0.091646686,0.090512402,0.089392157,0.088285777,0.08719309,0.086113927,0.08504812,0.083995505,0.082955918,0.081929197,0.080915183,0.07991372,0.078924652,0.077947825,0.076983088,0.076030291,0.075089287,0.074159929,0.073242073,0.072335578,0.071440302,0.070556107,0.069682855,0.068820411,0.067968641,0.067127413,0.066296597,0.065476064,0.064665686,0.063865338,0.063074896,0.062294236,0.061523239,0.060761784,0.060009754,0.059267031,0.0585335,0.057809049,0.057093563,0.056386933,0.055689049,0.054999802,0.054319086,0.053646795,0.052982824,0.052327071,0.051679435,0.051039814,0.050408109,0.049784223,0.049168058,0.04855952,0.047958513,0.047364945,0.046778723,0.046199757,0.045627956,0.045063232,0.044505498,0.043954667,0.043410653,0.042873372,0.042342741,0.041818678,0.0413011,0.040789929,0.040285084,0.039786487,0.039294062,0.038807731,0.038327419,0.037853052,0.037384556,0.036921859,0.036464888,0.036013573,0.035567843,0.035127631,0.034692866,0.034263483,0.033839414,0.033420594,0.033006957,0.03259844,0.032194978,0.031796511,0.031402975,0.031014309,0.030630455,0.030251351,0.029876939,0.029507161,0.029141959,0.028781278,0.02842506,0.028073252,0.027725798,0.027382644,0.027043737,0.026709024,0.026378455,0.026051977,0.025729539,0.025411092,0.025096587,0.024785974,0.024479205,0.024176233
91,0.157796029,0.156018982,0.154261947,0.1525247,0.150807017,0.149108678,0.147429465,0.145769163,0.144127558,0.142504441,0.140899603,0.139312838,0.137743942,0.136192715,0.134658958,0.133142473,0.131643066,0.130160545,0.12869472,0.127245402,0.125812406,0.124395548,0.122994647,0.121609521,0.120239995,0.118885892,0.117547038,0.116223262,0.114914393,0.113620265,0.112340711,0.111075567,0.109824671,0.108587861,0.10736498,0.106155871,0.104960379,0.103778349,0.102609632,0.101454076,0.100311533,0.099181858,0.098064904,0.09696053,0.095868592,0.094788951,0.093721469,0.092666009,0.091622435,0.090590613,0.089570411,0.088561699,0.087564346,0.086578225,0.08560321,0.084639174,0.083685996,0.082743552,0.081811721,0.080890384,0.079979423,0.079078721,0.078188163,0.077307633,0.07643702,0.075576212,0.074725097,0.073883568,0.073051515,0.072228833,0.071415416,0.070611159,0.069815959,0.069029715,0.068252325,0.06748369,0.06672371,0.06597229,0.065229332,0.06449474,0.063768422,0.063050283,0.062340231,0.061638176,0.060944027,0.060257696,0.059579093,0.058908133,0.058244729,0.057588796,0.05694025,0.056299008,0.055664987,0.055038106,0.054418285,0.053805444,0.053199505,0.052600389,0.052008021,0.051422324,0.050843222,0.050270643,0.049704511,0.049144755,0.048591303,0.048044084,0.047503027,0.046968064,0.046439125,0.045916143,0.04539905,0.044887781,0.04438227,0.043882451,0.043388261,0.042899637,0.042416516,0.041938835,0.041466533,0.040999551,0.040537827,0.040081304,0.039629921,0.039183622,0.038742349,0.038306045,0.037874655,0.037448123,0.037026395,0.036609416,0.036197133,0.035789492,0.035386443,0.034987932,0.03459391,0.034204325,0.033819127,0.033438267,0.033061696,0.032689366,0.032321229,0.031957238,0.031597346,0.031241507,0.030889676,0.030541806,0.030197855,0.029857776,0.029521528,0.029189066
92,0.163340194,0.161676503,0.160029758,0.158399785,0.156786415,0.155189478,0.153608806,0.152044233,0.150495597,0.148962734,0.147445484,0.145943688,0.144457189,0.14298583,0.141529457,0.140087918,0.138661062,0.137248739,0.135850801,0.134467102,0.133097497,0.131741841,0.130399993,0.129071813,0.127757161,0.126455899,0.12516789,0.123893001,0.122631097,0.121382047,0.120145718,0.118921982,0.11771071,0.116511775,0.115325053,0.114150417,0.112987746,0.111836916,0.110697809,0.109570304,0.108454283,0.107349629,0.106256227,0.105173961,0.104102719,0.103042387,0.101992856,0.100954015,0.099925754,0.098907967,0.097900547,0.096903387,0.095916384,0.094939435,0.093972435,0.093015285,0.092067884,0.091130133,0.090201933,0.089283188,0.0883738,0.087473674,0.086582717,0.085700835,0.084827934,0.083963925,0.083108716,0.082262218,0.081424342,0.080595,0.079774105,0.078961571,0.078157313,0.077361247,0.076573289,0.075793357,0.075021369,0.074257244,0.073500902,0.072752263,0.07201125,0.071277784,0.070551789,0.069833189,0.069121907,0.068417871,0.067721005,0.067031237,0.066348495,0.065672707,0.065003802,0.06434171,0.063686362,0.063037689,0.062395623,0.061760096,0.061131043,0.060508397,0.059892093,0.059282066,0.058678252,0.058080589,0.057489013,0.056903462,0.056323876,0.055750193,0.055182353,0.054620297,0.054063966,0.053513301,0.052968245,0.05242874,0.051894731,0.05136616,0.050842974,0.050325116,0.049812533,0.049305171,0.048802976,0.048305897,0.04781388,0.047326875,0.046844831,0.046367696,0.045895421,0.045427956,0.044965253,0.044507262,0.044053936,0.043605228,0.04316109,0.042721475,0.042286339,0.041855634,0.041429316,0.041007341,0.040589663,0.04017624,0.039767027,0.039361983,0.038961064,0.038564229,0.038171436,0.037782643,0.03739781,0.037016897,0.036639864,0.036266671,0.03589728,0.03553165
93,0.169900165,0.168346334,0.166806713,0.165281173,0.163769584,0.16227182,0.160787754,0.159317261,0.157860215,0.156416496,0.15498598,0.153568547,0.152164077,0.150772452,0.149393554,0.148027267,0.146673475,0.145332064,0.144002922,0.142685935,0.141380992,0.140087985,0.138806802,0.137537337,0.136279481,0.135033129,0.133798176,0.132574517,0.13136205,0.130160671,0.128970279,0.127790774,0.126622056,0.125464027,0.124316588,0.123179644,0.122053098,0.120936854,0.119830819,0.1187349,0.117649003,0.116573037,0.115506912,0.114450537,0.113403823,0.112366682,0.111339026,0.110320769,0.109311824,0.108312106,0.107321532,0.106340017,0.105367478,0.104403834,0.103449003,0.102502904,0.101565458,0.100636585,0.099716208,0.098804247,0.097900627,0.097005272,0.096118105,0.095239051,0.094368037,0.093504989,0.092649833,0.091802499,0.090962914,0.090131008,0.089306709,0.08848995,0.08768066,0.086878772,0.086084217,0.085296929,0.084516841,0.083743887,0.082978003,0.082219123,0.081467183,0.08072212,0.079983872,0.079252375,0.078527568,0.077809389,0.077097779,0.076392677,0.075694023,0.075001759,0.074315827,0.073636167,0.072962723,0.072295438,0.071634256,0.070979121,0.070329978,0.069686771,0.069049447,0.068417951,0.067792231,0.067172233,0.066557906,0.065949196,0.065346054,0.064748428,0.064156268,0.063569523,0.062988144,0.062412083,0.061841289,0.061275716,0.060715316,0.060160041,0.059609844,0.059064678,0.058524499,0.05798926,0.057458916,0.056933422,0.056412734,0.055896808,0.055385601,0.054879069,0.054377169,0.05387986,0.053387098,0.052898844,0.052415054,0.051935689,0.051460709,0.050990072,0.050523739,0.050061671,0.04960383,0.049150175,0.048700669,0.048255274,0.047813953,0.047376668,0.046943382,0.046514059,0.046088662,0.045667155,0.045249504,0.044835672,0.044425624,0.044019327,0.043616746,0.043217847
94,0.179529881,0.178067856,0.176617737,0.175179428,0.173752832,0.172337853,0.170934397,0.169542371,0.168161681,0.166792234,0.16543394,0.164086708,0.162750446,0.161425067,0.160110481,0.158806601,0.157513339,0.156230608,0.154958324,0.153696401,0.152444754,0.151203301,0.149971957,0.148750641,0.147539271,0.146337766,0.145146045,0.14396403,0.14279164,0.141628798,0.140475426,0.139331446,0.138196782,0.137071359,0.1359551,0.134847932,0.133749781,0.132660572,0.131580234,0.130508693,0.129445879,0.128391719,0.127346145,0.126309085,0.125280471,0.124260233,0.123248304,0.122244615,0.1212491,0.120261693,0.119282326,0.118310935,0.117347454,0.11639182,0.115443968,0.114503836,0.113571359,0.112646476,0.111729125,0.110819244,0.109916773,0.109021652,0.10813382,0.107253218,0.106379788,0.10551347,0.104654207,0.103801942,0.102956618,0.102118177,0.101286565,0.100461724,0.099643601,0.098832141,0.098027289,0.097228991,0.096437194,0.095651845,0.094872892,0.094100282,0.093333964,0.092573887,0.09182,0.091072252,0.090330593,0.089594974,0.088865346,0.088141659,0.087423866,0.086711919,0.086005769,0.08530537,0.084610675,0.083921637,0.08323821,0.082560349,0.081888008,0.081221142,0.080559708,0.079903659,0.079252953,0.078607547,0.077967396,0.077332458,0.076702692,0.076078053,0.075458502,0.074843996,0.074234494,0.073629956,0.073030341,0.072435609,0.07184572,0.071260635,0.070680315,0.070104721,0.069533814,0.068967556,0.06840591,0.067848837,0.067296302,0.066748266,0.066204692,0.065665546,0.06513079,0.064600389,0.064074307,0.06355251,0.063034962,0.062521629,0.062012476,0.061507469,0.061006575,0.06050976,0.060016991,0.059528235,0.059043459,0.058562631,0.058085719,0.05761269,0.057143514,0.056678158,0.056216592,0.055758785,0.055304706,0.054854325,0.054407612,0.053964536,0.053525069,0.053089181
95,0.188275127,0.186922784,0.185580155,0.18424717,0.182923759,0.181609854,0.180305386,0.179010288,0.177724493,0.176447933,0.175180542,0.173922255,0.172673006,0.17143273,0.170201363,0.16897884,0.167765098,0.166560075,0.165363707,0.164175932,0.162996689,0.161825916,0.160663552,0.159509538,0.158363813,0.157226317,0.156096991,0.154975777,0.153862617,0.152757452,0.151660226,0.150570881,0.14948936,0.148415607,0.147349567,0.146291185,0.145240404,0.144197171,0.143161431,0.142133131,0.141112217,0.140098636,0.139092335,0.138093262,0.137101366,0.136116594,0.135138895,0.134168219,0.133204516,0.132247734,0.131297825,0.130354738,0.129418426,0.128488839,0.127565929,0.126649648,0.125739949,0.124836784,0.123940106,0.123049869,0.122166026,0.121288532,0.12041734,0.119552406,0.118693685,0.117841132,0.116994702,0.116154352,0.115320039,0.114491718,0.113669346,0.112852882,0.112042282,0.111237505,0.110438508,0.10964525,0.10885769,0.108075786,0.107299499,0.106528788,0.105763613,0.105003934,0.104249712,0.103500907,0.10275748,0.102019393,0.101286608,0.100559087,0.099836791,0.099119683,0.098407726,0.097700883,0.096999116,0.096302391,0.09561067,0.094923918,0.094242098,0.093565175,0.092893115,0.092225883,0.091563442,0.09090576,0.090252802,0.089604534,0.088960922,0.088321934,0.087687535,0.087057693,0.086432374,0.085811548,0.085195181,0.08458324,0.083975696,0.083372515,0.082773667,0.08217912,0.081588843,0.081002807,0.08042098,0.079843332,0.079269833,0.078700454,0.078135164,0.077573934,0.077016736,0.07646354,0.075914318,0.07536904,0.074827679,0.074290207,0.073756595,0.073226816,0.072700842,0.072178647,0.071660202,0.071145481,0.070634457,0.070127103,0.069623394,0.069123303,0.068626804,0.068133872,0.067644479,0.067158603,0.066676216,0.066197294,0.065721811,0.065249745,0.064781069,0.064315759
96,0.197965214,0.196725624,0.195493796,0.194269682,0.193053232,0.191844399,0.190643136,0.189449394,0.188263127,0.187084289,0.185912831,0.184748709,0.183591877,0.182442288,0.181299897,0.18016466,0.179036531,0.177915466,0.17680142,0.175694351,0.174594213,0.173500965,0.172414561,0.171334961,0.170262121,0.169195998,0.168136551,0.167083738,0.166037517,0.164997847,0.163964688,0.162937997,0.161917736,0.160903863,0.159896338,0.158895123,0.157900176,0.15691146,0.155928934,0.154952561,0.153982302,0.153018118,0.152059971,0.151107824,0.150161639,0.149221378,0.148287006,0.147358484,0.146435776,0.145518845,0.144607656,0.143702173,0.14280236,0.141908181,0.141019601,0.140136585,0.139259098,0.138387105,0.137520573,0.136659466,0.135803752,0.134953396,0.134108364,0.133268624,0.132434142,0.131604885,0.13078082,0.129961916,0.129148139,0.128339458,0.127535841,0.126737255,0.12594367,0.125155055,0.124371377,0.123592606,0.122818712,0.122049663,0.121285431,0.120525983,0.119771291,0.119021324,0.118276054,0.11753545,0.116799484,0.116068126,0.115341347,0.114619119,0.113901414,0.113188202,0.112479457,0.111775149,0.111075252,0.110379737,0.109688577,0.109001745,0.108319214,0.107640956,0.106966946,0.106297156,0.10563156,0.104970131,0.104312844,0.103659673,0.103010592,0.102365575,0.101724598,0.101087633,0.100454657,0.099825645,0.099200571,0.098579411,0.097962141,0.097348736,0.096739172,0.096133424,0.09553147,0.094933285,0.094338846,0.093748128,0.09316111,0.092577767,0.091998077,0.091422017,0.090849564,0.090280695,0.089715388,0.089153622,0.088595372,0.088040619,0.087489339,0.086941511,0.086397113,0.085856124,0.085318523,0.084784287,0.084253398,0.083725832,0.08320157,0.08268059,0.082162873,0.081648397,0.081137143,0.08062909,0.080124219,0.079622508,0.07912394,0.078628493,0.078136148,0.077646887
97,0.209229289,0.208064762,0.206906716,0.205755116,0.204609925,0.203471108,0.20233863,0.201212455,0.200092547,0.198978873,0.197871398,0.196770086,0.195674904,0.194585818,0.193502793,0.192425796,0.191354794,0.190289752,0.189230639,0.18817742,0.187130063,0.186088536,0.185052805,0.184022839,0.182998606,0.181980073,0.180967209,0.179959983,0.178958363,0.177962317,0.176971815,0.175986827,0.17500732,0.174033265,0.173064632,0.17210139,0.171143509,0.170190959,0.169243711,0.168301735,0.167365002,0.166433483,0.165507149,0.16458597,0.163669918,0.162758965,0.161853082,0.160952241,0.160056414,0.159165573,0.15827969,0.157398738,0.156522688,0.155651515,0.154785191,0.153923688,0.153066981,0.152215041,0.151367844,0.150525361,0.149687568,0.148854438,0.148025945,0.147202063,0.146382766,0.14556803,0.144757828,0.143952136,0.143150928,0.142354179,0.141561865,0.14077396,0.139990441,0.139211283,0.138436462,0.137665953,0.136899733,0.136137777,0.135380062,0.134626564,0.13387726,0.133132127,0.132391141,0.131654279,0.130921518,0.130192836,0.12946821,0.128747616,0.128031033,0.127318439,0.126609811,0.125905126,0.125204364,0.124507502,0.123814519,0.123125393,0.122440102,0.121758626,0.121080942,0.120407031,0.11973687,0.119070439,0.118407718,0.117748684,0.117093319,0.116441602,0.115793512,0.115149029,0.114508133,0.113870805,0.113237023,0.112606769,0.111980023,0.111356765,0.110736976,0.110120637,0.109507728,0.10889823,0.108292125,0.107689394,0.107090017,0.106493975,0.105901252,0.105311827,0.104725683,0.104142802,0.103563164,0.102986753,0.10241355,0.101843537,0.101276697,0.100713011,0.100152463,0.099595035,0.09904071,0.09848947,0.097941297,0.097396176,0.096854089,0.096315019,0.09577895,0.095245864,0.094715745,0.094188576,0.093664342,0.093143026,0.092624611,0.092109081,0.091596421,0.091086614
98,0.221576118,0.220497165,0.219423466,0.218354995,0.217291727,0.216233636,0.215180698,0.214132887,0.213090178,0.212052547,0.211019968,0.209992418,0.208969871,0.207952303,0.20693969,0.205932009,0.204929234,0.203931342,0.202938309,0.201950111,0.200966726,0.199988129,0.199014298,0.198045208,0.197080837,0.196121163,0.195166161,0.19421581,0.193270086,0.192328968,0.191392432,0.190460457,0.18953302,0.188610099,0.187691672,0.186777717,0.185868213,0.184963137,0.184062469,0.183166187,0.182274269,0.181386694,0.180503441,0.179624489,0.178749817,0.177879404,0.17701323,0.176151273,0.175293514,0.174439932,0.173590506,0.172745216,0.171904042,0.171066964,0.170233963,0.169405018,0.168580109,0.167759217,0.166942322,0.166129406,0.165320447,0.164515428,0.163714329,0.162917131,0.162123814,0.161334361,0.160548752,0.159766968,0.158988991,0.158214803,0.157444384,0.156677717,0.155914783,0.155155565,0.154400043,0.1536482,0.152900018,0.15215548,0.151414567,0.150677261,0.149943546,0.149213404,0.148486818,0.147763769,0.147044241,0.146328217,0.145615679,0.144906611,0.144200996,0.143498817,0.142800057,0.1421047,0.141412729,0.140724127,0.140038878,0.139356966,0.138678375,0.138003088,0.137331089,0.136662363,0.135996893,0.135334663,0.134675658,0.134019862,0.133367259,0.132717835,0.132071572,0.131428457,0.130788473,0.130151605,0.129517839,0.128887159,0.128259549,0.127634996,0.127013484,0.126394999,0.125779525,0.125167049,0.124557554,0.123951028,0.123347455,0.122746821,0.122149112,0.121554313,0.120962411,0.120373391,0.119787239,0.119203941,0.118623484,0.118045853,0.117471035,0.116899016,0.116329783,0.115763321,0.115199618,0.114638659,0.114080432,0.113524924,0.11297212,0.112422008,0.111874575,0.111329808,0.110787693,0.110248219,0.109711371,0.109177137,0.108645505,0.108116461,0.107589994,0.10706609
99,0.235033946,0.234053241,0.233076627,0.232104089,0.231135609,0.23017117,0.229210755,0.228254347,0.22730193,0.226353488,0.225409002,0.224468458,0.223531838,0.222599127,0.221670307,0.220745363,0.219824278,0.218907037,0.217993623,0.21708402,0.216178213,0.215276185,0.214377921,0.213483405,0.212592622,0.211705555,0.21082219,0.209942511,0.209066502,0.208194149,0.207325436,0.206460347,0.205598868,0.204740984,0.203886679,0.203035939,0.202188749,0.201345094,0.200504959,0.19966833,0.198835191,0.198005529,0.197179329,0.196356576,0.195537257,0.194721355,0.193908859,0.193099752,0.192294022,0.191491654,0.190692634,0.189896947,0.189104581,0.188315521,0.187529753,0.186747265,0.185968041,0.185192068,0.184419334,0.183649823,0.182883524,0.182120422,0.181360504,0.180603757,0.179850168,0.179099723,0.178352409,0.177608214,0.176867124,0.176129126,0.175394207,0.174662356,0.173933557,0.1732078,0.172485071,0.171765358,0.171048648,0.170334928,0.169624187,0.168916411,0.168211588,0.167509707,0.166810754,0.166114717,0.165421585,0.164731345,0.164043985,0.163359493,0.162677857,0.161999066,0.161323106,0.160649968,0.159979638,0.159312105,0.158647357,0.157985383,0.157326172,0.156669711,0.156015989,0.155364995,0.154716717,0.154071144,0.153428265,0.152788068,0.152150543,0.151515678,0.150883462,0.150253884,0.149626933,0.149002598,0.148380868,0.147761732,0.147145179,0.1465312,0.145919782,0.145310915,0.144704589,0.144100793,0.143499517,0.142900749,0.142304479,0.141710698,0.141119394,0.140530558,0.139944178,0.139360246,0.138778749,0.13819968,0.137623026,0.137048779,0.136476927,0.135907462,0.135340373,0.13477565,0.134213284,0.133653264,0.13309558,0.132540224,0.131987185,0.131436454,0.130888021,0.130341876,0.12979801,0.129256413,0.128717076,0.12817999,0.127645145,0.127112531,0.12658214,0.126053962
100,0.249757898,0.248889917,0.248024953,0.247162995,0.246304032,0.245448055,0.244595052,0.243745013,0.242897929,0.242053789,0.241212582,0.240374299,0.239538929,0.238706462,0.237876888,0.237050197,0.236226379,0.235405424,0.234587322,0.233772064,0.232959638,0.232150036,0.231343248,0.230539264,0.229738073,0.228939667,0.228144036,0.227351169,0.226561058,0.225773693,0.224989064,0.224207163,0.223427978,0.222651501,0.221877723,0.221106634,0.220338225,0.219572486,0.218809408,0.218048982,0.217291199,0.216536049,0.215783524,0.215033614,0.21428631,0.213541603,0.212799485,0.212059945,0.211322976,0.210588567,0.209856711,0.209127399,0.208400621,0.207676368,0.206954633,0.206235406,0.205518678,0.204804442,0.204092687,0.203383406,0.20267659,0.20197223,0.201270319,0.200570846,0.199873805,0.199179185,0.19848698,0.197797181,0.197109778,0.196424765,0.195742132,0.195061872,0.194383976,0.193708435,0.193035243,0.192364389,0.191695868,0.191029669,0.190365786,0.18970421,0.189044933,0.188387947,0.187733245,0.187080818,0.186430658,0.185782757,0.185137109,0.184493704,0.183852535,0.183213594,0.182576874,0.181942367,0.181310065,0.18067996,0.180052045,0.179426312,0.178802754,0.178181363,0.177562131,0.176945051,0.176330116,0.175717318,0.17510665,0.174498104,0.173891672,0.173287349,0.172685125,0.172084994,0.171486949,0.170890983,0.170297087,0.169705256,0.169115481,0.168527756,0.167942073,0.167358426,0.166776807,0.16619721,0.165619627,0.165044051,0.164470475,0.163898893,0.163329297,0.16276168,0.162196036,0.161632358,0.161070639,0.160510872,0.159953051,0.159397168,0.158843216,0.15829119,0.157741083,0.157192887,0.156646596,0.156102204,0.155559704,0.155019089,0.154480353,0.153943489,0.153408491,0.152875353,0.152344067,0.151814627,0.151287027,0.150761261,0.150237322,0.149715204,0.149194901,0.148676405
101,0.266513331,0.265719947,0.264928925,0.264140258,0.263353938,0.262569959,0.261788314,0.261008996,0.260231998,0.259457313,0.258684934,0.257914855,0.257147068,0.256381566,0.255618343,0.254857393,0.254098707,0.25334228,0.252588105,0.251836175,0.251086484,0.250339024,0.249593789,0.248850773,0.248109969,0.24737137,0.24663497,0.245900762,0.245168739,0.244438896,0.243711226,0.242985721,0.242262377,0.241541185,0.240822141,0.240105237,0.239390468,0.238677826,0.237967305,0.2372589,0.236552604,0.23584841,0.235146312,0.234446305,0.233748381,0.233052535,0.232358761,0.231667052,0.230977402,0.230289805,0.229604254,0.228920745,0.228239271,0.227559825,0.226882402,0.226206995,0.225533599,0.224862208,0.224192815,0.223525415,0.222860002,0.22219657,0.221535112,0.220875624,0.220218099,0.219562531,0.218908915,0.218257245,0.217607515,0.216959718,0.216313851,0.215669906,0.215027878,0.214387761,0.213749549,0.213113238,0.212478821,0.211846292,0.211215647,0.210586879,0.209959982,0.209334952,0.208711782,0.208090468,0.207471003,0.206853382,0.2062376,0.205623651,0.20501153,0.204401231,0.203792748,0.203186077,0.202581212,0.201978148,0.201376879,0.2007774,0.200179705,0.19958379,0.198989648,0.198397276,0.197806667,0.197217816,0.196630718,0.196045367,0.19546176,0.194879889,0.194299751,0.19372134,0.19314465,0.192569678,0.191996417,0.191424862,0.190855009,0.190286853,0.189720387,0.189155608,0.188592511,0.188031089,0.187471339,0.186913256,0.186356833,0.185802067,0.185248953,0.184697485,0.184147659,0.183599469,0.183052912,0.182507981,0.181964673,0.181422982,0.180882904,0.180344433,0.179807565,0.179272296,0.17873862,0.178206533,0.177676029,0.177147105,0.176619756,0.176093976,0.175569762,0.175047108,0.17452601,0.174006463,0.173488463,0.172972005,0.172457084,0.171943696,0.171431837,0.170921501
102,0.284889562,0.28418353,0.283479248,0.282776711,0.282075916,0.281376857,0.28067953,0.279983932,0.279290057,0.278597902,0.277907463,0.277218734,0.276531713,0.275846394,0.275162773,0.274480847,0.27380061,0.27312206,0.272445191,0.271769999,0.271096481,0.270424632,0.269754448,0.269085925,0.268419058,0.267753845,0.26709028,0.266428359,0.265768079,0.265109435,0.264452423,0.26379704,0.263143281,0.262491142,0.261840619,0.261191709,0.260544407,0.259898708,0.25925461,0.258612109,0.257971199,0.257331878,0.256694141,0.256057985,0.255423405,0.254790398,0.25415896,0.253529087,0.252900774,0.252274019,0.251648817,0.251025165,0.250403058,0.249782492,0.249163465,0.248545972,0.247930009,0.247315573,0.246702659,0.246091264,0.245481385,0.244873017,0.244266156,0.2436608,0.243056944,0.242454584,0.241853718,0.24125434,0.240656448,0.240060037,0.239465104,0.238871646,0.238279659,0.237689139,0.237100082,0.236512485,0.235926344,0.235341656,0.234758417,0.234176623,0.233596272,0.233017358,0.232439879,0.231863831,0.231289211,0.230716015,0.23014424,0.229573881,0.229004936,0.228437401,0.227871273,0.227306547,0.226743221,0.226181291,0.225620754,0.225061606,0.224503844,0.223947463,0.223392462,0.222838836,0.222286583,0.221735697,0.221186177,0.220638019,0.22009122,0.219545775,0.219001683,0.218458938,0.217917539,0.217377482,0.216838763,0.216301379,0.215765326,0.215230603,0.214697204,0.214165127,0.213634369,0.213104927,0.212576796,0.212049974,0.211524458,0.211000244,0.21047733,0.209955711,0.209435385,0.208916349,0.208398598,0.207882131,0.207366944,0.206853034,0.206340397,0.205829031,0.205318932,0.204810097,0.204302523,0.203796208,0.203291146,0.202787337,0.202284776,0.201783461,0.201283388,0.200784554,0.200286957,0.199790592,0.199295458,0.198801551,0.198308868,0.197817406,0.197327162,0.196838133
103,0.305119381,0.304515433,0.303912682,0.303311123,0.302710755,0.302111575,0.301513582,0.300916772,0.300321143,0.299726694,0.299133421,0.298541322,0.297950395,0.297360638,0.296772049,0.296184624,0.295598362,0.295013261,0.294429318,0.29384653,0.293264896,0.292684414,0.29210508,0.291526893,0.29094985,0.29037395,0.28979919,0.289225567,0.28865308,0.288081726,0.287511503,0.286942408,0.28637444,0.285807596,0.285241875,0.284677273,0.284113788,0.283551419,0.282990163,0.282430018,0.281870982,0.281313052,0.280756227,0.280200503,0.27964588,0.279092355,0.278539925,0.277988589,0.277438344,0.276889188,0.276341119,0.275794135,0.275248233,0.274703413,0.27415967,0.273617004,0.273075412,0.272534892,0.271995442,0.27145706,0.270919743,0.27038349,0.269848298,0.269314166,0.268781091,0.268249071,0.267718104,0.267188188,0.266659322,0.266131501,0.265604726,0.265078993,0.264554301,0.264030648,0.263508031,0.262986449,0.262465898,0.261946379,0.261427887,0.260910422,0.260393981,0.259878563,0.259364164,0.258850784,0.25833842,0.25782707,0.257316733,0.256807405,0.256299086,0.255791772,0.255285463,0.254780156,0.25427585,0.253772541,0.253270229,0.252768911,0.252268585,0.25176925,0.251270903,0.250773542,0.250277166,0.249781773,0.24928736,0.248793925,0.248301468,0.247809985,0.247319475,0.246829935,0.246341365,0.245853762,0.245367124,0.244881449,0.244396736,0.243912982,0.243430185,0.242948345,0.242467458,0.241987522,0.241508537,0.2410305,0.240553409,0.240077263,0.239602058,0.239127795,0.23865447,0.238182082,0.23771063,0.23724011,0.236770522,0.236301863,0.235834132,0.235367326,0.234901445,0.234436486,0.233972447,0.233509327,0.233047123,0.232585834,0.232125458,0.231665994,0.231207439,0.230749792,0.23029305,0.229837213,0.229382278,0.228928243,0.228475107,0.228022868,0.227571524,0.227121073
