PERF2020_Ind_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
94,0.150586396,0.149018321,0.147466575,0.145930987,0.14441139,0.142907617,0.141419502,0.139946883,0.138489599,0.13704749,0.135620398,0.134208166,0.13281064,0.131427666,0.130059094,0.128704772,0.127364554,0.126038291,0.124725839,0.123427053,0.122141792,0.120869915,0.119611281,0.118365754,0.117133197,0.115913475,0.114706454,0.113512001,0.112329987,0.111160281,0.110002755,0.108857283,0.107723739,0.106601998,0.105491938,0.104393438,0.103306376,0.102230634,0.101166094,0.100112639,0.099070154,0.098038524,0.097017637,0.09600738,0.095007644,0.094018317,0.093039293,0.092070463,0.091111722,0.090162965,0.089224087,0.088294985,0.087375559,0.086465706,0.085565328,0.084674326,0.083792602,0.082920059,0.082056603,0.081202137,0.080356569,0.079519806,0.078691757,0.07787233,0.077061436,0.076258986,0.075464891,0.074679066,0.073901424,0.073131879,0.072370348,0.071616747,0.070870993,0.070133004,0.069402701,0.068680002,0.067964829,0.067257102,0.066556746,0.065863682,0.065177836,0.064499131,0.063827494,0.06316285,0.062505128,0.061854254,0.061210158,0.060572769,0.059942017,0.059317834,0.05870015,0.058088898,0.057484011,0.056885423,0.056293068,0.055706882,0.055126799,0.054552757,0.053984692,0.053422543,0.052866248,0.052315745,0.051770975,0.051231877,0.050698393,0.050170465,0.049648033,0.049131042,0.048619435,0.048113155,0.047612146,0.047116355,0.046625727,0.046140207,0.045659744,0.045184283,0.044713774,0.044248164,0.043787402,0.043331439,0.042880223,0.042433706,0.041991838,0.041554572,0.041121859,0.040693652,0.040269904,0.039850569,0.0394356,0.039024952,0.038618581,0.038216441,0.037818488,0.03742468,0.037034972,0.036649322,0.036267688,0.035890028,0.035516301,0.035146465,0.034780481,0.034418308,0.034059905,0.033705236,0.033354259,0.033006937,0.032663231,0.032323105,0.031986521,0.031653441
95,0.160327913,0.158846307,0.157378392,0.155924042,0.154483132,0.153055538,0.151641136,0.150239805,0.148851424,0.147475873,0.146113033,0.144762788,0.143425021,0.142099615,0.140786459,0.139485437,0.138196438,0.13691935,0.135654065,0.134400472,0.133158463,0.131927933,0.130708773,0.12950088,0.128304149,0.127118478,0.125943763,0.124779904,0.1236268,0.122484353,0.121352462,0.120231032,0.119119965,0.118019165,0.116928538,0.11584799,0.114777427,0.113716757,0.112665889,0.111624732,0.110593196,0.109571193,0.108558635,0.107555434,0.106561503,0.105576757,0.104601112,0.103634482,0.102676786,0.101727939,0.100787861,0.09985647,0.098933686,0.09801943,0.097113623,0.096216186,0.095327042,0.094446115,0.093573329,0.092708609,0.091851879,0.091003067,0.090162098,0.089328901,0.088503404,0.087685535,0.086875224,0.086072401,0.085276997,0.084488944,0.083708173,0.082934617,0.08216821,0.081408885,0.080656578,0.079911222,0.079172754,0.078441111,0.077716229,0.076998045,0.076286498,0.075581527,0.074883071,0.074191069,0.073505461,0.07282619,0.072153196,0.071486421,0.070825808,0.070171299,0.069522839,0.068880371,0.068243841,0.067613193,0.066988372,0.066369326,0.065756,0.065148342,0.0645463,0.063949821,0.063358854,0.062773349,0.062193254,0.06161852,0.061049097,0.060484936,0.059925988,0.059372206,0.058823542,0.058279947,0.057741377,0.057207783,0.05667912,0.056155342,0.055636405,0.055122263,0.054612873,0.05410819,0.053608171,0.053112772,0.052621952,0.052135667,0.051653876,0.051176537,0.05070361,0.050235052,0.049770825,0.049310888,0.048855201,0.048403725,0.047956422,0.047513251,0.047074177,0.046639159,0.046208162,0.045781148,0.04535808,0.044938921,0.044523636,0.044112188,0.043704543,0.043300665,0.042900519,0.042504071,0.042111287,0.041722132,0.041336574,0.040954578,0.040576113,0.040201145
96,0.170366016,0.168984096,0.167613386,0.166253793,0.164905229,0.163567604,0.162240829,0.160924816,0.159619478,0.158324729,0.157040481,0.155766651,0.154503153,0.153249904,0.152006821,0.150773821,0.149550823,0.148337744,0.147134506,0.145941028,0.14475723,0.143583035,0.142418365,0.141263141,0.140117289,0.13898073,0.137853391,0.136735197,0.135626072,0.134525944,0.13343474,0.132352387,0.131278814,0.130213949,0.129157721,0.128110061,0.127070899,0.126040166,0.125017794,0.124003715,0.122997862,0.122000168,0.121010566,0.120028991,0.119055379,0.118089664,0.117131782,0.11618167,0.115239265,0.114304505,0.113377326,0.112457669,0.111545471,0.110640672,0.109743213,0.108853033,0.107970074,0.107094277,0.106225584,0.105363938,0.104509281,0.103661556,0.102820708,0.10198668,0.101159417,0.100338865,0.099524968,0.098717674,0.097916928,0.097122677,0.096334868,0.09555345,0.09477837,0.094009578,0.093247021,0.09249065,0.091740414,0.090996264,0.09025815,0.089526023,0.088799834,0.088079536,0.087365081,0.086656421,0.08595351,0.0852563,0.084564745,0.0838788,0.083198419,0.082523557,0.081854169,0.081190211,0.080531638,0.079878408,0.079230476,0.078587799,0.077950336,0.077318044,0.07669088,0.076068804,0.075451774,0.074839748,0.074232687,0.07363055,0.073033298,0.07244089,0.071853287,0.071270451,0.070692342,0.070118923,0.069550155,0.068986,0.068426422,0.067871382,0.067320845,0.066774774,0.066233132,0.065695883,0.065162992,0.064634424,0.064110144,0.063590116,0.063074306,0.06256268,0.062055204,0.061551845,0.061052568,0.060557342,0.060066132,0.059578907,0.059095634,0.058616281,0.058140817,0.057669209,0.057201426,0.056737438,0.056277214,0.055820722,0.055367934,0.054918818,0.054473345,0.054031486,0.053593211,0.053158491,0.052727297,0.0522996,0.051875373,0.051454587,0.051037215,0.050623227
97,0.181317051,0.180045197,0.178782264,0.17752819,0.176282913,0.17504637,0.173818502,0.172599246,0.171388543,0.170186333,0.168992555,0.167807151,0.166630062,0.16546123,0.164300597,0.163148105,0.162003697,0.160867317,0.159738908,0.158618414,0.15750578,0.156400951,0.155303871,0.154214487,0.153132745,0.15205859,0.15099197,0.149932832,0.148881123,0.147836791,0.146799785,0.145770054,0.144747545,0.143732208,0.142723994,0.141722852,0.140728732,0.139741586,0.138761364,0.137788018,0.136821499,0.13586176,0.134908754,0.133962432,0.133022748,0.132089656,0.131163108,0.13024306,0.129329466,0.12842228,0.127521458,0.126626955,0.125738726,0.124856727,0.123980916,0.123111248,0.12224768,0.121390169,0.120538674,0.119693151,0.11885356,0.118019858,0.117192004,0.116369956,0.115553676,0.114743121,0.113938251,0.113139028,0.11234541,0.11155736,0.110774837,0.109997803,0.10922622,0.108460049,0.107699252,0.106943792,0.106193632,0.105448733,0.104709059,0.103974574,0.103245241,0.102521024,0.101801887,0.101087794,0.100378711,0.099674601,0.09897543,0.098281164,0.097591767,0.096907207,0.096227448,0.095552457,0.094882201,0.094216647,0.093555761,0.092899511,0.092247865,0.091600789,0.090958252,0.090320223,0.089686669,0.089057558,0.088432861,0.087812546,0.087196582,0.086584939,0.085977586,0.085374493,0.084775631,0.08418097,0.08359048,0.083004131,0.082421896,0.081843745,0.081269649,0.080699581,0.080133511,0.079571412,0.079013256,0.078459015,0.077908661,0.077362168,0.076819509,0.076280656,0.075745583,0.075214263,0.07468667,0.074162778,0.073642561,0.073125992,0.072613048,0.072103701,0.071597927,0.071095701,0.070596998,0.070101793,0.069610062,0.06912178,0.068636923,0.068155467,0.067677388,0.067202663,0.066731268,0.066263179,0.065798374,0.065336829,0.064878522,0.064423429,0.063971529,0.063522798
98,0.192315993,0.191157109,0.190005208,0.188860249,0.187722189,0.186590987,0.185466602,0.184348992,0.183238117,0.182133936,0.181036408,0.179945494,0.178861154,0.177783348,0.176712037,0.175647182,0.174588743,0.173536682,0.172490961,0.171451542,0.170418386,0.169391456,0.168370713,0.167356122,0.166347645,0.165345245,0.164348885,0.163358529,0.162374141,0.161395685,0.160423125,0.159456425,0.158495551,0.157540467,0.156591138,0.15564753,0.154709608,0.153777337,0.152850685,0.151929617,0.151014098,0.150104097,0.149199579,0.148300512,0.147406863,0.146518598,0.145635687,0.144758095,0.143885792,0.143018746,0.142156924,0.141300295,0.140448829,0.139602493,0.138761257,0.137925091,0.137093963,0.136267844,0.135446702,0.134630509,0.133819234,0.133012848,0.132211321,0.131414624,0.130622728,0.129835604,0.129053223,0.128275556,0.127502576,0.126734254,0.125970561,0.125211471,0.124456954,0.123706985,0.122961534,0.122220576,0.121484082,0.120752027,0.120024383,0.119301124,0.118582223,0.117867654,0.117157391,0.116451408,0.115749679,0.115052179,0.114358882,0.113669763,0.112984796,0.112303957,0.11162722,0.110954562,0.110285957,0.109621381,0.108960809,0.108304218,0.107651584,0.107002882,0.10635809,0.105717183,0.105080138,0.104446932,0.103817541,0.103191943,0.102570115,0.101952034,0.101337678,0.100727023,0.100120049,0.099516732,0.09891705,0.098320982,0.097728506,0.097139601,0.096554244,0.095972414,0.09539409,0.094819252,0.094247877,0.093679945,0.093115436,0.092554328,0.091996602,0.091442236,0.090891211,0.090343506,0.089799102,0.089257978,0.088720116,0.088185494,0.087654094,0.087125896,0.086600881,0.086079029,0.085560322,0.085044741,0.084532267,0.084022881,0.083516565,0.083013299,0.082513066,0.082015848,0.081521626,0.081030381,0.080542098,0.080056756,0.079574339,0.079094829,0.078618209,0.078144461
99,0.205052602,0.20395969,0.202872603,0.20179131,0.20071578,0.199645983,0.198581888,0.197523464,0.196470682,0.195423511,0.194381921,0.193345882,0.192315366,0.191290342,0.190270782,0.189256656,0.188247935,0.18724459,0.186246593,0.185253915,0.184266528,0.183284404,0.182307515,0.181335832,0.180369328,0.179407976,0.178451747,0.177500615,0.176554553,0.175613533,0.174677528,0.173746513,0.172820459,0.171899342,0.170983134,0.170071809,0.169165341,0.168263705,0.167366875,0.166474824,0.165587528,0.164704961,0.163827099,0.162953915,0.162085385,0.161221484,0.160362188,0.159507472,0.158657311,0.157811682,0.15697056,0.156133921,0.155301741,0.154473997,0.153650664,0.15283172,0.15201714,0.151206902,0.150400983,0.149599359,0.148802008,0.148008907,0.147220032,0.146435363,0.145654875,0.144878548,0.144106358,0.143338284,0.142574304,0.141814396,0.141058538,0.140306708,0.139558886,0.138815049,0.138075178,0.137339249,0.136607243,0.135879139,0.135154915,0.134434552,0.133718027,0.133005322,0.132296416,0.131591288,0.130889918,0.130192286,0.129498373,0.128808158,0.128121622,0.127438746,0.126759508,0.126083891,0.125411876,0.124743442,0.12407857,0.123417242,0.12275944,0.122105143,0.121454333,0.120806992,0.120163102,0.119522643,0.118885598,0.118251949,0.117621676,0.116994763,0.116371192,0.115750944,0.115134001,0.114520347,0.113909964,0.113302834,0.11269894,0.112098265,0.111500791,0.110906502,0.11031538,0.109727409,0.109142572,0.108560852,0.107982232,0.107406696,0.106834228,0.106264811,0.105698429,0.105135066,0.104574706,0.104017332,0.103462929,0.102911481,0.102362972,0.101817386,0.101274708,0.100734923,0.100198015,0.099663969,0.099132769,0.0986044,0.098078847,0.097556096,0.09703613,0.096518936,0.096004499,0.095492804,0.094983836,0.09447758,0.093974023,0.09347315,0.092974946,0.092479398
100,0.218859025,0.217844964,0.216835601,0.215830916,0.214830885,0.213835488,0.212844703,0.211858509,0.210876884,0.209899808,0.208927259,0.207959215,0.206995658,0.206036564,0.205081915,0.204131689,0.203185866,0.202244425,0.201307346,0.200374609,0.199446193,0.19852208,0.197602248,0.196686678,0.19577535,0.194868245,0.193965343,0.193066625,0.19217207,0.19128166,0.190395376,0.189513199,0.188635109,0.187761087,0.186891115,0.186025175,0.185163246,0.184305311,0.183451351,0.182601348,0.181755283,0.180913139,0.180074896,0.179240537,0.178410045,0.1775834,0.176760585,0.175941583,0.175126376,0.174314946,0.173507275,0.172703347,0.171903144,0.171106648,0.170313843,0.169524711,0.168739236,0.1679574,0.167179186,0.166404578,0.16563356,0.164866114,0.164102223,0.163341872,0.162585044,0.161831723,0.161081892,0.160335536,0.159592638,0.158853181,0.158117151,0.157384532,0.156655307,0.15592946,0.155206977,0.154487841,0.153772038,0.153059551,0.152350365,0.151644465,0.150941836,0.150242462,0.149546329,0.148853421,0.148163724,0.147477223,0.146793902,0.146113748,0.145436744,0.144762878,0.144092134,0.143424498,0.142759955,0.142098491,0.141440093,0.140784744,0.140132433,0.139483143,0.138836862,0.138193576,0.13755327,0.136915931,0.136281545,0.135650099,0.135021578,0.134395969,0.133773259,0.133153434,0.132536481,0.131922387,0.131311138,0.130702721,0.130097124,0.129494332,0.128894333,0.128297114,0.127702663,0.127110966,0.12652201,0.125935783,0.125352273,0.124771466,0.12419335,0.123617912,0.123045142,0.122475024,0.121907549,0.121342703,0.120780474,0.12022085,0.119663819,0.119109369,0.118557487,0.118008163,0.117461385,0.116917139,0.116375416,0.115836202,0.115299487,0.114765258,0.114233505,0.113704216,0.113177379,0.112652983,0.112131017,0.11161147,0.111094329,0.110579585,0.110067226,0.109557241
101,0.23440275,0.233433356,0.232467971,0.231506579,0.230549163,0.229595706,0.228646192,0.227700605,0.226758929,0.225821147,0.224887243,0.223957202,0.223031006,0.222108642,0.221190091,0.22027534,0.219364371,0.21845717,0.217553721,0.216654008,0.215758016,0.214865729,0.213977132,0.21309221,0.212210948,0.211333331,0.210459343,0.209588969,0.208722195,0.207859006,0.206999386,0.206143321,0.205290797,0.204441799,0.203596311,0.20275432,0.201915811,0.20108077,0.200249183,0.199421034,0.19859631,0.197774997,0.196957081,0.196142547,0.195331382,0.194523572,0.193719102,0.192917959,0.192120129,0.191325599,0.190534355,0.189746383,0.18896167,0.188180202,0.187401966,0.186626948,0.185855135,0.185086515,0.184321073,0.183558796,0.182799672,0.182043688,0.18129083,0.180541085,0.179794441,0.179050885,0.178310404,0.177572985,0.176838616,0.176107284,0.175378976,0.174653681,0.173931385,0.173212076,0.172495742,0.17178237,0.171071949,0.170364465,0.169659907,0.168958264,0.168259521,0.167563669,0.166870694,0.166180586,0.165493331,0.164808918,0.164127336,0.163448573,0.162772616,0.162099455,0.161429079,0.160761474,0.16009663,0.159434536,0.158775181,0.158118551,0.157464638,0.156813429,0.156164913,0.155519079,0.154875915,0.154235412,0.153597558,0.152962341,0.152329751,0.151699778,0.15107241,0.150447636,0.149825447,0.14920583,0.148588776,0.147974274,0.147362313,0.146752882,0.146145973,0.145541573,0.144939673,0.144340261,0.143743329,0.143148866,0.142556861,0.141967304,0.141380185,0.140795495,0.140213222,0.139633358,0.139055892,0.138480813,0.137908114,0.137337782,0.136769809,0.136204185,0.135640901,0.135079946,0.13452131,0.133964985,0.133410961,0.132859228,0.132309777,0.131762598,0.131217681,0.130675019,0.130134601,0.129596417,0.12906046,0.128526718,0.127995185,0.127465849,0.126938702,0.126413736
102,0.251317271,0.250403096,0.249492247,0.24858471,0.247680475,0.246779529,0.24588186,0.244987457,0.244096307,0.243208398,0.242323719,0.241442259,0.240564004,0.239688945,0.238817068,0.237948363,0.237082818,0.236220421,0.235361162,0.234505028,0.233652008,0.232802091,0.231955265,0.23111152,0.230270844,0.229433226,0.228598655,0.22776712,0.22693861,0.226113113,0.225290619,0.224471117,0.223654595,0.222841044,0.222030453,0.221222809,0.220418104,0.219616326,0.218817464,0.218021508,0.217228448,0.216438272,0.215650971,0.214866533,0.214084949,0.213306208,0.212530299,0.211757213,0.210986939,0.210219467,0.209454787,0.208692888,0.20793376,0.207177394,0.20642378,0.205672906,0.204924764,0.204179344,0.203436634,0.202696627,0.201959311,0.201224677,0.200492716,0.199763417,0.199036771,0.198312768,0.197591398,0.196872653,0.196156522,0.195442996,0.194732066,0.194023721,0.193317954,0.192614753,0.191914111,0.191216017,0.190520462,0.189827437,0.189136934,0.188448942,0.187763452,0.187080457,0.186399945,0.185721909,0.185046339,0.184373227,0.183702563,0.183034339,0.182368546,0.181705174,0.181044215,0.180385661,0.179729502,0.17907573,0.178424336,0.177775312,0.177128648,0.176484336,0.175842369,0.175202736,0.17456543,0.173930443,0.173297765,0.172667389,0.172039305,0.171413507,0.170789984,0.17016873,0.169549735,0.168932993,0.168318493,0.167706229,0.167096192,0.166488374,0.165882767,0.165279363,0.164678154,0.164079131,0.163482288,0.162887616,0.162295107,0.161704753,0.161116546,0.160530479,0.159946544,0.159364733,0.158785039,0.158207453,0.157631968,0.157058577,0.156487271,0.155918043,0.155350886,0.154785792,0.154222753,0.153661763,0.153102813,0.152545897,0.151991006,0.151438133,0.150887272,0.150338415,0.149791554,0.149246682,0.148703792,0.148162877,0.14762393,0.147086943,0.146551909,0.146018821
103,0.269794485,0.268947539,0.268103251,0.267261614,0.266422619,0.265586258,0.264752522,0.263921404,0.263092894,0.262266986,0.26144367,0.260622939,0.259804784,0.258989198,0.258176172,0.257365698,0.256557768,0.255752375,0.25494951,0.254149165,0.253351333,0.252556006,0.251763175,0.250972833,0.250184972,0.249399585,0.248616663,0.247836198,0.247058184,0.246282612,0.245509475,0.244738765,0.243970474,0.243204595,0.242441121,0.241680043,0.240921354,0.240165047,0.239411114,0.238659548,0.237910342,0.237163487,0.236418977,0.235676804,0.234936961,0.23419944,0.233464235,0.232731337,0.232000741,0.231272437,0.230546421,0.229822683,0.229101217,0.228382016,0.227665073,0.226950381,0.226237932,0.225527719,0.224819737,0.224113976,0.223410431,0.222709095,0.222009961,0.221313021,0.220618269,0.219925698,0.219235301,0.218547072,0.217861003,0.217177087,0.216495319,0.215815691,0.215138196,0.214462828,0.213789581,0.213118447,0.212449419,0.211782492,0.211117659,0.210454912,0.209794246,0.209135655,0.20847913,0.207824667,0.207172258,0.206521897,0.205873578,0.205227294,0.204583038,0.203940806,0.203300589,0.202662382,0.202026179,0.201391973,0.200759757,0.200129527,0.199501275,0.198874995,0.198250681,0.197628327,0.197007927,0.196389474,0.195772963,0.195158387,0.19454574,0.193935017,0.19332621,0.192719315,0.192114326,0.191511235,0.190910038,0.190310728,0.189713299,0.189117746,0.188524062,0.187932242,0.18734228,0.18675417,0.186167906,0.185583483,0.185000894,0.184420134,0.183841197,0.183264078,0.18268877,0.182115268,0.181543567,0.180973661,0.180405543,0.179839209,0.179274653,0.178711869,0.178150851,0.177591595,0.177034095,0.176478345,0.175924339,0.175372072,0.17482154,0.174272735,0.173725653,0.173180289,0.172636636,0.172094691,0.171554446,0.171015898,0.17047904,0.169943867,0.169410375,0.168878557
104,0.290057181,0.289291234,0.288527311,0.287765405,0.287005511,0.286247623,0.285491737,0.284737847,0.283985947,0.283236033,0.282488099,0.281742141,0.280998152,0.280256128,0.279516063,0.278777953,0.278041792,0.277307574,0.276575296,0.275844951,0.275116535,0.274390042,0.273665468,0.272942807,0.272222054,0.271503205,0.270786254,0.270071196,0.269358026,0.26864674,0.267937332,0.267229797,0.266524131,0.265820328,0.265118383,0.264418292,0.26372005,0.263023652,0.262329092,0.261636367,0.260945471,0.2602564,0.259569148,0.25888371,0.258200083,0.257518261,0.25683824,0.256160014,0.255483579,0.254808931,0.254136064,0.253464974,0.252795656,0.252128105,0.251462317,0.250798288,0.250136012,0.249475484,0.248816701,0.248159658,0.247504349,0.246850771,0.246198919,0.245548788,0.244900374,0.244253673,0.243608679,0.242965388,0.242323796,0.241683898,0.24104569,0.240409167,0.239774325,0.23914116,0.238509666,0.23787984,0.237251678,0.236625174,0.236000324,0.235377124,0.23475557,0.234135658,0.233517382,0.232900739,0.232285725,0.231672334,0.231060563,0.230450408,0.229841864,0.229234927,0.228629592,0.228025856,0.227423715,0.226823163,0.226224197,0.225626813,0.225031007,0.224436774,0.22384411,0.223253011,0.222663472,0.222075491,0.221489062,0.220904182,0.220320847,0.219739051,0.219158792,0.218580066,0.218002867,0.217427193,0.216853039,0.216280401,0.215709276,0.215139658,0.214571545,0.214004931,0.213439814,0.21287619,0.212314053,0.211753401,0.21119423,0.210636535,0.210080313,0.20952556,0.208972271,0.208420444,0.207870074,0.207321157,0.20677369,0.206227668,0.205683088,0.205139947,0.204598239,0.204057962,0.203519112,0.202981684,0.202445676,0.201911084,0.201377902,0.200846129,0.20031576,0.199786792,0.199259221,0.198733042,0.198208253,0.19768485,0.197162829,0.196642187,0.196122919,0.195605023
105,0.312364882,0.311695838,0.311028226,0.310362045,0.30969729,0.30903396,0.308372049,0.307711557,0.30705248,0.306394814,0.305738556,0.305083704,0.304430255,0.303778206,0.303127553,0.302478294,0.301830425,0.301183944,0.300538848,0.299895133,0.299252797,0.298611837,0.29797225,0.297334032,0.296697182,0.296061696,0.295427571,0.294794804,0.294163392,0.293533333,0.292904623,0.29227726,0.291651241,0.291026562,0.290403221,0.289781216,0.289160543,0.288541199,0.287923182,0.287306488,0.286691116,0.286077061,0.285464322,0.284852895,0.284242777,0.283633967,0.28302646,0.282420255,0.281815348,0.281211736,0.280609418,0.280008389,0.279408648,0.278810192,0.278213017,0.277617121,0.277022502,0.276429156,0.275837081,0.275246275,0.274656733,0.274068455,0.273481436,0.272895675,0.272311169,0.271727914,0.271145908,0.27056515,0.269985635,0.269407361,0.268830326,0.268254527,0.267679961,0.267106626,0.266534518,0.265963637,0.265393978,0.264825539,0.264258317,0.263692311,0.263127516,0.262563932,0.262001555,0.261440382,0.260880411,0.260321639,0.259764065,0.259207684,0.258652496,0.258098496,0.257545683,0.256994054,0.256443607,0.255894338,0.255346246,0.254799328,0.254253582,0.253709004,0.253165593,0.252623345,0.252082259,0.251542332,0.251003562,0.250465945,0.24992948,0.249394164,0.248859995,0.248326969,0.247795086,0.247264341,0.246734734,0.24620626,0.245678919,0.245152707,0.244627622,0.244103662,0.243580824,0.243059106,0.242538506,0.24201902,0.241500647,0.240983385,0.24046723,0.239952181,0.239438235,0.23892539,0.238413643,0.237902992,0.237393435,0.23688497,0.236377594,0.235871304,0.235366099,0.234861975,0.234358932,0.233856966,0.233356075,0.232856257,0.23235751,0.231859831,0.231363217,0.230867668,0.23037318,0.229879751,0.229387378,0.228896061,0.228405796,0.227916581,0.227428413,0.226941292
106,0.337020649,0.336466987,0.335914234,0.335362389,0.334811451,0.334261418,0.333712288,0.333164061,0.332616734,0.332070306,0.331524777,0.330980143,0.330436404,0.329893558,0.329351604,0.328810541,0.328270366,0.327731079,0.327192677,0.32665516,0.326118527,0.325582774,0.325047902,0.324513909,0.323980793,0.323448552,0.322917186,0.322386693,0.321857072,0.32132832,0.320800438,0.320273422,0.319747272,0.319221987,0.318697564,0.318174003,0.317651302,0.31712946,0.316608475,0.316088346,0.315569072,0.31505065,0.314533081,0.314016361,0.31350049,0.312985467,0.31247129,0.311957958,0.311445469,0.310933822,0.310423015,0.309913048,0.309403918,0.308895625,0.308388167,0.307881542,0.30737575,0.306870788,0.306366657,0.305863353,0.305360876,0.304859225,0.304358398,0.303858394,0.303359211,0.302860848,0.302363303,0.301866577,0.301370666,0.30087557,0.300381287,0.299887816,0.299395156,0.298903306,0.298412263,0.297922027,0.297432596,0.29694397,0.296456146,0.295969123,0.295482901,0.294997477,0.294512851,0.294029021,0.293545986,0.293063745,0.292582295,0.292101637,0.291621768,0.291142688,0.290664394,0.290186886,0.289710163,0.289234223,0.288759065,0.288284687,0.287811089,0.287338269,0.286866225,0.286394957,0.285924464,0.285454743,0.284985794,0.284517615,0.284050205,0.283583563,0.283117688,0.282652578,0.282188233,0.28172465,0.281261828,0.280799767,0.280338465,0.279877921,0.279418134,0.278959102,0.278500824,0.278043298,0.277586525,0.277130502,0.276675228,0.276220702,0.275766922,0.275313888,0.274861599,0.274410052,0.273959247,0.273509183,0.273059858,0.272611272,0.272163422,0.271716308,0.271269928,0.270824282,0.270379368,0.269935185,0.269491732,0.269049007,0.268607009,0.268165737,0.267725191,0.267285368,0.266846268,0.266407889,0.26597023,0.26553329,0.265097069,0.264661563,0.264226773,0.263792698
107,0.364378737,0.363962065,0.363545871,0.363130152,0.362714909,0.36230014,0.361885846,0.361472026,0.361058678,0.360645804,0.360233401,0.35982147,0.35941001,0.358999021,0.358588502,0.358178452,0.357768871,0.357359758,0.356951113,0.356542936,0.356135225,0.35572798,0.355321202,0.354914888,0.354509039,0.354103654,0.353698732,0.353294274,0.352890278,0.352486744,0.352083671,0.35168106,0.351278909,0.350877217,0.350475985,0.350075212,0.349674897,0.34927504,0.34887564,0.348476697,0.34807821,0.347680179,0.347282603,0.346885481,0.346488814,0.3460926,0.345696839,0.345301531,0.344906675,0.34451227,0.344118317,0.343724814,0.343331761,0.342939157,0.342547002,0.342155296,0.341764038,0.341373227,0.340982863,0.340592945,0.340203473,0.339814447,0.339425865,0.339037728,0.338650034,0.338262784,0.337875977,0.337489612,0.337103689,0.336718207,0.336333166,0.335948566,0.335564405,0.335180683,0.3347974,0.334414556,0.334032149,0.333650179,0.333268647,0.33288755,0.33250689,0.332126664,0.331746874,0.331367518,0.330988595,0.330610106,0.33023205,0.329854426,0.329477234,0.329100473,0.328724143,0.328348243,0.327972773,0.327597733,0.327223121,0.326848938,0.326475182,0.326101854,0.325728953,0.325356479,0.32498443,0.324612807,0.324241608,0.323870834,0.323500485,0.323130558,0.322761055,0.322391974,0.322023315,0.321655078,0.321287262,0.320919866,0.320552891,0.320186335,0.319820198,0.31945448,0.319089181,0.318724299,0.318359834,0.317995786,0.317632154,0.317268938,0.316906138,0.316543752,0.316181781,0.315820223,0.31545908,0.315098349,0.31473803,0.314378124,0.314018629,0.313659545,0.313300872,0.312942609,0.312584756,0.312227311,0.311870276,0.311513649,0.31115743,0.310801618,0.310446213,0.310091214,0.309736621,0.309382434,0.309028652,0.308675274,0.3083223,0.30796973,0.307617564,0.307265799
108,0.394852699,0.394598431,0.394344326,0.394090385,0.393836607,0.393582993,0.393329542,0.393076254,0.39282313,0.392570168,0.39231737,0.392064734,0.39181226,0.39155995,0.391307802,0.391055816,0.390803992,0.390552331,0.390300832,0.390049494,0.389798319,0.389547305,0.389296453,0.389045763,0.388795233,0.388544866,0.388294659,0.388044614,0.387794729,0.387545006,0.387295443,0.387046041,0.3867968,0.386547719,0.386298798,0.386050038,0.385801438,0.385552998,0.385304718,0.385056598,0.384808638,0.384560838,0.384313196,0.384065715,0.383818393,0.38357123,0.383324226,0.383077381,0.382830696,0.382584169,0.382337801,0.382091591,0.38184554,0.381599648,0.381353914,0.381108338,0.38086292,0.38061766,0.380372559,0.380127615,0.379882828,0.3796382,0.379393729,0.379149415,0.378905259,0.37866126,0.378417418,0.378173733,0.377930205,0.377686834,0.377443619,0.377200562,0.37695766,0.376714915,0.376472327,0.376229895,0.375987618,0.375745498,0.375503534,0.375261725,0.375020073,0.374778575,0.374537234,0.374296048,0.374055017,0.373814141,0.37357342,0.373332855,0.373092444,0.372852188,0.372612087,0.372372141,0.372132349,0.371892711,0.371653228,0.371413899,0.371174724,0.370935703,0.370696836,0.370458123,0.370219563,0.369981157,0.369742905,0.369504806,0.369266861,0.369029068,0.368791429,0.368553943,0.36831661,0.368079429,0.367842402,0.367605527,0.367368804,0.367132234,0.366895816,0.366659551,0.366423437,0.366187476,0.365951667,0.365716009,0.365480504,0.365245149,0.365009947,0.364774896,0.364539996,0.364305248,0.364070651,0.363836204,0.363601909,0.363367765,0.363133771,0.362899928,0.362666236,0.362432694,0.362199303,0.361966062,0.361732971,0.36150003,0.361267239,0.361034598,0.360802107,0.360569766,0.360337574,0.360105532,0.359873639,0.359641895,0.359410301,0.359178856,0.35894756,0.358716413
