PERF2020_Ind_1er,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
27,0.002914369,0.002808252,0.002705999,0.002607469,0.002512527,0.002421042,0.002332888,0.002247943,0.002166092,0.002087221,0.002011222,0.00193799,0.001867425,0.001799429,0.001733909,0.001670774,0.001609939,0.001551318,0.001494832,0.001440403,0.001387955,0.001337418,0.00128872,0.001241796,0.00119658,0.001153011,0.001111028,0.001070573,0.001031592,0.00099403,0.000957836,0.000922959,0.000889353,0.00085697,0.000825766,0.000795699,0.000766726,0.000738808,0.000711907,0.000685986,0.000661008,0.000636939,0.000613747,0.0005914,0.000569866,0.000549116,0.000529122,0.000509856,0.000491291,0.000473402,0.000456165,0.000439555,0.00042355,0.000408128,0.000393268,0.000378948,0.00036515,0.000351854,0.000339043,0.000326698,0.000314802,0.00030334,0.000292294,0.000281652,0.000271396,0.000261514,0.000251992,0.000242817,0.000233975,0.000225456,0.000217247,0.000209336,0.000201714,0.000194369,0.000187292,0.000180472,0.000173901,0.000167569,0.000161468,0.000155588,0.000149923,0.000144464,0.000139204,0.000134135,0.000129251,0.000124545,0.00012001,0.00011564,0.00011143,0.000107372,0.000103463,9.96955E-05,9.60654E-05,9.25675E-05,8.9197E-05,8.59492E-05,8.28196E-05,7.9804E-05,7.68982E-05,7.40983E-05,7.14002E-05,6.88004E-05,6.62953E-05,6.38814E-05,6.15553E-05,5.9314E-05,5.71543E-05,5.50732E-05,5.30679E-05,5.11356E-05,4.92737E-05,4.74796E-05,4.57507E-05,4.40849E-05,4.24797E-05,4.09329E-05,3.94425E-05,3.80063E-05,3.66225E-05,3.5289E-05,3.4004E-05,3.27659E-05,3.15728E-05,3.04232E-05,2.93155E-05,2.8248E-05,2.72195E-05,2.62284E-05,2.52734E-05,2.43531E-05,2.34664E-05,2.26119E-05,2.17886E-05,2.09952E-05,2.02308E-05,1.94941E-05,1.87843E-05,1.81003E-05,1.74413E-05,1.68062E-05,1.61943E-05,1.56046E-05,1.50364E-05,1.44889E-05,1.39614E-05,1.3453E-05,1.29632E-05,1.24911E-05,1.20363E-05,1.15981E-05
28,0.0029451,0.002837928,0.002734656,0.002635143,0.00253925,0.002446847,0.002357807,0.002272007,0.002189329,0.002109659,0.002032889,0.001958913,0.001887628,0.001818938,0.001752747,0.001688965,0.001627504,0.001568279,0.00151121,0.001456217,0.001403225,0.001352162,0.001302957,0.001255543,0.001209854,0.001165827,0.001123403,0.001082523,0.00104313,0.001005171,0.000968593,0.000933346,0.000899381,0.000866653,0.000835116,0.000804726,0.000775442,0.000747224,0.000720033,0.000693831,0.000668582,0.000644253,0.000620808,0.000598217,0.000576448,0.000555471,0.000535258,0.00051578,0.000497011,0.000478925,0.000461497,0.000444703,0.00042852,0.000412926,0.0003979,0.000383421,0.000369468,0.000356023,0.000343067,0.000330583,0.000318553,0.000306961,0.000295791,0.000285027,0.000274655,0.000264661,0.00025503,0.000245749,0.000236806,0.000228189,0.000219885,0.000211884,0.000204173,0.000196743,0.000189584,0.000182685,0.000176037,0.000169631,0.000163458,0.00015751,0.000151778,0.000146255,0.000140933,0.000135804,0.000130863,0.0001261,0.000121512,0.00011709,0.000112829,0.000108723,0.000104767,0.000100954,9.72806E-05,9.37406E-05,9.03294E-05,8.70423E-05,8.38748E-05,8.08226E-05,7.78815E-05,7.50474E-05,7.23165E-05,6.96849E-05,6.71491E-05,6.47055E-05,6.23509E-05,6.00819E-05,5.78956E-05,5.57888E-05,5.37586E-05,5.18024E-05,4.99173E-05,4.81008E-05,4.63504E-05,4.46637E-05,4.30384E-05,4.14723E-05,3.99631E-05,3.85088E-05,3.71075E-05,3.57572E-05,3.4456E-05,3.32021E-05,3.19939E-05,3.08297E-05,2.97078E-05,2.86267E-05,2.7585E-05,2.65812E-05,2.56139E-05,2.46818E-05,2.37836E-05,2.29182E-05,2.20842E-05,2.12805E-05,2.05061E-05,1.97599E-05,1.90409E-05,1.8348E-05,1.76803E-05,1.70369E-05,1.64169E-05,1.58195E-05,1.52439E-05,1.46891E-05,1.41546E-05,1.36395E-05,1.31432E-05,1.26649E-05,1.2204E-05,1.17599E-05
29,0.002978644,0.002870436,0.002766158,0.002665668,0.00256883,0.002475509,0.002385578,0.002298914,0.002215399,0.002134917,0.00205736,0.00198262,0.001910595,0.001841186,0.001774299,0.001709842,0.001647727,0.001587868,0.001530183,0.001474595,0.001421025,0.001369402,0.001319654,0.001271713,0.001225514,0.001180994,0.00113809,0.001096746,0.001056903,0.001018507,0.000981507,0.000945851,0.000911489,0.000878377,0.000846467,0.000815716,0.000786083,0.000757526,0.000730006,0.000703486,0.00067793,0.000653302,0.000629569,0.000606698,0.000584658,0.000563418,0.00054295,0.000523226,0.000504218,0.0004859,0.000468249,0.000451238,0.000434845,0.000419048,0.000403825,0.000389155,0.000375017,0.000361394,0.000348265,0.000335613,0.000323421,0.000311672,0.000300349,0.000289438,0.000278923,0.00026879,0.000259026,0.000249616,0.000240548,0.000231809,0.000223388,0.000215273,0.000207452,0.000199916,0.000192653,0.000185654,0.00017891,0.00017241,0.000166147,0.000160111,0.000154295,0.00014869,0.000143288,0.000138083,0.000133066,0.000128232,0.000123574,0.000119085,0.000114758,0.000110589,0.000106572,0.0001027,9.89694E-05,9.5374E-05,9.19093E-05,8.85704E-05,8.53528E-05,8.22521E-05,7.9264E-05,7.63845E-05,7.36096E-05,7.09355E-05,6.83585E-05,6.58752E-05,6.3482E-05,6.11759E-05,5.89535E-05,5.68118E-05,5.47479E-05,5.2759E-05,5.08424E-05,4.89954E-05,4.72155E-05,4.55002E-05,4.38473E-05,4.22544E-05,4.07193E-05,3.92401E-05,3.78146E-05,3.64408E-05,3.5117E-05,3.38413E-05,3.26119E-05,3.14271E-05,3.02855E-05,2.91852E-05,2.8125E-05,2.71033E-05,2.61186E-05,2.51698E-05,2.42554E-05,2.33743E-05,2.25251E-05,2.17068E-05,2.09183E-05,2.01583E-05,1.9426E-05,1.87203E-05,1.80402E-05,1.73849E-05,1.67533E-05,1.61447E-05,1.55582E-05,1.4993E-05,1.44483E-05,1.39234E-05,1.34176E-05,1.29302E-05,1.24605E-05,1.20078E-05
30,0.003032206,0.002922354,0.002816482,0.002714445,0.002616105,0.002521327,0.002429983,0.002341949,0.002257104,0.002175332,0.002096523,0.00202057,0.001947367,0.001876817,0.001808823,0.001743292,0.001680135,0.001619267,0.001560603,0.001504065,0.001449575,0.001397059,0.001346446,0.001297666,0.001250654,0.001205344,0.001161677,0.001119591,0.00107903,0.001039938,0.001002263,0.000965953,0.000930958,0.00089723,0.000864725,0.000833397,0.000803205,0.000774106,0.000746061,0.000719033,0.000692983,0.000667877,0.000643681,0.000620362,0.000597887,0.000576226,0.000555351,0.000535231,0.000515841,0.000497152,0.000479141,0.000461783,0.000445053,0.00042893,0.00041339,0.000398414,0.00038398,0.000370069,0.000356662,0.00034374,0.000331287,0.000319285,0.000307718,0.00029657,0.000285826,0.000275471,0.000265491,0.000255872,0.000246602,0.000237668,0.000229058,0.00022076,0.000212762,0.000205054,0.000197625,0.000190465,0.000183565,0.000176915,0.000170506,0.000164328,0.000158375,0.000152637,0.000147108,0.000141778,0.000136642,0.000131691,0.00012692,0.000122322,0.000117891,0.00011362,0.000109503,0.000105536,0.000101713,9.80279E-05,9.44765E-05,9.10538E-05,8.77551E-05,8.45758E-05,8.15118E-05,7.85587E-05,7.57127E-05,7.29697E-05,7.03261E-05,6.77783E-05,6.53228E-05,6.29563E-05,6.06755E-05,5.84773E-05,5.63588E-05,5.4317E-05,5.23491E-05,5.04526E-05,4.86248E-05,4.68632E-05,4.51654E-05,4.35291E-05,4.19521E-05,4.04323E-05,3.89675E-05,3.75558E-05,3.61952E-05,3.48839E-05,3.36201E-05,3.24021E-05,3.12282E-05,3.00969E-05,2.90065E-05,2.79556E-05,2.69428E-05,2.59667E-05,2.5026E-05,2.41194E-05,2.32455E-05,2.24034E-05,2.15918E-05,2.08095E-05,2.00556E-05,1.9329E-05,1.86288E-05,1.79539E-05,1.73034E-05,1.66766E-05,1.60724E-05,1.54901E-05,1.49289E-05,1.43881E-05,1.38668E-05,1.33645E-05,1.28803E-05,1.24136E-05
31,0.003099456,0.002987617,0.002879814,0.002775901,0.002675737,0.002579188,0.002486122,0.002396415,0.002309944,0.002226594,0.002146251,0.002068807,0.001994158,0.001922202,0.001852843,0.001785986,0.001721542,0.001659423,0.001599545,0.001541828,0.001486194,0.001432567,0.001380876,0.001331049,0.00128302,0.001236725,0.0011921,0.001149085,0.001107622,0.001067655,0.001029131,0.000991996,0.000956202,0.000921699,0.000888441,0.000856383,0.000825482,0.000795696,0.000766985,0.000739309,0.000712632,0.000686918,0.000662132,0.00063824,0.00061521,0.000593012,0.000571614,0.000550988,0.000531107,0.000511942,0.00049347,0.000475664,0.0004585,0.000441956,0.000426009,0.000410637,0.00039582,0.000381537,0.00036777,0.0003545,0.000341708,0.000329378,0.000317493,0.000306037,0.000294994,0.00028435,0.00027409,0.0002642,0.000254666,0.000245477,0.00023662,0.000228082,0.000219852,0.000211919,0.000204272,0.000196901,0.000189796,0.000182948,0.000176346,0.000169983,0.00016385,0.000157938,0.000152239,0.000146745,0.00014145,0.000136346,0.000131426,0.000126684,0.000122113,0.000117707,0.000113459,0.000109365,0.000105419,0.000101615,9.79487E-05,9.44144E-05,9.10076E-05,8.77238E-05,8.45584E-05,8.15073E-05,7.85662E-05,7.57313E-05,7.29987E-05,7.03646E-05,6.78256E-05,6.53783E-05,6.30192E-05,6.07453E-05,5.85534E-05,5.64406E-05,5.4404E-05,5.24409E-05,5.05487E-05,4.87247E-05,4.69666E-05,4.52719E-05,4.36383E-05,4.20637E-05,4.05459E-05,3.90829E-05,3.76726E-05,3.63133E-05,3.5003E-05,3.37399E-05,3.25225E-05,3.1349E-05,3.02178E-05,2.91274E-05,2.80764E-05,2.70633E-05,2.60868E-05,2.51455E-05,2.42382E-05,2.33636E-05,2.25205E-05,2.17079E-05,2.09246E-05,2.01696E-05,1.94418E-05,1.87403E-05,1.80641E-05,1.74123E-05,1.6784E-05,1.61784E-05,1.55946E-05,1.50319E-05,1.44895E-05,1.39667E-05,1.34627E-05,1.29769E-05
32,0.003153665,0.003040538,0.002931469,0.002826313,0.002724928,0.002627181,0.00253294,0.002442079,0.002354478,0.002270019,0.002188589,0.002110081,0.002034389,0.001961412,0.001891053,0.001823218,0.001757816,0.001694761,0.001633967,0.001575354,0.001518843,0.00146436,0.001411831,0.001361186,0.001312358,0.001265282,0.001219894,0.001176135,0.001133945,0.001093268,0.001054051,0.001016241,0.000979786,0.00094464,0.000910754,0.000878084,0.000846586,0.000816217,0.000786938,0.000758709,0.000731493,0.000705253,0.000679955,0.000655564,0.000632048,0.000609375,0.000587516,0.000566441,0.000546122,0.000526531,0.000507644,0.000489434,0.000471877,0.00045495,0.00043863,0.000422896,0.000407726,0.0003931,0.000378999,0.000365404,0.000352296,0.000339659,0.000327474,0.000315727,0.000304402,0.000293482,0.000282955,0.000272805,0.000263019,0.000253584,0.000244487,0.000235717,0.000227262,0.000219109,0.00021125,0.000203672,0.000196366,0.000189322,0.00018253,0.000175983,0.00016967,0.000163584,0.000157716,0.000152058,0.000146604,0.000141345,0.000136274,0.000131386,0.000126673,0.000122129,0.000117748,0.000113524,0.000109452,0.000105526,0.00010174,9.80908E-05,9.45721E-05,9.11796E-05,8.79089E-05,8.47554E-05,8.17151E-05,7.87839E-05,7.59578E-05,7.3233E-05,7.0606E-05,6.80733E-05,6.56314E-05,6.32771E-05,6.10072E-05,5.88188E-05,5.67089E-05,5.46746E-05,5.27134E-05,5.08225E-05,4.89994E-05,4.72417E-05,4.55471E-05,4.39132E-05,4.2338E-05,4.08192E-05,3.9355E-05,3.79433E-05,3.65822E-05,3.52699E-05,3.40047E-05,3.27849E-05,3.16089E-05,3.0475E-05,2.93818E-05,2.83278E-05,2.73117E-05,2.6332E-05,2.53874E-05,2.44767E-05,2.35987E-05,2.27522E-05,2.1936E-05,2.11491E-05,2.03905E-05,1.9659E-05,1.89538E-05,1.82739E-05,1.76184E-05,1.69864E-05,1.63771E-05,1.57896E-05,1.52232E-05,1.46771E-05,1.41506E-05,1.3643E-05
33,0.003216643,0.003102254,0.002991931,0.002885533,0.002782918,0.002683952,0.002588505,0.002496453,0.002407675,0.002322053,0.002239477,0.002159837,0.002083029,0.002008952,0.00193751,0.001868609,0.001802157,0.001738069,0.00167626,0.001616649,0.001559158,0.001503711,0.001450237,0.001398663,0.001348924,0.001300954,0.00125469,0.00121007,0.001167038,0.001125536,0.00108551,0.001046907,0.001009677,0.000973771,0.000939142,0.000905744,0.000873534,0.00084247,0.00081251,0.000783615,0.000755749,0.000728873,0.000702953,0.000677954,0.000653845,0.000630593,0.000608168,0.00058654,0.000565682,0.000545565,0.000526164,0.000507452,0.000489406,0.000472002,0.000455217,0.000439029,0.000423416,0.000408358,0.000393836,0.000379831,0.000366323,0.000353296,0.000340732,0.000328615,0.000316929,0.000305658,0.000294789,0.000284305,0.000274195,0.000264444,0.00025504,0.00024597,0.000237223,0.000228787,0.000220651,0.000212804,0.000205236,0.000197938,0.000190899,0.00018411,0.000177563,0.000171248,0.000165158,0.000159285,0.000153621,0.000148157,0.000142889,0.000137807,0.000132907,0.00012818,0.000123622,0.000119226,0.000114986,0.000110897,0.000106953,0.00010315,9.94813E-05,9.59436E-05,9.25316E-05,8.9241E-05,8.60675E-05,8.30067E-05,8.00549E-05,7.7208E-05,7.44623E-05,7.18143E-05,6.92604E-05,6.67974E-05,6.44219E-05,6.2131E-05,5.99215E-05,5.77906E-05,5.57354E-05,5.37534E-05,5.18418E-05,4.99982E-05,4.82202E-05,4.65054E-05,4.48515E-05,4.32565E-05,4.17183E-05,4.02347E-05,3.88039E-05,3.74239E-05,3.60931E-05,3.48095E-05,3.35716E-05,3.23778E-05,3.12263E-05,3.01159E-05,2.90449E-05,2.8012E-05,2.70158E-05,2.60551E-05,2.51285E-05,2.42349E-05,2.33731E-05,2.25419E-05,2.17403E-05,2.09671E-05,2.02215E-05,1.95024E-05,1.88088E-05,1.814E-05,1.74949E-05,1.68727E-05,1.62727E-05,1.5694E-05,1.51359E-05,1.45976E-05
34,0.003272938,0.003157982,0.003047065,0.002940043,0.00283678,0.002737144,0.002641007,0.002548247,0.002458745,0.002372387,0.002289062,0.002208663,0.002131088,0.002056238,0.001984017,0.001914333,0.001847096,0.00178222,0.001719623,0.001659225,0.001600948,0.001544718,0.001490463,0.001438114,0.001387603,0.001338866,0.001291841,0.001246468,0.001202688,0.001160446,0.001119688,0.001080361,0.001042416,0.001005803,0.000970476,0.00093639,0.000903502,0.000871768,0.000841149,0.000811605,0.000783099,0.000755595,0.000729056,0.000703449,0.000678742,0.000654903,0.000631901,0.000609706,0.000588292,0.000567629,0.000547692,0.000528456,0.000509895,0.000491986,0.000474706,0.000458033,0.000441945,0.000426423,0.000411446,0.000396994,0.000383051,0.000369597,0.000356616,0.00034409,0.000332005,0.000320344,0.000309092,0.000298236,0.000287761,0.000277654,0.000267902,0.000258493,0.000249414,0.000240653,0.000232201,0.000224045,0.000216176,0.000208584,0.000201258,0.000194189,0.000187368,0.000180787,0.000174438,0.000168311,0.000162399,0.000156695,0.000151192,0.000145881,0.000140758,0.000135814,0.000131044,0.000126441,0.000122,0.000117715,0.00011358,0.000109591,0.000105742,0.000102028,9.84445E-05,9.49869E-05,9.16507E-05,8.84316E-05,8.53256E-05,8.23288E-05,7.94371E-05,7.66471E-05,7.3955E-05,7.13575E-05,6.88512E-05,6.64329E-05,6.40996E-05,6.18482E-05,5.9676E-05,5.758E-05,5.55576E-05,5.36062E-05,5.17234E-05,4.99067E-05,4.81539E-05,4.64626E-05,4.48307E-05,4.32561E-05,4.17368E-05,4.02709E-05,3.88564E-05,3.74917E-05,3.61749E-05,3.49043E-05,3.36784E-05,3.24955E-05,3.13541E-05,3.02529E-05,2.91903E-05,2.81651E-05,2.71758E-05,2.62213E-05,2.53004E-05,2.44117E-05,2.35543E-05,2.2727E-05,2.19288E-05,2.11586E-05,2.04154E-05,1.96984E-05,1.90065E-05,1.8339E-05,1.76948E-05,1.70733E-05,1.64737E-05,1.58951E-05
35,0.003324624,0.003209801,0.003098943,0.002991915,0.002888583,0.002788819,0.002692502,0.00259951,0.002509731,0.002423052,0.002339367,0.002258572,0.002180567,0.002105257,0.002032547,0.001962349,0.001894575,0.001829142,0.001765969,0.001704977,0.001646092,0.001589241,0.001534353,0.001481361,0.001430199,0.001380804,0.001333115,0.001287073,0.001242621,0.001199705,0.00115827,0.001118267,0.001079645,0.001042358,0.001006357,0.000971601,0.000938045,0.000905647,0.000874369,0.000844171,0.000815015,0.000786867,0.000759691,0.000733453,0.000708122,0.000683666,0.000660054,0.000637257,0.000615248,0.000593999,0.000573484,0.000553678,0.000534555,0.000516093,0.000498269,0.00048106,0.000464446,0.000448405,0.000432919,0.000417967,0.000403531,0.000389595,0.000376139,0.000363148,0.000350606,0.000338497,0.000326807,0.00031552,0.000304623,0.000294102,0.000283944,0.000274138,0.00026467,0.000255529,0.000246704,0.000238183,0.000229957,0.000222015,0.000214347,0.000206944,0.000199797,0.000192897,0.000186235,0.000179803,0.000173593,0.000167597,0.000161809,0.000156221,0.000150825,0.000145616,0.000140587,0.000135731,0.000131044,0.000126518,0.000122148,0.00011793,0.000113857,0.000109924,0.000106128,0.000102463,9.89238E-05,9.55072E-05,9.22087E-05,8.90241E-05,8.59494E-05,8.2981E-05,8.01151E-05,7.73481E-05,7.46767E-05,7.20976E-05,6.96076E-05,6.72035E-05,6.48825E-05,6.26417E-05,6.04782E-05,5.83895E-05,5.63729E-05,5.44259E-05,5.25462E-05,5.07314E-05,4.89793E-05,4.72877E-05,4.56545E-05,4.40777E-05,4.25554E-05,4.10857E-05,3.96667E-05,3.82967E-05,3.6974E-05,3.56971E-05,3.44642E-05,3.32739E-05,3.21247E-05,3.10152E-05,2.9944E-05,2.89099E-05,2.79114E-05,2.69474E-05,2.60167E-05,2.51182E-05,2.42507E-05,2.34131E-05,2.26045E-05,2.18238E-05,2.10701E-05,2.03424E-05,1.96398E-05,1.89615E-05,1.83066E-05,1.76744E-05
36,0.003363994,0.003250257,0.003140366,0.003034191,0.002931605,0.002832487,0.002736721,0.002644193,0.002554793,0.002468415,0.002384958,0.002304323,0.002226414,0.002151139,0.002078409,0.002008138,0.001940243,0.001874644,0.001811262,0.001750023,0.001690855,0.001633687,0.001578453,0.001525085,0.001473522,0.001423702,0.001375567,0.001329059,0.001284124,0.001240708,0.001198759,0.001158229,0.00111907,0.001081234,0.001044678,0.001009357,0.000975231,0.000942258,0.000910401,0.00087962,0.00084988,0.000821146,0.000793383,0.000766559,0.000740641,0.0007156,0.000691406,0.000668029,0.000645443,0.000623621,0.000602536,0.000582165,0.000562482,0.000543464,0.00052509,0.000507336,0.000490183,0.00047361,0.000457598,0.000442126,0.000427178,0.000412735,0.000398781,0.000385298,0.000372271,0.000359684,0.000347524,0.000335774,0.000324421,0.000313453,0.000302855,0.000292615,0.000282722,0.000273163,0.000263928,0.000255004,0.000246383,0.000238052,0.000230004,0.000222227,0.000214714,0.000207454,0.00020044,0.000193664,0.000187116,0.000180789,0.000174677,0.000168771,0.000163065,0.000157552,0.000152225,0.000147078,0.000142105,0.000137301,0.000132659,0.000128174,0.00012384,0.000119653,0.000115608,0.000111699,0.000107922,0.000104273,0.000100748,9.73417E-05,9.40506E-05,9.08708E-05,8.77984E-05,8.483E-05,8.19619E-05,7.91907E-05,7.65133E-05,7.39264E-05,7.14269E-05,6.9012E-05,6.66787E-05,6.44243E-05,6.22461E-05,6.01416E-05,5.81082E-05,5.61436E-05,5.42454E-05,5.24113E-05,5.06393E-05,4.89272E-05,4.7273E-05,4.56747E-05,4.41304E-05,4.26384E-05,4.11968E-05,3.98039E-05,3.84581E-05,3.71579E-05,3.59016E-05,3.46877E-05,3.35149E-05,3.23818E-05,3.1287E-05,3.02292E-05,2.92071E-05,2.82196E-05,2.72655E-05,2.63437E-05,2.5453E-05,2.45924E-05,2.3761E-05,2.29576E-05,2.21814E-05,2.14315E-05,2.07069E-05,2.00068E-05
37,0.00339155,0.003279723,0.003171583,0.003067009,0.002965883,0.002868092,0.002773524,0.002682075,0.002593641,0.002508123,0.002425425,0.002345453,0.002268119,0.002193334,0.002121015,0.00205108,0.001983452,0.001918053,0.001854811,0.001793654,0.001734513,0.001677322,0.001622017,0.001568536,0.001516818,0.001466805,0.001418441,0.001371672,0.001326445,0.001282709,0.001240416,0.001199516,0.001159966,0.001121719,0.001084734,0.001048968,0.001014381,0.000980934,0.000948591,0.000917314,0.000887068,0.000857819,0.000829535,0.000802184,0.000775734,0.000750156,0.000725422,0.000701503,0.000678373,0.000656006,0.000634376,0.000613459,0.000593232,0.000573672,0.000554757,0.000536465,0.000518777,0.000501671,0.00048513,0.000469134,0.000453666,0.000438708,0.000424243,0.000410254,0.000396727,0.000383646,0.000370997,0.000358764,0.000346935,0.000335496,0.000324434,0.000313736,0.000303392,0.000293388,0.000283715,0.00027436,0.000265314,0.000256566,0.000248106,0.000239926,0.000232015,0.000224365,0.000216967,0.000209813,0.000202895,0.000196205,0.000189736,0.00018348,0.00017743,0.00017158,0.000165923,0.000160452,0.000155161,0.000150045,0.000145098,0.000140314,0.000135687,0.000131213,0.000126887,0.000122703,0.000118657,0.000114745,0.000110962,0.000107303,0.000103765,0.000100344,9.70351E-05,9.38356E-05,9.07417E-05,8.77497E-05,8.48564E-05,8.20585E-05,7.93529E-05,7.67364E-05,7.42063E-05,7.17595E-05,6.93935E-05,6.71054E-05,6.48928E-05,6.27531E-05,6.0684E-05,5.86831E-05,5.67482E-05,5.48771E-05,5.30677E-05,5.13179E-05,4.96259E-05,4.79896E-05,4.64073E-05,4.48771E-05,4.33974E-05,4.19665E-05,4.05828E-05,3.92447E-05,3.79507E-05,3.66994E-05,3.54893E-05,3.43192E-05,3.31876E-05,3.20933E-05,3.10351E-05,3.00118E-05,2.90223E-05,2.80654E-05,2.714E-05,2.62451E-05,2.53798E-05,2.45429E-05,2.37337E-05,2.29511E-05
38,0.00342448,0.003314644,0.003208331,0.003105428,0.003005826,0.002909418,0.002816103,0.00272578,0.002638354,0.002553733,0.002471825,0.002392545,0.002315807,0.002241531,0.002169637,0.002100049,0.002032692,0.001967497,0.001904392,0.001843311,0.001784189,0.001726964,0.001671574,0.00161796,0.001566067,0.001515837,0.001467219,0.00142016,0.00137461,0.001330521,0.001287847,0.001246541,0.00120656,0.001167861,0.001130403,0.001094147,0.001059054,0.001025086,0.000992208,0.000960384,0.000929581,0.000899766,0.000870907,0.000842974,0.000815937,0.000789767,0.000764436,0.000739918,0.000716186,0.000693215,0.000670981,0.000649461,0.00062863,0.000608468,0.000588952,0.000570062,0.000551778,0.00053408,0.000516951,0.00050037,0.000484321,0.000468787,0.000453752,0.000439198,0.000425112,0.000411477,0.000398279,0.000385505,0.00037314,0.000361172,0.000349588,0.000338376,0.000327523,0.000317018,0.00030685,0.000297008,0.000287482,0.000278261,0.000269337,0.000260698,0.000252336,0.000244243,0.000236409,0.000228827,0.000221488,0.000214384,0.000207508,0.000200852,0.00019441,0.000188175,0.000182139,0.000176297,0.000170643,0.00016517,0.000159872,0.000154744,0.000149781,0.000144977,0.000140327,0.000135826,0.00013147,0.000127253,0.000123172,0.000119221,0.000115397,0.000111696,0.000108114,0.000104646,0.00010129,9.80409E-05,9.48964E-05,9.18527E-05,8.89066E-05,8.60551E-05,8.3295E-05,8.06234E-05,7.80375E-05,7.55346E-05,7.31119E-05,7.07669E-05,6.84972E-05,6.63002E-05,6.41737E-05,6.21155E-05,6.01232E-05,5.81948E-05,5.63283E-05,5.45217E-05,5.27729E-05,5.10803E-05,4.9442E-05,4.78562E-05,4.63213E-05,4.48356E-05,4.33976E-05,4.20056E-05,4.06584E-05,3.93543E-05,3.80921E-05,3.68703E-05,3.56877E-05,3.45431E-05,3.34352E-05,3.23628E-05,3.13248E-05,3.03201E-05,2.93476E-05,2.84063E-05,2.74953E-05,2.66134E-05
39,0.003460927,0.003353046,0.003248528,0.003147268,0.003049164,0.002954119,0.002862035,0.002772823,0.002686391,0.002602653,0.002521526,0.002442927,0.002366779,0.002293004,0.002221528,0.002152281,0.002085192,0.002020194,0.001957223,0.001896214,0.001837107,0.001779842,0.001724363,0.001670613,0.001618538,0.001568086,0.001519207,0.001471852,0.001425973,0.001381524,0.00133846,0.001296739,0.001256318,0.001217157,0.001179217,0.00114246,0.001106848,0.001072347,0.00103892,0.001006536,0.000975161,0.000944764,0.000915315,0.000886784,0.000859142,0.000832361,0.000806416,0.000781279,0.000756926,0.000733332,0.000710473,0.000688327,0.000666871,0.000646084,0.000625945,0.000606433,0.00058753,0.000569216,0.000551473,0.000534283,0.000517629,0.000501494,0.000485862,0.000470717,0.000456044,0.000441829,0.000428057,0.000414714,0.000401786,0.000389262,0.000377129,0.000365373,0.000353984,0.00034295,0.00033226,0.000321903,0.000311869,0.000302148,0.000292729,0.000283605,0.000274764,0.0002662,0.000257902,0.000249863,0.000242074,0.000234529,0.000227218,0.000220136,0.000213274,0.000206626,0.000200185,0.000193945,0.0001879,0.000182043,0.000176368,0.00017087,0.000165544,0.000160384,0.000155385,0.000150541,0.000145849,0.000141302,0.000136898,0.000132631,0.000128496,0.000124491,0.000120611,0.000116851,0.000113209,0.00010968,0.000106261,0.000102949,9.97396E-05,9.66306E-05,9.36186E-05,9.07004E-05,8.78731E-05,8.5134E-05,8.24803E-05,7.99093E-05,7.74185E-05,7.50053E-05,7.26673E-05,7.04021E-05,6.82076E-05,6.60815E-05,6.40217E-05,6.20261E-05,6.00927E-05,5.82195E-05,5.64047E-05,5.46465E-05,5.29432E-05,5.12929E-05,4.9694E-05,4.8145E-05,4.66443E-05,4.51903E-05,4.37817E-05,4.2417E-05,4.10948E-05,3.98138E-05,3.85728E-05,3.73704E-05,3.62055E-05,3.5077E-05,3.39836E-05,3.29243E-05,3.1898E-05,3.09037E-05
