PERF2020_Col_2ndo,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
10,0.001702541,0.001645904,0.001591151,0.001538219,0.001487048,0.001437579,0.001389756,0.001343524,0.00129883,0.001255623,0.001213852,0.001173472,0.001134435,0.001096696,0.001060213,0.001024944,0.000990848,0.000957886,0.00092602,0.000895215,0.000865434,0.000836645,0.000808812,0.000781906,0.000755895,0.000730749,0.00070644,0.000682939,0.00066022,0.000638257,0.000617024,0.000596498,0.000576655,0.000557472,0.000538927,0.000520999,0.000503667,0.000486912,0.000470714,0.000455055,0.000439917,0.000425282,0.000411135,0.000397458,0.000384236,0.000371454,0.000359097,0.000347151,0.000335603,0.000324438,0.000313645,0.000303212,0.000293125,0.000283374,0.000273947,0.000264834,0.000256024,0.000247507,0.000239273,0.000231313,0.000223618,0.000216179,0.000208988,0.000202035,0.000195314,0.000188817,0.000182536,0.000176464,0.000170593,0.000164918,0.000159432,0.000154128,0.000149001,0.000144044,0.000139252,0.00013462,0.000130142,0.000125812,0.000121627,0.000117581,0.000113669,0.000109888,0.000106232,0.000102698,9.92821E-05,9.59793E-05,9.27865E-05,8.96998E-05,8.67158E-05,8.38311E-05,8.10423E-05,7.83463E-05,7.574E-05,7.32204E-05,7.07847E-05,6.84299E-05,6.61535E-05,6.39528E-05,6.18253E-05,5.97686E-05,5.77803E-05,5.58582E-05,0.000054,5.22036E-05,5.0467E-05,4.87881E-05,4.71651E-05,4.55961E-05,4.40793E-05,4.26129E-05,4.11954E-05,3.98249E-05,3.85001E-05,3.72194E-05,3.59812E-05,3.47842E-05,3.36271E-05,3.25084E-05,3.1427E-05,3.03815E-05,2.93709E-05,2.83938E-05,2.74492E-05,2.65361E-05,2.56533E-05,2.47999E-05,2.39749E-05,2.31774E-05,2.24064E-05,2.1661E-05,2.09404E-05,2.02438E-05,1.95703E-05,1.89193E-05,1.82899E-05,1.76815E-05,1.70933E-05,1.65247E-05,1.59749E-05,1.54435E-05,1.49298E-05,1.44331E-05,1.3953E-05,1.34888E-05,1.30401E-05,1.26063E-05,1.21869E-05,1.17815E-05,1.13896E-05,1.10107E-05
11,0.001746675,0.001688771,0.001632786,0.001578657,0.001526323,0.001475724,0.001426802,0.001379502,0.001333769,0.001289553,0.001246803,0.00120547,0.001165507,0.00112687,0.001089512,0.001053394,0.001018473,0.000984709,0.000952065,0.000920503,0.000889987,0.000860483,0.000831957,0.000804376,0.00077771,0.000751928,0.000727001,0.0007029,0.000679598,0.000657069,0.000635286,0.000614226,0.000593863,0.000574176,0.000555141,0.000536738,0.000518944,0.000501741,0.000485107,0.000469026,0.000453477,0.000438444,0.000423909,0.000409856,0.000396268,0.000383132,0.00037043,0.00035815,0.000346277,0.000334798,0.000323699,0.000312968,0.000302592,0.000292561,0.000282862,0.000273485,0.000264419,0.000255653,0.000247178,0.000238984,0.000231061,0.000223401,0.000215995,0.000208834,0.000201911,0.000195218,0.000188746,0.000182489,0.000176439,0.00017059,0.000164935,0.000159467,0.00015418,0.000149069,0.000144127,0.000139349,0.00013473,0.000130263,0.000125945,0.00012177,0.000117733,0.00011383,0.000110056,0.000106408,0.00010288,9.94697E-05,9.61722E-05,9.29839E-05,8.99014E-05,8.69211E-05,8.40395E-05,8.12535E-05,7.85599E-05,7.59555E-05,7.34375E-05,7.1003E-05,6.86491E-05,6.63733E-05,6.4173E-05,6.20456E-05,5.99887E-05,0.000058,5.60772E-05,5.42182E-05,5.24208E-05,5.0683E-05,4.90028E-05,4.73783E-05,4.58076E-05,4.42891E-05,4.28208E-05,4.14013E-05,4.00288E-05,3.87018E-05,3.74188E-05,3.61783E-05,3.49789E-05,3.38193E-05,3.26982E-05,3.16142E-05,3.05662E-05,2.95529E-05,2.85731E-05,2.76259E-05,2.67101E-05,2.58246E-05,2.49685E-05,2.41408E-05,2.33405E-05,2.25667E-05,2.18186E-05,2.10953E-05,2.03959E-05,1.97198E-05,1.90661E-05,1.8434E-05,1.78229E-05,1.7232E-05,1.66608E-05,1.61084E-05,1.55744E-05,1.50581E-05,1.45589E-05,1.40763E-05,1.36096E-05,1.31585E-05,1.27222E-05,1.23005E-05,1.18927E-05,1.14985E-05
12,0.001849217,0.001788051,0.001728907,0.00167172,0.001616425,0.001562959,0.001511261,0.001461273,0.001412939,0.001366203,0.001321013,0.001277318,0.001235068,0.001194216,0.001154715,0.001116521,0.001079589,0.00104388,0.001009352,0.000975965,0.000943683,0.000912469,0.000882288,0.000853104,0.000824886,0.000797601,0.000771219,0.00074571,0.000721044,0.000697194,0.000674133,0.000651835,0.000630274,0.000609426,0.000589268,0.000569777,0.000550931,0.000532708,0.000515087,0.00049805,0.000481576,0.000465647,0.000450245,0.000435352,0.000420952,0.000407028,0.000393565,0.000380547,0.00036796,0.000355789,0.00034402,0.000332641,0.000321638,0.000311,0.000300713,0.000290766,0.000281148,0.000271849,0.000262857,0.000254162,0.000245755,0.000237627,0.000229767,0.000222167,0.000214818,0.000207713,0.000200842,0.000194199,0.000187775,0.000181564,0.000175559,0.000169752,0.000164137,0.000158708,0.000153458,0.000148382,0.000143474,0.000138729,0.00013414,0.000129703,0.000125413,0.000121264,0.000117253,0.000113375,0.000109625,0.000105999,0.000102493,9.91026E-05,9.58246E-05,9.2655E-05,8.95903E-05,8.66269E-05,8.37615E-05,8.0991E-05,7.8312E-05,7.57217E-05,7.32171E-05,7.07953E-05,6.84536E-05,6.61893E-05,0.000064,6.18831E-05,5.98362E-05,5.7857E-05,5.59432E-05,5.40928E-05,5.23036E-05,5.05735E-05,4.89007E-05,4.72832E-05,4.57193E-05,4.4207E-05,4.27448E-05,4.13309E-05,3.99638E-05,3.86419E-05,3.73638E-05,3.61279E-05,3.49329E-05,3.37774E-05,3.26602E-05,3.15799E-05,3.05353E-05,2.95253E-05,2.85487E-05,2.76044E-05,2.66913E-05,2.58084E-05,2.49548E-05,2.41294E-05,2.33312E-05,2.25595E-05,2.18133E-05,2.10918E-05,2.03941E-05,1.97196E-05,1.90673E-05,1.84366E-05,1.78268E-05,1.72371E-05,1.6667E-05,1.61157E-05,1.55826E-05,1.50672E-05,1.45688E-05,1.40869E-05,1.3621E-05,1.31704E-05,1.27348E-05,1.23136E-05
13,0.001935888,0.001872047,0.001810311,0.001750611,0.001692881,0.001637053,0.001583067,0.001530862,0.001480378,0.001431558,0.001384349,0.001338696,0.001294549,0.001251858,0.001210575,0.001170653,0.001132048,0.001094716,0.001058615,0.001023704,0.000989945,0.000957299,0.00092573,0.000895201,0.00086568,0.000837132,0.000809525,0.000782829,0.000757013,0.000732049,0.000707907,0.000684562,0.000661987,0.000640156,0.000619046,0.000598631,0.00057889,0.000559799,0.000541338,0.000523486,0.000506223,0.000489529,0.000473386,0.000457774,0.000442678,0.00042808,0.000413963,0.000400311,0.00038711,0.000374344,0.000361999,0.000350061,0.000338517,0.000327354,0.000316558,0.000306119,0.000296024,0.000286262,0.000276821,0.000267693,0.000258865,0.000250328,0.000242073,0.00023409,0.00022637,0.000218905,0.000211686,0.000204705,0.000197954,0.000191426,0.000185114,0.000179009,0.000173106,0.000167397,0.000161877,0.000156538,0.000151376,0.000146384,0.000141557,0.000136889,0.000132374,0.000128009,0.000123787,0.000119705,0.000115758,0.00011194,0.000108249,0.000104679,0.000101227,9.78887E-05,9.46606E-05,9.15389E-05,8.85202E-05,8.5601E-05,8.27781E-05,8.00483E-05,7.74085E-05,7.48557E-05,7.23872E-05,0.00007,6.76916E-05,6.54593E-05,6.33006E-05,6.12131E-05,5.91944E-05,5.72423E-05,5.53546E-05,5.35292E-05,5.17639E-05,5.00568E-05,4.84061E-05,4.68098E-05,4.52661E-05,4.37733E-05,4.23298E-05,4.09339E-05,3.9584E-05,3.82786E-05,3.70162E-05,3.57955E-05,3.46151E-05,3.34736E-05,3.23697E-05,3.13022E-05,3.02699E-05,2.92717E-05,2.83064E-05,2.73729E-05,2.64702E-05,2.55973E-05,2.47532E-05,2.39369E-05,2.31475E-05,2.23841E-05,2.1646E-05,2.09321E-05,2.02418E-05,1.95743E-05,1.89288E-05,1.83046E-05,1.77009E-05,1.71172E-05,1.65527E-05,1.60069E-05,1.5479E-05,1.49685E-05,1.44749E-05,1.39976E-05,1.35359E-05,1.30896E-05
14,0.002025795,0.001959317,0.00189502,0.001832833,0.001772687,0.001714515,0.001658251,0.001603834,0.001551203,0.001500299,0.001451065,0.001403447,0.001357392,0.001312848,0.001269765,0.001228097,0.001187796,0.001148817,0.001111117,0.001074655,0.001039389,0.001005281,0.000972292,0.000940385,0.000909525,0.000879678,0.000850811,0.000822891,0.000795887,0.000769769,0.000744508,0.000720077,0.000696447,0.000673592,0.000651488,0.000630108,0.000609431,0.000589432,0.000570089,0.000551381,0.000533287,0.000515787,0.000498861,0.00048249,0.000466657,0.000451343,0.000436532,0.000422206,0.000408351,0.000394951,0.00038199,0.000369455,0.000357331,0.000345605,0.000334263,0.000323294,0.000312685,0.000302424,0.0002925,0.000282901,0.000273617,0.000264638,0.000255954,0.000247555,0.000239431,0.000231574,0.000223974,0.000216624,0.000209516,0.00020264,0.00019599,0.000189559,0.000183338,0.000177322,0.000171503,0.000165875,0.000160432,0.000155167,0.000150075,0.00014515,0.000140387,0.00013578,0.000131324,0.000127015,0.000122847,0.000118815,0.000114916,0.000111145,0.000107498,0.00010397,0.000100558,9.72583E-05,9.40667E-05,9.09798E-05,8.79942E-05,8.51066E-05,8.23138E-05,7.96126E-05,0.000077,7.44732E-05,7.20293E-05,6.96656E-05,6.73794E-05,6.51683E-05,6.30297E-05,6.09614E-05,5.89609E-05,5.7026E-05,5.51546E-05,5.33447E-05,5.15941E-05,4.9901E-05,4.82635E-05,4.66797E-05,4.51478E-05,4.36663E-05,4.22333E-05,4.08474E-05,3.95069E-05,3.82105E-05,3.69566E-05,3.57438E-05,3.45708E-05,3.34364E-05,3.23391E-05,3.12779E-05,3.02515E-05,2.92587E-05,2.82986E-05,2.73699E-05,2.64718E-05,2.56031E-05,2.47629E-05,2.39503E-05,2.31643E-05,2.24042E-05,2.16689E-05,2.09579E-05,2.02701E-05,1.96049E-05,1.89616E-05,1.83393E-05,1.77375E-05,1.71554E-05,1.65925E-05,1.6048E-05,1.55213E-05,1.5012E-05,1.45194E-05,1.40429E-05
15,0.002113695,0.002044817,0.001978184,0.001913721,0.00185136,0.001791031,0.001732667,0.001676205,0.001621584,0.001568742,0.001517622,0.001468168,0.001420326,0.001374042,0.001329267,0.001285951,0.001244046,0.001203507,0.001164289,0.001126349,0.001089645,0.001054137,0.001019786,0.000986555,0.000954407,0.000923306,0.000893219,0.000864112,0.000835953,0.000808712,0.000782359,0.000756865,0.000732201,0.000708341,0.000685259,0.000662929,0.000641326,0.000620428,0.00060021,0.000580651,0.00056173,0.000543425,0.000525717,0.000508585,0.000492012,0.000475979,0.000460469,0.000445464,0.000430948,0.000416905,0.000403319,0.000390176,0.000377462,0.000365162,0.000353262,0.000341751,0.000330614,0.000319841,0.000309418,0.000299335,0.000289581,0.000280145,0.000271016,0.000262184,0.000253641,0.000245375,0.000237379,0.000229644,0.000222161,0.000214921,0.000207918,0.000201142,0.000194588,0.000188247,0.000182113,0.000176178,0.000170437,0.000164883,0.00015951,0.000154312,0.000149284,0.000144419,0.000139713,0.00013516,0.000130756,0.000126495,0.000122373,0.000118385,0.000114527,0.000110795,0.000107185,0.000103692,0.000100313,9.70444E-05,9.3882E-05,9.08228E-05,8.78632E-05,0.000085,8.22301E-05,7.95505E-05,7.69583E-05,7.44505E-05,7.20244E-05,6.96774E-05,6.74068E-05,6.52103E-05,6.30853E-05,6.10296E-05,5.90408E-05,5.71169E-05,5.52556E-05,5.34551E-05,5.17131E-05,5.0028E-05,4.83977E-05,4.68206E-05,4.52949E-05,4.38189E-05,4.2391E-05,4.10096E-05,3.96733E-05,3.83804E-05,3.71298E-05,3.59198E-05,3.47493E-05,3.3617E-05,3.25215E-05,3.14617E-05,3.04365E-05,2.94447E-05,2.84852E-05,2.7557E-05,2.6659E-05,2.57903E-05,2.49498E-05,2.41368E-05,2.33503E-05,2.25894E-05,2.18533E-05,2.11411E-05,2.04522E-05,1.97858E-05,1.9141E-05,1.85173E-05,1.79139E-05,1.73301E-05,1.67654E-05,1.6219E-05,1.56905E-05,1.51792E-05
16,0.002176508,0.002106187,0.002038138,0.001972288,0.001908565,0.001846901,0.00178723,0.001729486,0.001673608,0.001619535,0.00156721,0.001516575,0.001467576,0.00142016,0.001374276,0.001329874,0.001286908,0.001245329,0.001205093,0.001166158,0.001128481,0.001092021,0.001056738,0.001022596,0.000989557,0.000957586,0.000926647,0.000896708,0.000867736,0.0008397,0.000812571,0.000786317,0.000760912,0.000736328,0.000712538,0.000689516,0.000667239,0.000645681,0.00062482,0.000604632,0.000585097,0.000566193,0.0005479,0.000530198,0.000513068,0.000496491,0.00048045,0.000464927,0.000449906,0.00043537,0.000421303,0.000407692,0.000394519,0.000381773,0.000369438,0.000357502,0.000345951,0.000334774,0.000323958,0.000313491,0.000303363,0.000293561,0.000284077,0.000274898,0.000266017,0.000257422,0.000249105,0.000241056,0.000233268,0.000225732,0.000218438,0.000211381,0.000204551,0.000197942,0.000191547,0.000185358,0.00017937,0.000173574,0.000167966,0.00016254,0.000157288,0.000152206,0.000147289,0.00014253,0.000137925,0.000133469,0.000129156,0.000124984,0.000120945,0.000117038,0.000113256,0.000109597,0.000106056,0.00010263,9.93138E-05,9.61051E-05,0.000093,8.99953E-05,8.70876E-05,8.42739E-05,8.15511E-05,7.89162E-05,7.63665E-05,7.38992E-05,7.15116E-05,6.92011E-05,6.69653E-05,6.48017E-05,6.2708E-05,6.0682E-05,5.87214E-05,5.68242E-05,5.49883E-05,5.32117E-05,5.14924E-05,4.98288E-05,4.82189E-05,4.66609E-05,4.51534E-05,4.36945E-05,4.22828E-05,4.09167E-05,3.95947E-05,3.83154E-05,3.70775E-05,3.58796E-05,3.47203E-05,3.35985E-05,3.2513E-05,3.14625E-05,3.0446E-05,2.94623E-05,2.85104E-05,2.75893E-05,2.66979E-05,2.58353E-05,2.50006E-05,2.41929E-05,2.34112E-05,2.26548E-05,2.19229E-05,2.12146E-05,2.05291E-05,1.98659E-05,1.9224E-05,1.86029E-05,1.80019E-05,1.74203E-05,1.68574E-05,1.63128E-05
17,0.002244809,0.002172936,0.002103365,0.002036021,0.001970833,0.001907732,0.001846651,0.001787527,0.001730295,0.001674895,0.00162127,0.001569361,0.001519114,0.001470476,0.001423396,0.001377822,0.001333708,0.001291006,0.001249672,0.001209661,0.001170931,0.00113344,0.001097151,0.001062023,0.00102802,0.000995105,0.000963245,0.000932404,0.000902551,0.000873654,0.000845682,0.000818605,0.000792396,0.000767025,0.000742467,0.000718696,0.000695685,0.000673411,0.00065185,0.00063098,0.000610777,0.000591222,0.000572292,0.000553969,0.000536233,0.000519064,0.000502445,0.000486358,0.000470786,0.000455713,0.000441122,0.000426998,0.000413327,0.000400094,0.000387284,0.000374884,0.000362881,0.000351263,0.000340016,0.00032913,0.000318592,0.000308391,0.000298517,0.00028896,0.000279708,0.000270753,0.000262084,0.000253693,0.00024557,0.000237708,0.000230097,0.00022273,0.000215598,0.000208696,0.000202014,0.000195546,0.000189285,0.000183225,0.000177358,0.00017168,0.000166183,0.000160862,0.000155712,0.000150726,0.0001459,0.000141229,0.000136707,0.00013233,0.000128093,0.000123992,0.000120022,0.00011618,0.00011246,0.000108859,0.000105374,0.000102,9.87342E-05,9.5573E-05,9.2513E-05,8.9551E-05,8.66838E-05,8.39084E-05,8.12219E-05,7.86214E-05,7.61042E-05,7.36675E-05,7.13089E-05,6.90258E-05,6.68157E-05,6.46765E-05,6.26057E-05,6.06012E-05,5.8661E-05,5.67828E-05,5.49648E-05,5.32049E-05,5.15015E-05,4.98525E-05,4.82564E-05,4.67113E-05,4.52158E-05,4.37681E-05,4.23667E-05,4.10103E-05,3.96972E-05,3.84262E-05,3.71959E-05,3.6005E-05,3.48522E-05,3.37364E-05,3.26562E-05,3.16106E-05,3.05986E-05,2.96189E-05,2.86706E-05,2.77526E-05,2.6864E-05,2.60039E-05,2.51713E-05,2.43654E-05,2.35853E-05,2.28302E-05,2.20992E-05,2.13917E-05,2.07068E-05,2.00438E-05,1.9402E-05,1.87808E-05,1.81795E-05,1.75975E-05
18,0.002262392,0.002190563,0.002121014,0.002053674,0.001988471,0.001925339,0.001864211,0.001805023,0.001747715,0.001692227,0.0016385,0.001586479,0.001536109,0.001487339,0.001440117,0.001394395,0.001350124,0.001307258,0.001265754,0.001225567,0.001186656,0.001148981,0.001112502,0.001077181,0.001042981,0.001009867,0.000977805,0.00094676,0.000916701,0.000887597,0.000859416,0.00083213,0.000805711,0.00078013,0.000755362,0.00073138,0.000708159,0.000685675,0.000663906,0.000642827,0.000622418,0.000602657,0.000583523,0.000564996,0.000547058,0.00052969,0.000512872,0.000496589,0.000480823,0.000465557,0.000450776,0.000436464,0.000422607,0.000409189,0.000396198,0.000383619,0.000371439,0.000359646,0.000348228,0.000337172,0.000326467,0.000316102,0.000306066,0.000296349,0.00028694,0.00027783,0.000269009,0.000260468,0.000252198,0.000244191,0.000236438,0.000228932,0.000221663,0.000214626,0.000207811,0.000201214,0.000194825,0.00018864,0.00018265,0.000176851,0.000171237,0.0001658,0.000160536,0.000155439,0.000150504,0.000145726,0.000141099,0.000136619,0.000132282,0.000128082,0.000124015,0.000120078,0.000116265,0.000112574,0.000109,0.000105539,0.000102189,9.89441E-05,9.58027E-05,9.27611E-05,8.9816E-05,8.69644E-05,8.42033E-05,8.153E-05,7.89414E-05,7.64351E-05,7.40084E-05,7.16587E-05,6.93835E-05,6.71807E-05,6.50477E-05,6.29825E-05,6.09829E-05,5.90467E-05,5.7172E-05,5.53569E-05,5.35993E-05,5.18976E-05,5.02499E-05,4.86545E-05,4.71098E-05,4.56141E-05,4.41658E-05,4.27636E-05,4.14059E-05,4.00913E-05,3.88184E-05,3.7586E-05,3.63926E-05,3.52372E-05,3.41185E-05,3.30352E-05,3.19864E-05,3.09708E-05,2.99875E-05,2.90355E-05,2.81136E-05,2.7221E-05,2.63568E-05,2.552E-05,2.47097E-05,2.39252E-05,2.31656E-05,2.24301E-05,2.1718E-05,2.10284E-05,2.03608E-05,1.97144E-05,1.90885E-05,1.84824E-05
19,0.002244968,0.002174167,0.002105599,0.002039194,0.001974882,0.001912599,0.00185228,0.001793864,0.001737289,0.001682499,0.001629437,0.001578049,0.001528281,0.001480082,0.001433404,0.001388198,0.001344417,0.001302017,0.001260955,0.001221187,0.001182674,0.001145375,0.001109253,0.001074269,0.001040389,0.001007578,0.000975801,0.000945027,0.000915223,0.000886359,0.000858405,0.000831333,0.000805115,0.000779723,0.000755133,0.000731318,0.000708254,0.000685917,0.000664285,0.000643335,0.000623045,0.000603396,0.000584366,0.000565937,0.000548089,0.000530803,0.000514063,0.00049785,0.000482149,0.000466944,0.000452217,0.000437955,0.000424143,0.000410767,0.000397812,0.000385266,0.000373116,0.000361349,0.000349952,0.000338916,0.000328227,0.000317876,0.000307851,0.000298142,0.000288739,0.000279633,0.000270814,0.000262273,0.000254002,0.000245991,0.000238233,0.00023072,0.000223443,0.000216396,0.000209572,0.000202962,0.000196561,0.000190362,0.000184359,0.000178545,0.000172914,0.00016746,0.000162179,0.000157064,0.000152111,0.000147314,0.000142668,0.000138168,0.000133811,0.000129591,0.000125504,0.000121546,0.000117712,0.000114,0.000110405,0.000106923,0.000103551,0.000100285,9.71222E-05,9.40592E-05,9.10928E-05,8.82199E-05,8.54377E-05,8.27432E-05,8.01337E-05,7.76064E-05,7.51589E-05,7.27886E-05,7.0493E-05,6.82698E-05,6.61167E-05,6.40316E-05,6.20122E-05,6.00564E-05,5.81624E-05,5.63281E-05,5.45516E-05,5.28312E-05,5.1165E-05,4.95514E-05,4.79887E-05,4.64752E-05,4.50095E-05,4.359E-05,4.22153E-05,4.08839E-05,3.95945E-05,3.83458E-05,3.71365E-05,3.59653E-05,3.4831E-05,3.37325E-05,3.26687E-05,3.16384E-05,3.06406E-05,2.96743E-05,2.87384E-05,2.78321E-05,2.69543E-05,2.61042E-05,2.5281E-05,2.44837E-05,2.37115E-05,2.29637E-05,2.22395E-05,2.15381E-05,2.08588E-05,2.0201E-05,1.95639E-05,1.89469E-05
20,0.002222029,0.002152249,0.00208466,0.002019193,0.001955783,0.001894364,0.001834874,0.001777252,0.001721439,0.001667379,0.001615017,0.001564299,0.001515174,0.001467592,0.001421504,0.001376863,0.001333625,0.001291744,0.001251178,0.001211886,0.001173828,0.001136966,0.00110126,0.001066677,0.001033179,0.001000733,0.000969306,0.000938866,0.000909382,0.000880824,0.000853163,0.00082637,0.000800419,0.000775283,0.000750936,0.000727354,0.000704512,0.000682388,0.000660958,0.000640201,0.000620097,0.000600623,0.000581761,0.000563492,0.000545796,0.000528656,0.000512054,0.000495974,0.000480398,0.000465312,0.000450699,0.000436546,0.000422836,0.000409558,0.000396696,0.000384238,0.000372172,0.000360484,0.000349163,0.000338198,0.000327578,0.00031729,0.000307326,0.000297675,0.000288327,0.000279272,0.000270502,0.000262007,0.000253779,0.00024581,0.00023809,0.000230613,0.000223371,0.000216356,0.000209562,0.000202981,0.000196607,0.000190432,0.000184452,0.00017866,0.000173049,0.000167615,0.000162351,0.000157252,0.000152314,0.000147531,0.000142898,0.00013841,0.000134064,0.000129854,0.000125776,0.000121826,0.000118,0.000114294,0.000110705,0.000107229,0.000103861,0.000100599,9.74403E-05,9.43803E-05,9.14164E-05,8.85455E-05,8.57649E-05,8.30715E-05,8.04628E-05,7.79359E-05,7.54884E-05,7.31178E-05,7.08216E-05,6.85976E-05,6.64433E-05,6.43568E-05,6.23357E-05,6.03781E-05,5.8482E-05,5.66455E-05,5.48666E-05,5.31436E-05,5.14746E-05,4.98581E-05,4.82924E-05,4.67758E-05,4.53069E-05,4.38841E-05,4.2506E-05,4.11711E-05,3.98782E-05,3.86258E-05,3.74128E-05,3.62379E-05,3.50999E-05,3.39977E-05,3.293E-05,3.18959E-05,3.08942E-05,2.9924E-05,2.89843E-05,2.80741E-05,2.71924E-05,2.63385E-05,2.55114E-05,2.47102E-05,2.39342E-05,2.31826E-05,2.24546E-05,2.17494E-05,2.10664E-05,2.04048E-05,1.9764E-05,1.91434E-05
21,0.002196338,0.002127477,0.002060776,0.001996165,0.00193358,0.001872958,0.001814236,0.001757355,0.001702258,0.001648888,0.001597191,0.001547115,0.00149861,0.001451625,0.001406113,0.001362027,0.001319325,0.001277961,0.001237893,0.001199082,0.001161488,0.001125073,0.001089799,0.001055631,0.001022534,0.000990475,0.000959422,0.000929341,0.000900204,0.000871981,0.000844642,0.00081816,0.000792509,0.000767662,0.000743594,0.00072028,0.000697698,0.000675823,0.000654634,0.00063411,0.000614229,0.000594972,0.000576318,0.000558249,0.000540746,0.000523793,0.00050737,0.000491463,0.000476055,0.000461129,0.000446672,0.000432667,0.000419102,0.000405962,0.000393234,0.000380905,0.000368963,0.000357395,0.00034619,0.000335336,0.000324822,0.000314639,0.000304774,0.000295218,0.000285963,0.000276997,0.000268312,0.0002599,0.000251752,0.000243859,0.000236213,0.000228807,0.000221634,0.000214685,0.000207954,0.000201434,0.000195119,0.000189001,0.000183075,0.000177336,0.000171776,0.00016639,0.000161173,0.00015612,0.000151225,0.000146484,0.000141892,0.000137443,0.000133134,0.00012896,0.000124916,0.000121,0.000117206,0.000113532,0.000109972,0.000106524,0.000103184,9.99494E-05,9.68157E-05,9.37803E-05,9.08401E-05,8.7992E-05,8.52332E-05,8.2561E-05,7.99725E-05,7.74651E-05,7.50364E-05,7.26838E-05,7.0405E-05,6.81977E-05,6.60595E-05,6.39884E-05,6.19822E-05,6.00389E-05,5.81565E-05,5.63332E-05,5.4567E-05,5.28562E-05,5.1199E-05,4.95938E-05,4.80389E-05,4.65328E-05,4.50738E-05,4.36607E-05,4.22918E-05,4.09659E-05,3.96815E-05,3.84374E-05,3.72323E-05,3.60649E-05,3.49342E-05,3.38389E-05,3.2778E-05,3.17503E-05,3.07549E-05,2.97906E-05,2.88566E-05,2.79519E-05,2.70755E-05,2.62267E-05,2.54044E-05,2.46079E-05,2.38364E-05,2.30891E-05,2.23652E-05,2.1664E-05,2.09847E-05,2.03268E-05,1.96895E-05,1.90722E-05
22,0.002166328,0.002098369,0.002032541,0.001968779,0.001907017,0.001847192,0.001789244,0.001733114,0.001678745,0.001626082,0.00157507,0.001525659,0.001477798,0.001431438,0.001386533,0.001343036,0.001300904,0.001260094,0.001220564,0.001182274,0.001145185,0.001109259,0.001074461,0.001040754,0.001008105,0.00097648,0.000945847,0.000916175,0.000887434,0.000859595,0.000832628,0.000806508,0.000781207,0.0007567,0.000732962,0.000709968,0.000687696,0.000666123,0.000645226,0.000624985,0.000605378,0.000586387,0.000567992,0.000550173,0.000532914,0.000516196,0.000500003,0.000484317,0.000469124,0.000454407,0.000440152,0.000426344,0.000412969,0.000400014,0.000387465,0.00037531,0.000363536,0.000352132,0.000341085,0.000330385,0.000320021,0.000309981,0.000300257,0.000290838,0.000281714,0.000272876,0.000264316,0.000256024,0.000247993,0.000240213,0.000232677,0.000225378,0.000218308,0.000211459,0.000204826,0.0001984,0.000192176,0.000186147,0.000180308,0.000174651,0.000169172,0.000163865,0.000158725,0.000153745,0.000148922,0.00014425,0.000139725,0.000135342,0.000131096,0.000126984,0.000123,0.000119141,0.000115404,0.000111784,0.000108277,0.00010488,0.00010159,9.84029E-05,9.5316E-05,9.23258E-05,8.94295E-05,8.6624E-05,8.39066E-05,8.12743E-05,7.87247E-05,7.6255E-05,7.38629E-05,7.15457E-05,6.93013E-05,6.71272E-05,6.50214E-05,6.29816E-05,6.10059E-05,5.90921E-05,5.72383E-05,5.54427E-05,5.37034E-05,5.20187E-05,5.03868E-05,4.88061E-05,4.72751E-05,4.5792E-05,4.43555E-05,4.2964E-05,4.16162E-05,4.03107E-05,3.90461E-05,3.78212E-05,3.66347E-05,3.54854E-05,3.43722E-05,3.32939E-05,3.22495E-05,3.12378E-05,3.02578E-05,2.93086E-05,2.83892E-05,2.74986E-05,2.6636E-05,2.58004E-05,2.4991E-05,2.4207E-05,2.34476E-05,2.2712E-05,2.19995E-05,2.13094E-05,2.06409E-05,1.99934E-05,1.93662E-05,1.87586E-05
